"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS8","Hengill","August 2008",24.6,19.4,"mg","m^-2","mg m^-2",2.00960702375633,2.26965031498148,0.611565226173984,1.31685454036434,1.58619245077522
