"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS12","Hengill","August 2008",15.5,6.8,"mg","m^-2","mg m^-2",0.780910355547187,1.05755019687235,-0.617131442035158,-0.468467601170224,-0.174429205019866
