"location","time","IS","temp","consumer","resource","con_mass","con_abun","res_mass","res_abun","source","con_taxonomy"
"Hengill","August 2008",5,21.3,"Simulium aureum","Diploneis",0.124740826,3176,1.28e-05,86077.76961,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Epithemia",0.124740826,3176,1.2505e-06,4722693.786,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Eukiefferiella minor",0.124740826,3176,0.043053618,52,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Filamentous algae",0.124740826,3176,NA,NA,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","FPOM",0.124740826,3176,NA,NA,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Fragilaria",0.124740826,3176,1.96333333333333e-07,41428200.7719333,"stream","group"
"Hengill","August 2008",5,21.3,"Simulium aureum","Gomphonema",0.124740826,3176,2.4125e-07,5685958.948,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Green algae",0.124740826,3176,NA,NA,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Melosira",0.124740826,3176,2.93e-06,7255482.531,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Meridion",0.124740826,3176,2.63e-07,216954.0082,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Micropsectra atrofasciata",0.124740826,3176,0.008102976,128,"regional","group"
"Hengill","August 2008",5,21.3,"Simulium aureum","Navicula",0.124740826,3176,3.52e-07,3832772.91646,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Nitzschia",0.124740826,3176,1.253e-07,5765899.581125,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Opephora",0.124740826,3176,5.76e-08,1634698.164,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Orthocladius sp.",0.124740826,3176,0.036263986,200,"regional","group"
"Hengill","August 2008",5,21.3,"Simulium aureum","Rhoicosphenia",0.124740826,3176,4.03e-08,36554841.73,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Rhopalodia",0.124740826,3176,9.28e-06,5055610.382,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Stauroneis",0.124740826,3176,3.62e-07,817349.0822,"literature","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Synedra",0.124740826,3176,1.06e-05,15425064.46,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium aureum","Thienemanniella sp.",0.124740826,3176,0.013283728,24,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Achnanthes",0.059935022,2776,2.354e-07,4850775.11578,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Amphora",0.059935022,2776,1.69e-08,5966660.164,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Aulacoseira",0.059935022,2776,9.57e-06,129116.6544,"literature","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Caloneis",0.059935022,2776,6.75e-07,43038.8848,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Cocconeis",0.059935022,2776,2.01033333333333e-06,20526099.3813333,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","CPOM",0.059935022,2776,NA,NA,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Cricotopus sp. A",0.059935022,2776,0.028153403,656,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Cyclotella",0.059935022,2776,1.49e-06,1034303.09,"regional","group"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Cymbella",0.059935022,2776,1.71e-07,10441729.86,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Diatoma",0.059935022,2776,1.91e-06,216954.0082,"stream","group"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Diploneis",0.059935022,2776,1.28e-05,86077.76961,"stream","group"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Epithemia",0.059935022,2776,1.2505e-06,4722693.786,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Eukiefferiella minor",0.059935022,2776,0.043053618,52,"regional","group"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Filamentous algae",0.059935022,2776,NA,NA,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","FPOM",0.059935022,2776,NA,NA,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Fragilaria",0.059935022,2776,1.96333333333333e-07,41428200.7719333,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Gomphonema",0.059935022,2776,2.4125e-07,5685958.948,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Green algae",0.059935022,2776,NA,NA,"stream","group"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Melosira",0.059935022,2776,2.93e-06,7255482.531,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Meridion",0.059935022,2776,2.63e-07,216954.0082,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Micropsectra atrofasciata",0.059935022,2776,0.008102976,128,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Navicula",0.059935022,2776,3.52e-07,3832772.91646,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Nitzschia",0.059935022,2776,1.253e-07,5765899.581125,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Opephora",0.059935022,2776,5.76e-08,1634698.164,"regional","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Orthocladius sp.",0.059935022,2776,0.036263986,200,"regional","group"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Rhoicosphenia",0.059935022,2776,4.03e-08,36554841.73,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Rhopalodia",0.059935022,2776,9.28e-06,5055610.382,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Stauroneis",0.059935022,2776,3.62e-07,817349.0822,"literature","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Synedra",0.059935022,2776,1.06e-05,15425064.46,"stream","species"
"Hengill","August 2008",5,21.3,"Simulium vittatum","Thienemanniella sp.",0.059935022,2776,0.013283728,24,"regional","group"
"Hengill","August 2008",5,21.3,"Sperchon glandulosus","Achnanthes",0.095583475,108,2.354e-07,4850775.11578,"regional","species"
"Hengill","August 2008",5,21.3,"Sperchon glandulosus","Cocconeis",0.095583475,108,2.01033333333333e-06,20526099.3813333,"regional","species"
"Hengill","August 2008",5,21.3,"Sperchon glandulosus","FPOM",0.095583475,108,NA,NA,"regional","species"
"Hengill","August 2008",5,21.3,"Sperchon glandulosus","Green algae",0.095583475,108,NA,NA,"regional","species"
"Hengill","August 2008",5,21.3,"Sperchon glandulosus","Meridion",0.095583475,108,2.63e-07,216954.0082,"regional","species"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Achnanthes",0.013283728,24,2.354e-07,4850775.11578,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Amphora",0.013283728,24,1.69e-08,5966660.164,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Cocconeis",0.013283728,24,2.01033333333333e-06,20526099.3813333,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","CPOM",0.013283728,24,NA,NA,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Cymbella",0.013283728,24,1.71e-07,10441729.86,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Diatoma",0.013283728,24,1.91e-06,216954.0082,"regional","species"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Diploneis",0.013283728,24,1.28e-05,86077.76961,"regional","species"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Epithemia",0.013283728,24,1.2505e-06,4722693.786,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Filamentous algae",0.013283728,24,NA,NA,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","FPOM",0.013283728,24,NA,NA,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Fragilaria",0.013283728,24,1.96333333333333e-07,41428200.7719333,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Gomphonema",0.013283728,24,2.4125e-07,5685958.948,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Melosira",0.013283728,24,2.93e-06,7255482.531,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Meridion",0.013283728,24,2.63e-07,216954.0082,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Navicula",0.013283728,24,3.52e-07,3832772.91646,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Nitzschia",0.013283728,24,1.253e-07,5765899.581125,"regional","species"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Rhoicosphenia",0.013283728,24,4.03e-08,36554841.73,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Rhopalodia",0.013283728,24,9.28e-06,5055610.382,"stream","group"
"Hengill","August 2008",5,21.3,"Thienemanniella sp.","Synedra",0.013283728,24,1.06e-05,15425064.46,"stream","group"
"Hengill","August 2008",5,21.3,"Turbellaria indet.","CPOM",0.10913199,4,NA,NA,"literature","species"
"Hengill","August 2008",5,21.3,"Turbellaria indet.","Cricotopus sp. A",0.10913199,4,0.028153403,656,"literature","species"
"Hengill","August 2008",5,21.3,"Turbellaria indet.","Eukiefferiella minor",0.10913199,4,0.043053618,52,"literature","species"
"Hengill","August 2008",5,21.3,"Turbellaria indet.","Micropsectra atrofasciata",0.10913199,4,0.008102976,128,"literature","species"
"Hengill","August 2008",5,21.3,"Turbellaria indet.","Oligochaeta indet.",0.10913199,4,0.015376087,6408,"literature","species"
"Hengill","August 2008",5,21.3,"Turbellaria indet.","Orthocladius sp.",0.10913199,4,0.036263986,200,"literature","species"
"Hengill","August 2008",5,21.3,"Turbellaria indet.","Thienemanniella sp.",0.10913199,4,0.013283728,24,"literature","species"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Achnanthes",0.013121482,424,1.3e-07,6710651.996,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Amphora",0.013121482,424,4.88e-08,2408900.5345,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Cocconeis",0.013121482,424,9.945e-07,29275694.46,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","CPOM",0.013121482,424,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Cymbella",0.013121482,424,6.67e-07,821226.0815,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Diatoma",0.013121482,424,1.07e-08,23278632.62,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Diploneis",0.013121482,424,8.74e-06,65207.01803,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Epithemia",0.013121482,424,7.07e-06,6597941.349,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Filamentous algae",0.013121482,424,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","FPOM",0.013121482,424,NA,NA,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Fragilaria",0.013121482,424,1.0465e-07,105680997.106,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Gomphonema",0.013121482,424,3.15933333333333e-07,10352028.8946,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Macrophytes",0.013121482,424,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Melosira",0.013121482,424,3.69e-07,410613.0408,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Meridion",0.013121482,424,3.98e-08,2764735.865,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Navicula",0.013121482,424,1.113e-07,3370969.9605,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Nitzschia",0.013121482,424,3.635e-08,54994183.7625,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Pinnularia",0.013121482,424,6.84e-07,130414.0361,"regional","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Rhoicosphenia",0.013121482,424,8.82e-08,1718088.489,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Rhopalodia",0.013121482,424,1.71e-06,2549743.879,"stream","group"
"Hengill","August 2008",6,21,"Chaetocladius sp.","Synedra",0.013121482,424,5.04e-06,2829942.883,"stream","group"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Achnanthes",0.008746389,464,1.3e-07,6710651.996,"stream","species"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Cocconeis",0.008746389,464,9.945e-07,29275694.46,"stream","species"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Diatoma",0.008746389,464,1.07e-08,23278632.62,"stream","species"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Epithemia",0.008746389,464,7.07e-06,6597941.349,"stream","species"
"Hengill","August 2008",6,21,"Eukiefferiella minor","FPOM",0.008746389,464,NA,NA,"stream","species"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Fragilaria",0.008746389,464,1.0465e-07,105680997.106,"stream","group"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Gomphonema",0.008746389,464,3.15933333333333e-07,10352028.8946,"stream","group"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Meridion",0.008746389,464,3.98e-08,2764735.865,"stream","species"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Rhoicosphenia",0.008746389,464,8.82e-08,1718088.489,"stream","group"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Rhopalodia",0.008746389,464,1.71e-06,2549743.879,"stream","group"
"Hengill","August 2008",6,21,"Eukiefferiella minor","Synedra",0.008746389,464,5.04e-06,2829942.883,"stream","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Chaetocladius sp.",0.314774669,120,0.013121482,424,"literature","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Diatoma",0.314774669,120,1.07e-08,23278632.62,"regional","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Eukiefferiella minor",0.314774669,120,0.008746389,464,"regional","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Micropsectra atrofasciata",0.314774669,120,0.053230185,212,"literature","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Oligochaeta indet.",0.314774669,120,0.052717591,20076,"literature","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Procladius islandicus",0.314774669,120,0.534709769,4,"literature","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Simulium aureum",0.314774669,120,0.236530612,896,"literature","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Simulium vittatum",0.314774669,120,0.163208059,848,"regional","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Synedra",0.314774669,120,5.04e-06,2829942.883,"regional","species"
"Hengill","August 2008",6,21,"Limnophora riparia","Thienemanniella sp.",0.314774669,120,0.022324188,12,"literature","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Achnanthes",0.267722293,4,1.3e-07,6710651.996,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Amphora",0.267722293,4,4.88e-08,2408900.5345,"regional","group"
"Hengill","August 2008",6,21,"Limoniinae indet.","Aulacoseira",0.267722293,4,1.92e-06,1642452.163,"literature","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Chaetocladius sp.",0.267722293,4,0.013121482,424,"literature","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Cocconeis",0.267722293,4,9.945e-07,29275694.46,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","CPOM",0.267722293,4,NA,NA,"literature","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Cymbella",0.267722293,4,6.67e-07,821226.0815,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Diatoma",0.267722293,4,1.07e-08,23278632.62,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Diploneis",0.267722293,4,8.74e-06,65207.01803,"regional","group"
"Hengill","August 2008",6,21,"Limoniinae indet.","Epithemia",0.267722293,4,7.07e-06,6597941.349,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Eukiefferiella minor",0.267722293,4,0.008746389,464,"regional","group"
"Hengill","August 2008",6,21,"Limoniinae indet.","Filamentous algae",0.267722293,4,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","FPOM",0.267722293,4,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Fragilaria",0.267722293,4,1.0465e-07,105680997.106,"regional","group"
"Hengill","August 2008",6,21,"Limoniinae indet.","Gomphonema",0.267722293,4,3.15933333333333e-07,10352028.8946,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Green algae",0.267722293,4,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Macrophytes",0.267722293,4,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Melosira",0.267722293,4,3.69e-07,410613.0408,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Meridion",0.267722293,4,3.98e-08,2764735.865,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Micropsectra atrofasciata",0.267722293,4,0.053230185,212,"literature","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Navicula",0.267722293,4,1.113e-07,3370969.9605,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Nitzschia",0.267722293,4,3.635e-08,54994183.7625,"regional","group"
"Hengill","August 2008",6,21,"Limoniinae indet.","Oligochaeta indet.",0.267722293,4,0.052717591,20076,"literature","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Pinnularia",0.267722293,4,6.84e-07,130414.0361,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Procladius islandicus",0.267722293,4,0.534709769,4,"literature","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Rhoicosphenia",0.267722293,4,8.82e-08,1718088.489,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Rhopalodia",0.267722293,4,1.71e-06,2549743.879,"regional","group"
"Hengill","August 2008",6,21,"Limoniinae indet.","Synedra",0.267722293,4,5.04e-06,2829942.883,"regional","species"
"Hengill","August 2008",6,21,"Limoniinae indet.","Terrestrial",0.267722293,4,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Limoniinae indet.","Thienemanniella sp.",0.267722293,4,0.022324188,12,"regional","group"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Achnanthes",0.053230185,212,1.3e-07,6710651.996,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Amphora",0.053230185,212,4.88e-08,2408900.5345,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Aulacoseira",0.053230185,212,1.92e-06,1642452.163,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Cocconeis",0.053230185,212,9.945e-07,29275694.46,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","CPOM",0.053230185,212,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Cymbella",0.053230185,212,6.67e-07,821226.0815,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Diatoma",0.053230185,212,1.07e-08,23278632.62,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Epithemia",0.053230185,212,7.07e-06,6597941.349,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Filamentous algae",0.053230185,212,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","FPOM",0.053230185,212,NA,NA,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Fragilaria",0.053230185,212,1.0465e-07,105680997.106,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Gomphonema",0.053230185,212,3.15933333333333e-07,10352028.8946,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Macrophytes",0.053230185,212,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Melosira",0.053230185,212,3.69e-07,410613.0408,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Meridion",0.053230185,212,3.98e-08,2764735.865,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Navicula",0.053230185,212,1.113e-07,3370969.9605,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Nitzschia",0.053230185,212,3.635e-08,54994183.7625,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Pinnularia",0.053230185,212,6.84e-07,130414.0361,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Rhoicosphenia",0.053230185,212,8.82e-08,1718088.489,"regional","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Rhopalodia",0.053230185,212,1.71e-06,2549743.879,"stream","species"
"Hengill","August 2008",6,21,"Micropsectra atrofasciata","Synedra",0.053230185,212,5.04e-06,2829942.883,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Achnanthes",0.052717591,20076,1.3e-07,6710651.996,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Amphora",0.052717591,20076,4.88e-08,2408900.5345,"literature","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Aulacoseira",0.052717591,20076,1.92e-06,1642452.163,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Cocconeis",0.052717591,20076,9.945e-07,29275694.46,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","CPOM",0.052717591,20076,NA,NA,"literature","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Cymbella",0.052717591,20076,6.67e-07,821226.0815,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Diatoma",0.052717591,20076,1.07e-08,23278632.62,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Diploneis",0.052717591,20076,8.74e-06,65207.01803,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Epithemia",0.052717591,20076,7.07e-06,6597941.349,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Filamentous algae",0.052717591,20076,NA,NA,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","FPOM",0.052717591,20076,NA,NA,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Fragilaria",0.052717591,20076,1.0465e-07,105680997.106,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Gomphonema",0.052717591,20076,3.15933333333333e-07,10352028.8946,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Macrophytes",0.052717591,20076,NA,NA,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Melosira",0.052717591,20076,3.69e-07,410613.0408,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Meridion",0.052717591,20076,3.98e-08,2764735.865,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Navicula",0.052717591,20076,1.113e-07,3370969.9605,"stream","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Nitzschia",0.052717591,20076,3.635e-08,54994183.7625,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Pinnularia",0.052717591,20076,6.84e-07,130414.0361,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Rhoicosphenia",0.052717591,20076,8.82e-08,1718088.489,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Rhopalodia",0.052717591,20076,1.71e-06,2549743.879,"regional","species"
"Hengill","August 2008",6,21,"Oligochaeta indet.","Synedra",0.052717591,20076,5.04e-06,2829942.883,"stream","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Achnanthes",0.534709769,4,1.3e-07,6710651.996,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Amphora",0.534709769,4,4.88e-08,2408900.5345,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Aulacoseira",0.534709769,4,1.92e-06,1642452.163,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Chaetocladius sp.",0.534709769,4,0.013121482,424,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Cocconeis",0.534709769,4,9.945e-07,29275694.46,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","CPOM",0.534709769,4,NA,NA,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Cymbella",0.534709769,4,6.67e-07,821226.0815,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Diatoma",0.534709769,4,1.07e-08,23278632.62,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Diploneis",0.534709769,4,8.74e-06,65207.01803,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Epithemia",0.534709769,4,7.07e-06,6597941.349,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Eukiefferiella minor",0.534709769,4,0.008746389,464,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Filamentous algae",0.534709769,4,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","FPOM",0.534709769,4,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Fragilaria",0.534709769,4,1.0465e-07,105680997.106,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Gomphonema",0.534709769,4,3.15933333333333e-07,10352028.8946,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Green algae",0.534709769,4,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Macrophytes",0.534709769,4,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Melosira",0.534709769,4,3.69e-07,410613.0408,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Meridion",0.534709769,4,3.98e-08,2764735.865,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Micropsectra atrofasciata",0.534709769,4,0.053230185,212,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Navicula",0.534709769,4,1.113e-07,3370969.9605,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Nitzschia",0.534709769,4,3.635e-08,54994183.7625,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Oligochaeta indet.",0.534709769,4,0.052717591,20076,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Pinnularia",0.534709769,4,6.84e-07,130414.0361,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Rhoicosphenia",0.534709769,4,8.82e-08,1718088.489,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Rhopalodia",0.534709769,4,1.71e-06,2549743.879,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Simulium aureum",0.534709769,4,0.236530612,896,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Simulium vittatum",0.534709769,4,0.163208059,848,"literature","species"
"Hengill","August 2008",6,21,"Procladius islandicus","Synedra",0.534709769,4,5.04e-06,2829942.883,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Terrestrial",0.534709769,4,NA,NA,"regional","group"
"Hengill","August 2008",6,21,"Procladius islandicus","Thienemanniella sp.",0.534709769,4,0.022324188,12,"literature","species"
"Hengill","August 2008",6,21,"Radix balthica","Achnanthes",0.306518497,4988,1.3e-07,6710651.996,"stream","species"
"Hengill","August 2008",6,21,"Radix balthica","Amphora",0.306518497,4988,4.88e-08,2408900.5345,"stream","species"
