"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Capnia vidua","Achnanthes","plant",4.38584543652765e-06,5.40421187843686e-06,4.70556871340617e-06,5.59436085524557e-06
"Capnia vidua","Amphora","plant",5.34610584592012e-09,6.58743887216786e-09,5.73583104356645e-09,6.81922008088223e-09
"Capnia vidua","Cocconeis","plant",2.73244664818443e-07,3.36690402044911e-07,2.93163898382336e-07,3.48536964853745e-07
"Capnia vidua","CPOM","detritus",1.01882904704345e-07,1.25539491024286e-07,1.09310055665634e-07,1.29956639408605e-07
"Capnia vidua","Cymbella","plant",3.01602947129873e-08,3.71633303781281e-08,3.23589468079624e-08,3.84709344109014e-08
"Capnia vidua","Diatoma","plant",3.34841636717647e-06,4.12589813465338e-06,3.59251221340741e-06,4.27106922090402e-06
"Capnia vidua","Filamentous algae","plant",1.01882904704345e-07,1.25539491024286e-07,1.09310055665634e-07,1.29956639408605e-07
"Capnia vidua","FPOM","detritus",1.01882904704345e-07,1.25539491024286e-07,1.09310055665634e-07,1.29956639408605e-07
"Capnia vidua","Fragilaria","plant",2.58280109861056e-06,3.18251169101886e-06,2.77108443935387e-06,3.29448941419874e-06
"Capnia vidua","Gomphonema","plant",7.54625614226574e-09,9.29845058882128e-09,8.09636986079205e-09,9.62561963865545e-09
"Capnia vidua","Melosira","plant",6.29178911428509e-09,7.75270400202689e-09,6.75045357525627e-09,8.02548544854423e-09
"Capnia vidua","Meridion","plant",5.66597357616936e-06,6.98157792981559e-06,6.07901677723443e-06,7.22722705122804e-06
"Capnia vidua","Navicula","plant",1.51108079621534e-07,1.86194449995257e-07,1.621236913385e-07,1.92745763110001e-07
"Capnia vidua","Nitzschia","plant",9.89221862777022e-08,1.21891311916854e-07,1.06133504143417e-07,1.26180097916408e-07
"Capnia vidua","Opephora","plant",5.23474498222747e-09,6.45022069814181e-09,5.61635209619504e-09,6.67717384015977e-09
"Capnia vidua","Pinnularia","plant",2.07745289511833e-08,2.55982473052679e-08,2.22889691128363e-08,2.64989300769065e-08
