"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS10","Hengill","August 2008",5.1,3.4,"mg","m^-2","mg m^-2",-0.721723690749393,-0.424094295660181,-2.11976548833174,-0.978093397050933,-0.676806815157719
