ExperimentID	Seed	TestTP	TestFP	TestFN	TestTN	Precision	Recall	F1Score	TestMCC	TestTSS	ROC_AUC	PR_AUC
21	1314098572	284	8	24	608	0.972602739726	0.922077922078	0.946666666667	0.921771050346	0.909090909091	0.989935592005	0.652216165601
