Score,Label
0.9976934,1
0.999999,1
1,1
0.992489,1
0.01415692,1
0.5790229,1
0.9999992,1
0.9934261,1
0.01311853,1
0.002327376,1
0.001956973,1
0.6576745,1
0.02494565,1
0.2025873,1
0.9813803,1
0.998771,1
0.02728141,1
0.9883144,1
0.09290615,1
0.07583024,1
0.9920918,1
0.2468881,1
0.04470351,1
0.2025873,1
0.0971467,1
0.999999,1
0.9010161,1
0.9010161,1
0.09290615,1
0.795733,1
0.724514,1
1,1
0.9518095,1
0.6827005,1
0.995114,1
0.942256,1
0.0001911437,1
0.9993037,1
0.9999402,1
0.9999996,1
0.9923152,1
0.9998581,1
0.999998,1
0.998001,1
0.9653744,1
0.999999,1
0.9999802,1
0.9999715,1
0.9940425,1
0.4807372,1
0.9432723,1
0.0003202143,1
0.9996594,1
0.9999973,1
0.4178483,1
0.002157305,1
0.3052367,1
0.9798557,1
0.9999903,1
0.9960184,1
0.9457635,1
0.8575078,1
0.003913878,1
0.5989165,1
3.092508e-07,1
0.9324569,1
0.7231956,1
0.9010161,1
0.0578645,1
0.9999961,1
0.9999996,1
0.001556727,1
0.0100328,1
0.9991447,1
0.9999828,1
1.282484e-05,1
0.9997887,1
0.9999993,1
3.186696e-06,1
0.00412742,1
0.554176,1
0.9993395,1
0.1038085,1
0.9324569,1
0.07678594,1
9.57143e-09,1
0.9981534,1
0.9953415,1
0.6339029,1
0.999873,1
0.554176,1
0.9993379,1
0.7058651,1
0.9997944,1
0.795733,1
0.8696473,1
6.02185e-08,1
1,1
0.9998598,1
0.9969503,1
0.9244031,1
0.0005081189,1
1.229275e-08,1
0.02386269,1
0.0001052328,1
0.00932086,1
0.9845931,1
0.9998791,1
0.9999881,1
0.998694,1
0.3280625,1
0.999994,1
0.9252383,1
0.999832,1
0.9999993,1
0.9244031,1
0.998694,1
0.9999064,1
0.9999946,1
0.9998432,1
0.9998885,1
0.9252383,1
2.363032e-06,1
0.9643313,1
0.9252383,1
5.71664e-08,1
0.9986255,1
0.9999275,1
0.2782415,1
0.9999967,1
0.9809838,1
0.9995436,1
0.9862888,1
0.00668273,1
0.0016174,1
6.684858e-06,1
3.931907e-09,1
8.886434e-06,1
0.9993159,1
0.01353873,1
1.040884e-05,1
0.9998802,1
0.8929064,1
0.901748,1
7.463993e-10,1
0.009722354,1
0.9904711,1
0.9996301,1
0.07690708,1
0.2128513,1
5.910307e-06,1
0.5425938,1
0.9973628,1
0.03707613,1
0.9998378,1
7.8937e-11,1
0.9977338,1
0.9999226,1
0.01097783,1
0.9999892,1
0.9926843,1
0.9999975,1
0.1958393,1
0.9450402,1
3.882115e-05,1
0.833102,1
0.2597525,1
0.04232098,1
0.002838211,1
1,1
0.9047884,1
6.961394e-08,1
0.9993106,1
0.9967582,1
0.9999995,1
0.999915,1
2.449963e-05,1
0.8098634,1
1.989711e-05,1
0.06942684,1
0.000409812,1
0.09290615,1
0.01761378,1
0.9999999,1
0.3127172,1
4.780829e-07,1
0.002223577,1
0.2934747,1
0.9945358,1
0.9989692,1
0.9999993,1
9.145307e-06,1
0.6949486,1
6.089975e-05,1
0.4827531,1
6.665294e-05,1
0.9870738,1
0.999861,1
0.2209116,1
0.9819123,1
0.9999985,1
0.9754049,1
0.4844231,1
0.9999473,1
0.01931982,1
0.998097,1
0.998979,1
0.8606647,1
0.9549342,1
0.9993782,1
0.1638222,1
0.9912821,1
0.9979359,1
0.9999993,1
0.9999998,1
0.8139019,1
0.9699419,1
0.0005106036,1
0.205746,1
0.9999657,1
0.9999999,1
0.99762,1
0.9068084,1
3.611178e-09,1
1.286397e-10,1
0.004522995,1
0.9976781,1
0.9998814,1
0.992686,1
0.9998931,1
0.9995244,1
0.1538331,1
0.9999315,1
1.185637e-08,1
0.967796,1
0.550115,1
0.002284361,1
0.9996195,1
0.9389496,1
0.04179282,1
0.1530247,1
0.7657565,1
0.99993,1
0.2462802,1
0.1229355,1
0.0006392319,1
0.9998527,1
8.882588e-06,1
1.052645e-10,1
1,1
0.7254297,1
1.502288e-09,1
0.0006666165,1
0.5734091,1
0.004610857,1
0.9998993,1
7.00793e-05,1
0.9982775,1
0.003917353,1
0.5536712,1
1.57484e-10,1
0.999967,1
0.9997397,1
0.9994305,1
0.01491032,1
0.9999821,1
0.9969193,1
0.001118119,1
0.3980369,1
0.0001375846,1
0.9999419,1
0.0619713,1
0.999995,1
0.0006666165,1
8.596645e-13,1
0.2830392,1
0.8946295,1
0.3489859,1
0.9998035,1
8.755575e-05,1
0.992539,1
0.9993259,1
0.0006584373,1
0.0001391353,1
3.94672e-11,1
0.563351,1
0.192011,1
0.9998944,1
0.833102,1
0.5046011,1
0.00794638,1
0.9998218,1
0.9928745,1
1.307036e-07,1
0.3297945,1
0.3291088,1
0.9999958,1
0.9999999,1
0.7537966,1
7.977905e-06,1
0.554176,1
0.9771179,1
0.16976,1
0.999925,1
0.02980014,1
0.6793848,1
0.962,1
0.157662,1
0.9941857,1
0.3980369,1
0.146408,1
0.563351,1
0.05020074,1
6.511195e-09,1
0.9257588,1
0.795733,1
3.88139e-07,1
1.017888e-05,1
0.9882239,1
0.04196958,1
0.9892629,1
0.9999877,1
0.9870073,1
0.9974113,1
0.9954609,1
0.9999388,1
0.9992151,1
0.1577013,1
0.9999838,1
2.769465e-05,1
0.111968,1
0.05405223,1
0.9909759,1
0.002974252,1
0.9912729,1
0.0005501953,1
2.11346e-13,1
0.9009821,1
5.913773e-05,1
0.4936625,1
0.2958306,1
0.9999347,1
0.7058651,1
0.8710858,1
0.9996606,1
0.9999808,1
0.0001331907,1
0.9999982,1
0.9605564,1
0.8760608,1
0.9983672,1
0.9803784,1
0.9995098,1
0.03885181,1
0.7058651,1
0.9984871,1
0.9994855,1
1,1
0.9999919,1
0.9969591,1
0.9979081,1
0.0002196034,1
0.07502057,1
0.9909759,1
0.795733,1
0.1107834,1
0.9934505,1
0.999617,1
0.999222,1
0.9451553,1
0.9194318,1
0.999997,1
0.998369,1
0.9986655,1
3.600609e-06,1
0.9999933,1
0.1144942,1
7.627252e-06,1
0.9999226,1
3.092508e-07,1
1.338398e-08,1
0.0001331907,1
0.15248,1
0.2934747,1
0.9974911,1
0.9977998,1
6.726462e-07,1
0.009792851,1
0.07312208,1
0.8349297,1
0.9876004,1
0.9298068,1
0.998307,1
0.9698307,1
0.9954135,1
6.320726e-06,1
0.9819123,1
0.9996606,1
0.08637144,1
0.9999955,1
0.9869005,1
3.700975e-14,1
0.999606,1
4.316704e-05,1
1.563517e-06,1
0.01857379,1
0.6445522,1
0.9996667,1
0.9990237,1
0.5400027,1
0.9963409,1
0.6089318,1
0.9988639,1
0.9901283,1
0.9999042,1
0.9324569,1
0.9709236,1
0.9175979,1
0.2274893,1
0.001190551,1
6.572517e-07,1
0.9999993,1
0.9995276,1
0.9010161,1
0.197555,1
0.9271011,1
0.9271011,1
0.9887248,1
0.9890001,1
0.9890001,1
0.7877272,1
0.0002426702,1
0.9899583,1
5.725995e-05,1
0.1434189,1
0.7788888,1
0.9445683,1
0.001013826,1
0.0001004502,1
0.7620917,1
0.9989884,1
0.6949486,1
0.9981913,1
0.4226228,1
0.9997887,1
0.01524864,1
0.01524864,1
0.9999993,1
0.9999709,1
1,1
0.9999696,1
0.0004911546,1
4.064715e-07,1
0.6485605,1
0.9998879,1
2.241493e-05,1
0.0100328,1
0.9976491,1
1,1
0.01201171,1
0.03885181,1
0.01524864,1
0.01524864,1
0.5024962,1
0.9960613,1
0.9991164,1
0.981957,1
0.9903189,1
0.9975915,1
0.563351,1
0.9997397,1
0.9994048,1
0.9975261,1
0.5712461,1
0.4724064,1
0.9989023,1
0.9010161,1
0.9010161,1
0.9979109,1
