Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,F1Score,F1,predictive,290,290,5800,5800,200,5600
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,PR_AUC,PR-AUC,predictive,290,290,5800,5800,127,5673
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,Precision,Precision,predictive,290,290,5800,5800,131,5669
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,154,5646
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,Recall,Recall,predictive,290,290,5800,5800,257,5543
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,TestMCC,MCC,predictive,290,290,5800,5800,175,5625
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,TestTPR,TPR,predictive,290,290,5800,5800,257,5543
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,TestTSS,TSS,predictive,290,290,5800,5800,212,5588
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,TrainConnectance,Training-graph connectance,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,66.6666666667,0.5,10,3,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,F1Score,F1,predictive,290,290,5800,5800,247,5553
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,PR_AUC,PR-AUC,predictive,290,290,5800,5800,155,5645
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,Precision,Precision,predictive,290,290,5800,5800,140,5660
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,161,5639
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,Recall,Recall,predictive,290,290,5800,5800,225,5575
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,TestMCC,MCC,predictive,290,290,5800,5800,203,5597
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,TestTPR,TPR,predictive,290,290,5800,5800,225,5575
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,TestTSS,TSS,predictive,290,290,5800,5800,229,5571
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,TrainConnectance,Training-graph connectance,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,80,0.5,10,5,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,F1Score,F1,predictive,290,290,5800,5800,173,5627
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,PR_AUC,PR-AUC,predictive,290,290,5800,5800,145,5655
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,Precision,Precision,predictive,290,290,5800,5800,127,5673
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleormass_tau1p00_thresh0p50,90,0.5,10,10,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,144,5656
