"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",1.885e-07,101585446.66975,19.1488566972479,"plant","basal",0.503883842524901,3.66940912043785,0.00485207104204636,0.00591295916341816,0.092911613069012,0.00305132607397043,0.00499788572025882,0.0584294057270358
"Amphora",4.66e-08,3684712.14253333,0.171707585842053,"plant","basal",0.503883842524901,4.15198423782574,0.00789313348927733,0.00961893912703746,0.00135531089617287,0.00472952304205381,0.00798942013124537,0.000812094983735423
"Clinocera stagnalis",0.105474111,16,1.687585776,"invertebrate","predator",0.891149389544999,NA,4.83746391461778e-05,5.89515823939384e-05,8.16363529422224e-05,4.80836021918611e-05,5.8801600981287e-05,8.11452031178272e-05
"Cocconeis",1.6515e-06,75281564.21,124.327503292815,"plant","basal",0.503883842524901,3.02591599603493,0.00227897436256507,0.00277726402263082,0.28333919256605,0.00154491411276866,0.00241207743798293,0.192075314442362
"CPOM",1,1,1,"detritus","basal",0.137826091377668,0,2.21050674162905e-05,2.69382619925543e-05,2.21050674162905e-05,2.37498306763284e-05,2.76366158773132e-05,2.37498306763284e-05
"Cricotopus sp. B",0.103310672,64,6.611883008,"invertebrate","collector gatherer",0.891149389544999,NA,4.87249769201955e-05,5.9378520279476e-05,0.000322163846963832,4.83971251844253e-05,5.92120974323305e-05,0.000319996129642951
"Cymbella",3.16e-07,156275.0395,0.049382912482,"plant","basal",0.503883842524901,3.50517342425498,0.00405324543048714,0.00493947316560183,0.000200161064361813,0.00259492933008066,0.00420212802028935,0.000128145168004348
"Diatoma",8.9e-07,2615643.963,2.32792312707,"plant","basal",0.503883842524901,3.1971622015852,0.00282633161493991,0.00344429899657221,0.00657948273118771,0.00187543056086307,0.00296835481576892,0.00436585817584699
"Dicranota exclusa",0.223967238,44,9.854558472,"invertebrate","predator",0.891149389544999,NA,3.72175530539155e-05,4.53550390056405e-05,0.000366762552754573,3.79698909649788e-05,4.56678820092325e-05,0.000374176510689848
"Diploneis",9.5e-06,914544.0238,8.6881682261,"plant","basal",0.503883842524901,2.58778824700097,0.00123928971359699,0.00151025601328637,0.0107671575126059,0.000892525865158375,0.00134069878631111,0.00775441486264141
"Epithemia",3.899e-06,7547999.1035,29.4296485045465,"plant","basal",0.503883842524901,2.80257067150523,0.00168982006549319,0.00205929322843793,0.0497308105633944,0.00118007613742675,0.00180783952411833,0.034729225933072
"Eukiefferiella minor",0.030929838,1752,54.189076176,"invertebrate","collector gatherer",0.891149389544999,NA,7.4151443796525e-05,9.03643939418561e-05,0.00401819823645028,7.06432055491504e-05,8.87616690668728e-05,0.00382809004681974
"Eunotia",3.05e-07,395378.1093,0.1205903233365,"plant","basal",0.503883842524901,3.51620503341038,0.00410355735721845,0.00500078561663916,0.000494849308536846,0.00262392184953136,0.00425240257995687,0.000316419584244694
"Filamentous algae",1,1,1,"plant","basal",0.503883842524901,0.886854147913449,2.21050674162905e-05,2.69382619925543e-05,2.21050674162905e-05,2.37498306763284e-05,2.76366158773132e-05,2.37498306763284e-05
"FPOM",1,1,1,"detritus","basal",0.137826091377668,0,2.21050674162905e-05,2.69382619925543e-05,2.21050674162905e-05,2.37498306763284e-05,2.76366158773132e-05,2.37498306763284e-05
"Fragilaria",1.729e-07,14489968.77,2.505315600333,"plant","basal",0.503883842524901,3.69758831752212,0.00500022771514027,0.00609350976752117,0.0125271484999583,0.00313511560635681,0.00514493129007838,0.00785445403745316
"Gomphonema",5.552e-08,1751440.7352,0.097239989618304,"plant","basal",0.503883842524901,4.08828192725545,0.007426176523321,0.0090498836769324,0.000722121328031427,0.00447676406532964,0.00753325598919396,0.00043532049123625
"Green algae",1,1,1,"plant","basal",0.503883842524901,0.886854147913449,2.21050674162905e-05,2.69382619925543e-05,2.21050674162905e-05,2.37498306763284e-05,2.76366158773132e-05,2.37498306763284e-05
"Limnophora riparia",0.103933605,12,1.24720326,"invertebrate","predator",0.891149389544999,NA,4.86230949635346e-05,5.92543621944017e-05,6.06428825498099e-05,4.83059725223639e-05,5.90927316617524e-05,6.02473664073626e-05
"Macrophytes",1,1,1,"plant","basal",0.503883842524901,0.886854147913449,2.21050674162905e-05,2.69382619925543e-05,2.21050674162905e-05,2.37498306763284e-05,2.76366158773132e-05,2.37498306763284e-05
"Melosira",2.58e-06,2583156.729,6.66454436082,"plant","basal",0.503883842524901,2.90787438741057,0.00195110973910087,0.00237771296229522,0.0130032574090657,0.00134322296932824,0.00207662192668266,0.00895196906556042
"Meridion",6.82e-07,32745193.11,22.33222170102,"plant","basal",0.503883842524901,3.27374535472583,0.0031008107174605,0.00377879198118676,0.0692479923952267,0.00203870470875713,0.00324579874671399,0.0455288055388777
"Mesoveliidae indet. sp. A",0.798798629,8,6.390389032,"invertebrate","collector gatherer",0.891149389544999,NA,2.39035113857671e-05,2.91299293562552e-05,0.000152752736985893,2.54833007663512e-05,2.98012236055905e-05,0.000162848205716448
"Micropsectra atrofasciata",0.038677539,144,5.569565616,"invertebrate","collector gatherer",0.891149389544999,NA,6.8598939880765e-05,8.35978547415641e-05,0.00038206629685396,6.5860683275138e-05,8.23451175380377e-05,0.000366815397015475
"Navicula",6.61416666666667e-07,2418479.56753333,1.59962269395934,"plant","basal",0.503883842524901,3.28267504434056,0.00313407462733282,0.00381932892695409,0.00501333689844373,0.00205839176625792,0.00327936042142982,0.00329265018236521
"Nitzschia",5.67e-08,5992743.10325,0.339788533954275,"plant","basal",0.503883842524901,4.08069690959955,0.00737199591526909,0.00898385667112727,0.00250491968436619,0.00444733614218632,0.00748026209932576,0.00151115382775535
"Notonectidae indet.",1.810335179,8,14.482681432,"invertebrate","detritivore",0.891149389544999,NA,1.7978110490495e-05,2.19089605746752e-05,0.000260371246983137,1.97164449822074e-05,2.26444582545592e-05,0.000285546991648864
"Oligochaeta indet.",0.017551659,628,11.022441852,"invertebrate","basal",0.891149389544999,NA,9.03220558360921e-05,0.000110070652941129,0.000995569608406423,8.43788097614974e-05,0.000107354725578837,0.000930060524137075
"Pinnularia",6.34e-08,1213440.845,0.076932149573,"plant","basal",0.503883842524901,4.04064371277238,0.0070908117871867,0.00864119263089687,0.000545511393005839,0.00429426319697921,0.00720500949606451,0.000330366898575834
"Potamophylax cingulatus",0.123031391,16,1.968502256,"invertebrate","predator",0.891149389544999,NA,4.58494985698419e-05,5.58743287881325e-05,9.02548413712027e-05,4.58170248972349e-05,5.58396421774362e-05,9.0190916873415e-05
"Radix balthica",0.266243576,88,23.429434688,"invertebrate","scraper",0.891149389544999,NA,3.5042976888984e-05,4.27049994762193e-05,0.000821037138293544,3.59658271160443e-05,4.30926864784029e-05,0.000842658997415259
"Rheocricotopus effesus",0.060198355,180,10.8357039,"invertebrate","collector gatherer",0.891149389544999,NA,5.88060619856568e-05,7.16637988334103e-05,0.000637205075201623,5.73292899231906e-05,7.09816791629238e-05,0.000621203210404947
"Rhoicosphenia",4.44e-08,1043512.547,0.0463319570868,"plant","basal",0.503883842524901,4.16974350601711,0.0080271680919896,0.00978227992016575,0.000371914407566592,0.00480179663273268,0.00812017515822067,0.000222476635527311
"Rhopalodia",2e-06,3829084.807,7.658169614,"plant","basal",0.503883842524901,2.97469922444366,0.00213200082444029,0.00259815524176096,0.0163272239307516,0.00145488437422253,0.00226193175778459,0.0111417513065544
"Scatella sp.",0.282817012,4,1.131268048,"invertebrate","detritivore",0.891149389544999,NA,3.43138428217665e-05,4.1816442831695e-05,3.88181539883585e-05,3.52911320362594e-05,4.22279558056275e-05,3.99237300503695e-05
"Simulium aureum",0.073918808,240,17.74051392,"invertebrate","filter feeder",0.891149389544999,NA,5.47487655078008e-05,6.67193888733028e-05,0.000971271236593955,5.37542987995582e-05,6.62543090856483e-05,0.000953628886113402
"Simulium vittatum",0.016352124,252,4.120735248,"invertebrate","filter feeder",0.891149389544999,NA,9.25760000431316e-05,0.000112817414053519,0.000381481186496582,8.62729318387795e-05,0.000109936300985486,0.00035550791117636
