"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Clinocera stagnalis","Cricotopus sp. B","invertebrate",4.68198727732793e-06,5.7056871868899e-06,4.65381897795881e-06,5.69117108758118e-06
"Clinocera stagnalis","Eukiefferiella minor","invertebrate",3.83722102945876e-05,4.67621579560175e-05,3.81413510796839e-05,4.66431882146795e-05
"Clinocera stagnalis","Micropsectra atrofasciata","invertebrate",3.94390453110012e-06,4.80622526643378e-06,3.92017676830734e-06,4.79399752926866e-06
"Clinocera stagnalis","Rheocricotopus effesus","invertebrate",7.67294698640449e-06,9.35060962638904e-06,7.62678413824746e-06,9.32682031346532e-06
"Clinocera stagnalis","Simulium aureum","invertebrate",1.25623608836091e-05,1.53090765277778e-05,1.24867817926821e-05,1.52701280071312e-05
"Clinocera stagnalis","Simulium vittatum","invertebrate",2.91796300403819e-06,3.55596526384866e-06,2.90040762625154e-06,3.54691837024625e-06
"Clinocera stagnalis","Thienemanniella sp.","invertebrate",2.14565593179926e-05,2.61479598990458e-05,2.13274699483509e-05,2.60814356802826e-05
"Cricotopus sp. B","Achnanthes","plant",3.20379438327402e-05,3.90429266021179e-05,3.18436250660639e-05,3.89428273672033e-05
"Cricotopus sp. B","Amphora","plant",2.87283887379749e-07,3.5009749026017e-07,2.85541433151943e-07,3.49199901529753e-07
"Cricotopus sp. B","Cocconeis","plant",0.00020801229182171,0.000253493441537091,0.00020675064119234,0.000252843528690846
"Cricotopus sp. B","CPOM","detritus",1.67309956616599e-06,2.03891685124623e-06,1.66295176623472e-06,2.03368942506109e-06
"Cricotopus sp. B","Cymbella","plant",8.26225294496475e-08,1.00687652423167e-07,8.21214015337566e-08,1.00429506893361e-07
"Cricotopus sp. B","Diatoma","plant",3.8948471739686e-06,4.74644169218884e-06,3.87122387581971e-06,4.73427264587741e-06
"Cricotopus sp. B","Diploneis","plant",1.45361704898651e-05,1.77144526026573e-05,1.44480046969374e-05,1.76690358445714e-05
"Cricotopus sp. B","Epithemia","plant",4.92387321453745e-05,6.00046062621732e-05,4.89400859603027e-05,5.98507649469612e-05
"Cricotopus sp. B","Eunotia","plant",2.01759617658115e-07,2.45873642348021e-07,2.00535891183249e-07,2.45243265334138e-07
"Cricotopus sp. B","Filamentous algae","plant",1.67309956616599e-06,2.03891685124623e-06,1.66295176623472e-06,2.03368942506109e-06
"Cricotopus sp. B","FPOM","detritus",1.67309956616599e-06,2.03891685124623e-06,1.66295176623472e-06,2.03368942506109e-06
"Cricotopus sp. B","Fragilaria","plant",4.19164244402604e-06,5.10813019520901e-06,4.16621900254917e-06,5.0950338428378e-06
"Cricotopus sp. B","Gomphonema","plant",1.6269218444437e-07,1.98264253447768e-07,1.61705412484405e-07,1.97755938579795e-07
"Cricotopus sp. B","Macrophytes","plant",1.67309956616599e-06,2.03891685124623e-06,1.66295176623472e-06,2.03368942506109e-06
"Cricotopus sp. B","Melosira","plant",1.1150446278782e-05,1.35884518031539e-05,1.10828158159753e-05,1.35536133894502e-05
"Cricotopus sp. B","Meridion","plant",3.73640304394994e-05,4.55335431519764e-05,3.71374075216566e-05,4.54168031114842e-05
"Cricotopus sp. B","Navicula","plant",2.67632803529265e-06,3.26149766634958e-06,2.66009538422883e-06,3.25313575679284e-06
"Cricotopus sp. B","Nitzschia","plant",5.68500048747077e-07,6.92800567739622e-07,5.65051942685569e-07,6.91024348259821e-07
"Cricotopus sp. B","Pinnularia","plant",1.28715146074804e-07,1.56858256166985e-07,1.27934454012654e-07,1.56456099033828e-07
"Cricotopus sp. B","Rhoicosphenia","plant",7.75179773015466e-08,9.44670080554936e-08,7.70478098706054e-08,9.42248111698095e-08
"Cricotopus sp. B","Rhopalodia","plant",1.2812880258809e-05,1.56143710756864e-05,1.27351666857264e-05,1.5574338559316e-05
"Cricotopus sp. B","Synedra","plant",0.000289132033581195,0.000352349727072549,0.000287378369848421,0.000351446364000877
"Dicranota exclusa","Achnanthes","plant",2.27801759378279e-05,2.77609805974829e-05,2.32406680597547e-05,2.79524660143887e-05
"Dicranota exclusa","Amphora","plant",2.04269585238676e-07,2.48932405436349e-07,2.08398812993912e-07,2.50649453048157e-07
"Dicranota exclusa","Cocconeis","plant",0.00014790451689621,0.000180243314847167,0.000150894347396816,0.000181486569427703
"Dicranota exclusa","CPOM","detritus",1.18963634738057e-06,1.44974611468437e-06,1.21368436910883e-06,1.45974595018021e-06
"Dicranota exclusa","Cricotopus sp. B","invertebrate",7.86573635094477e-06,9.5855517015956e-06,8.02473905718587e-06,9.65166944399333e-06
"Dicranota exclusa","Cymbella","plant",5.87477076281008e-08,7.15926855025777e-08,5.99352689804727e-08,7.20865065037031e-08
"Dicranota exclusa","Diatoma","plant",2.76938196587031e-06,3.37489750875362e-06,2.8253639118118e-06,3.39817635707128e-06
"Dicranota exclusa","Diploneis","plant",1.03357607139255e-05,1.25956381295127e-05,1.05446939722055e-05,1.26825183825338e-05
"Dicranota exclusa","Epithemia","plant",3.50105795516427e-05,4.26655185759929e-05,3.57183043783351e-05,4.29598102197387e-05
"Dicranota exclusa","Eukiefferiella minor","invertebrate",6.44652946499441e-05,7.85604026444913e-05,6.57684347312588e-05,7.91022844919227e-05
"Dicranota exclusa","Eunotia","plant",1.43458631783476e-07,1.74825352725623e-07,1.4635859049929e-07,1.76031236121378e-07
"Dicranota exclusa","Filamentous algae","plant",1.18963634738057e-06,1.44974611468437e-06,1.21368436910883e-06,1.45974595018021e-06
"Dicranota exclusa","FPOM","detritus",1.18963634738057e-06,1.44974611468437e-06,1.21368436910883e-06,1.45974595018021e-06
"Dicranota exclusa","Fragilaria","plant",2.98041449981571e-06,3.6320715576409e-06,3.04066238380866e-06,3.65712430150939e-06
"Dicranota exclusa","Gomphonema","plant",1.15680226068844e-07,1.40973297141085e-07,1.1801865545204e-07,1.41945681040885e-07
"Dicranota exclusa","Green algae","plant",1.18963634738057e-06,1.44974611468437e-06,1.21368436910883e-06,1.45974595018021e-06
"Dicranota exclusa","Macrophytes","plant",1.18963634738057e-06,1.44974611468437e-06,1.21368436910883e-06,1.45974595018021e-06
"Dicranota exclusa","Melosira","plant",7.92838421036168e-06,9.66189729324041e-06,8.08865331795962e-06,9.72854164050333e-06
"Dicranota exclusa","Meridion","plant",2.65672226532945e-05,3.23760516433237e-05,2.7104268406001e-05,3.25993701865905e-05
"Dicranota exclusa","Micropsectra atrofasciata","invertebrate",6.62575769591465e-06,8.07445611227565e-06,6.75969473086518e-06,8.13015085221893e-06
"Dicranota exclusa","Navicula","plant",1.90296929882885e-06,2.31904678552849e-06,1.9414370601302e-06,2.3350427493235e-06
"Dicranota exclusa","Nitzschia","plant",4.04224790415162e-07,4.92607106914508e-07,4.12396032462708e-07,4.96004936357423e-07
"Dicranota exclusa","Oligochaeta indet.","invertebrate",1.3112697464028e-05,1.59797422492714e-05,1.33777653851834e-05,1.60899648545538e-05
"Dicranota exclusa","Pinnularia","plant",9.15212814141594e-08,1.11532084937773e-07,9.33713474186925e-08,1.12301393777845e-07
"Dicranota exclusa","Rheocricotopus effesus","invertebrate",1.28905472088934e-05,1.57090196288953e-05,1.31511244517216e-05,1.58173748853769e-05
"Dicranota exclusa","Rhoicosphenia","plant",5.5118180195734e-08,6.71695747723112e-08,5.62323721064702e-08,6.76328867213794e-08
"Dicranota exclusa","Rhopalodia","plant",9.11043692721983e-06,1.11024016434904e-05,9.29460075649599e-06,1.11789820798296e-05
"Dicranota exclusa","Synedra","plant",0.000205583686288592,0.000250533830019259,0.000209739478069609,0.000252261923690943
"Dicranota exclusa","Terrestrial","detritus",1.18963634738057e-06,1.44974611468437e-06,1.21368436910883e-06,1.45974595018021e-06
"Dicranota exclusa","Thienemanniella sp.","invertebrate",3.60470092285379e-05,4.39285599251673e-05,3.67756850655493e-05,4.4231563581029e-05
"Eukiefferiella minor","Achnanthes","plant",0.000418298221432504,0.000509757643700472,0.000399572308240923,0.000501191692936221
"Eukiefferiella minor","Amphora","plant",3.75087551699746e-06,4.57099114313814e-06,3.58296046088467e-06,4.49418035754264e-06
"Eukiefferiella minor","Cocconeis","plant",0.00271587877672105,0.00330969603709117,0.00259429731257433,0.00325408001318508
"Eukiefferiella minor","CPOM","detritus",2.18445533352716e-05,2.66207874318541e-05,2.08666404766793e-05,2.61734525909452e-05
"Eukiefferiella minor","Cymbella","plant",1.0787476655641e-06,1.31461201594918e-06,1.03045548045321e-06,1.29252131865042e-06
"Eukiefferiella minor","Diatoma","plant",5.08524409096929e-05,6.19711467234276e-05,4.85759349499166e-05,6.09297856017316e-05
"Eukiefferiella minor","Diploneis","plant",0.000189789154200854,0.000231285879519197,0.000181292882774937,0.000227399359167985
"Eukiefferiella minor","Epithemia","plant",0.000642877526395862,0.000783440417033715,0.000614097894699413,0.00077027550990193
"Eukiefferiella minor","Eunotia","plant",2.63424174984182e-06,3.21020936387952e-06,2.51631492202925e-06,3.15626511077464e-06
"Eukiefferiella minor","Filamentous algae","plant",2.18445533352716e-05,2.66207874318541e-05,2.08666404766793e-05,2.61734525909452e-05
"Eukiefferiella minor","FPOM","detritus",2.18445533352716e-05,2.66207874318541e-05,2.08666404766793e-05,2.61734525909452e-05
"Eukiefferiella minor","Fragilaria","plant",5.47275002531622e-05,6.66934740461727e-05,5.22775199127646e-05,6.55727590906712e-05
"Eukiefferiella minor","Gomphonema","plant",2.1241641395383e-06,2.58860509350457e-06,2.02907190332117e-06,2.54510625821869e-06
"Eukiefferiella minor","Macrophytes","plant",2.18445533352716e-05,2.66207874318541e-05,2.08666404766793e-05,2.61734525909452e-05
"Eukiefferiella minor","Melosira","plant",0.000145583994745216,0.000177415418759551,0.000139066651118111,0.000174434135868174
"Eukiefferiella minor","Meridion","plant",0.000487837408043041,0.000594501326783893,0.000465998441280679,0.000584511345942125
"Eukiefferiella minor","Navicula","plant",3.49430432545056e-05,4.25832157070613e-05,3.33787516531866e-05,4.18676487437448e-05
"Eukiefferiella minor","Nitzschia","plant",7.42252875267791e-06,9.04543833417809e-06,7.09024517612178e-06,8.893439084399e-06
"Eukiefferiella minor","Rhoicosphenia","plant",1.01210090771012e-06,1.23339318090949e-06,9.66792291111188e-07,1.21266728225707e-06
"Eukiefferiella minor","Rhopalodia","plant",0.000167289294583579,0.000203866505411378,0.000159800272044768,0.000200440739325446
"Eukiefferiella minor","Synedra","plant",0.00377500553835737,0.00460039710807088,0.00360601025607544,0.00452309218560288
"Limnophora riparia","Cricotopus sp. B","invertebrate",1.8792870669556e-06,2.29018651766521e-06,1.86703025560329e-06,2.28393948279709e-06
"Limnophora riparia","Diatoma","plant",6.61662618693676e-07,8.06332803125236e-07,6.57347219498521e-07,8.04133336357976e-07
"Limnophora riparia","Eukiefferiella minor","invertebrate",1.54020919463657e-05,1.87697047138993e-05,1.53016386740919e-05,1.87185058272988e-05
"Limnophora riparia","Micropsectra atrofasciata","invertebrate",1.58303052519913e-06,1.92915453397795e-06,1.57270591495012e-06,1.92389230072891e-06
"Limnophora riparia","Oligochaeta indet.","invertebrate",3.13289457688084e-06,3.81789086265683e-06,3.11246166990739e-06,3.80747664654049e-06
"Limnophora riparia","Rheocricotopus effesus","invertebrate",3.07981828716447e-06,3.7532096304739e-06,3.05973154660794e-06,3.7429718479841e-06
"Limnophora riparia","Simulium aureum","invertebrate",5.04236362480446e-06,6.1448585443628e-06,5.0094770579751e-06,6.12809696390191e-06
"Limnophora riparia","Simulium vittatum","invertebrate",1.17123131920886e-06,1.42731689239191e-06,1.16359248553524e-06,1.42342354207924e-06
"Limnophora riparia","Synedra","plant",4.91181938449796e-05,5.9857712689988e-05,4.87978423422689e-05,5.96944363736636e-05
"Limnophora riparia","Thienemanniella sp.","invertebrate",8.61237590775388e-06,1.04954413489127e-05,8.5562055287561e-06,1.04668125068698e-05
"Mesoveliidae indet. sp. A","Terrestrial","detritus",0.00110830057980331,0.0013506265700524,0.00118154845783311,0.001381751528798
"Micropsectra atrofasciata","Achnanthes","plant",4.09531195132776e-05,4.99073738199978e-05,3.94012122098422e-05,4.91962674633747e-05
"Micropsectra atrofasciata","Amphora","plant",3.67226168930317e-07,4.47518868088889e-07,3.53310233334964e-07,4.41142385267842e-07
"Micropsectra atrofasciata","Cocconeis","plant",0.00026589572326111,0.000324032879928195,0.000255819677289877,0.000319415890032014
"Micropsectra atrofasciata","CPOM","detritus",2.13867178394852e-06,2.60628478290146e-06,2.05762739952537e-06,2.5691490745996e-06
"Micropsectra atrofasciata","Cymbella","plant",1.05613841534452e-07,1.28705933337191e-07,1.01611633791327e-07,1.26872063904163e-07
"Micropsectra atrofasciata","Diatoma","plant",4.97866350706581e-06,6.06723062184692e-06,4.78999841024802e-06,5.9807815476509e-06
"Micropsectra atrofasciata","Epithemia","plant",6.29403588681963e-05,7.67020450635382e-05,6.05552511213558e-05,7.56091542212472e-05
"Micropsectra atrofasciata","Filamentous algae","plant",2.13867178394852e-06,2.60628478290146e-06,2.05762739952537e-06,2.5691490745996e-06
"Micropsectra atrofasciata","FPOM","detritus",2.13867178394852e-06,2.60628478290146e-06,2.05762739952537e-06,2.5691490745996e-06
"Micropsectra atrofasciata","Fragilaria","plant",5.35804778431823e-06,6.52956592551353e-06,5.15500602370354e-06,6.43652925617547e-06
"Micropsectra atrofasciata","Gomphonema","plant",2.07964422068114e-07,2.53435105231682e-07,2.00083666968185e-07,2.4982402934194e-07
"Micropsectra atrofasciata","Macrophytes","plant",2.13867178394852e-06,2.60628478290146e-06,2.05762739952537e-06,2.5691490745996e-06
"Micropsectra atrofasciata","Melosira","plant",1.42532729773589e-05,1.73697005525769e-05,1.37131490821756e-05,1.71222079772287e-05
"Micropsectra atrofasciata","Meridion","plant",4.77612924248542e-05,5.82041295877502e-05,4.59513912642939e-05,5.73748067169287e-05
"Micropsectra atrofasciata","Navicula","plant",3.42106792053455e-06,4.16907228565006e-06,3.29142748399333e-06,4.10966916389415e-06
"Micropsectra atrofasciata","Nitzschia","plant",7.26696150077241e-07,8.85585685449423e-07,6.99158197508874e-07,8.72967397568181e-07
"Micropsectra atrofasciata","Pinnularia","plant",1.64532617570282e-07,2.00507090748009e-07,1.58297698865789e-07,1.97650160882431e-07
"Micropsectra atrofasciata","Rhoicosphenia","plant",9.90888493166527e-08,1.2075427471737e-07,9.53339043754335e-08,1.19033704673941e-07
"Micropsectra atrofasciata","Rhopalodia","plant",1.63783112701537e-05,1.99593709298465e-05,1.57576596279791e-05,1.96749793769349e-05
"Micropsectra atrofasciata","Synedra","plant",0.000369588597451352,0.000450397833225699,0.000355583138271002,0.000443980329404095
"Notonectidae indet.","Terrestrial","detritus",0.00188912886072982,0.00230218018473592,0.00207179198651448,0.00237946583134508
"Oligochaeta indet.","Achnanthes","plant",9.59026814978121e-05,0.000116871462607378,8.97167340172038e-05,0.000114043490363067
"Oligochaeta indet.","Amphora","plant",8.59958282425048e-07,1.04798511030827e-06,8.04488959904417e-07,1.02262671452641e-06
"Oligochaeta indet.","Cocconeis","plant",0.000622665944929374,0.000758809644977039,0.000582502533717725,0.000740448510728899
"Oligochaeta indet.","CPOM","detritus",5.00827193049053e-06,6.10331282202215e-06,4.68522666578304e-06,5.95562921411686e-06
"Oligochaeta indet.","Cymbella","plant",2.47323054429471e-07,3.01399362940188e-07,2.31370138394696e-07,2.94106316255975e-07
"Oligochaeta indet.","Diatoma","plant",1.16588720536444e-05,1.42080430701282e-05,1.09068475108414e-05,1.38642469837964e-05
"Oligochaeta indet.","Diploneis","plant",4.35127090541563e-05,5.30266085342416e-05,4.07060374497326e-05,5.1743508504523e-05
"Oligochaeta indet.","Epithemia","plant",0.000147391682529523,0.000179618351065404,0.000137884573938123,0.000175272074394868
"Oligochaeta indet.","Eunotia","plant",6.0394913145497e-07,7.36000466631458e-07,5.64992998531568e-07,7.18191252602658e-07
"Oligochaeta indet.","Filamentous algae","plant",5.00827193049053e-06,6.10331282202215e-06,4.68522666578304e-06,5.95562921411686e-06
"Oligochaeta indet.","FPOM","detritus",5.00827193049053e-06,6.10331282202215e-06,4.68522666578304e-06,5.95562921411686e-06
"Oligochaeta indet.","Fragilaria","plant",1.25473017981678e-05,1.52907248267245e-05,1.17379714568824e-05,1.49207307799259e-05
"Oligochaeta indet.","Gomphonema","plant",4.87004310526542e-07,5.93486075450696e-07,4.55591392340144e-07,5.79125322951191e-07
"Oligochaeta indet.","Macrophytes","plant",5.00827193049053e-06,6.10331282202215e-06,4.68522666578304e-06,5.95562921411686e-06
"Oligochaeta indet.","Melosira","plant",3.33778504518037e-05,4.06757990503281e-05,3.12249009546078e-05,3.96915550940774e-05
"Oligochaeta indet.","Meridion","plant",0.00011184583909071,0.000136300535052077,0.000104631520619798,0.000133002431978729
"Oligochaeta indet.","Navicula","plant",8.01134543753219e-06,9.76299769843964e-06,7.49459490092999e-06,9.52675964770855e-06
"Oligochaeta indet.","Nitzschia","plant",1.70175337690572e-06,2.07383571605924e-06,1.59198630000989e-06,2.02365451944002e-06
"Oligochaeta indet.","Pinnularia","plant",3.85297125258755e-07,4.69540974914617e-07,3.60444558635429e-07,4.58179357501767e-07
"Oligochaeta indet.","Rhoicosphenia","plant",2.32043040162512e-07,2.82778427757247e-07,2.17075720820991e-07,2.75935957173355e-07
"Oligochaeta indet.","Rhopalodia","plant",3.83541959167317e-05,4.67402047983466e-05,3.58802604866022e-05,4.56092186798004e-05
"Oligochaeta indet.","Synedra","plant",0.000865490540595045,0.00105472697710231,0.00080966437447052,0.00102920544643924
"Potamophylax cingulatus","Achnanthes","plant",4.12249496728283e-06,5.02386386796588e-06,4.1195751414163e-06,5.02074506879713e-06
"Potamophylax cingulatus","Cocconeis","plant",2.67660630983328e-05,3.26183678463139e-05,2.6747105587408e-05,3.25981184643245e-05
"Potamophylax cingulatus","CPOM","detritus",2.15286741786278e-07,2.62358424181425e-07,2.15134261358193e-07,2.62195552882211e-07
"Potamophylax cingulatus","Cricotopus sp. B","invertebrate",1.42345074986437e-06,1.73468320685082e-06,1.42244256711286e-06,1.73360632087506e-06
"Potamophylax cingulatus","Diatoma","plant",5.01170985155823e-07,6.10750243233581e-07,5.00816022440858e-07,6.10371091369404e-07
"Potamophylax cingulatus","Diploneis","plant",1.87044742948813e-06,2.27941412482272e-06,1.86912265387774e-06,2.27799907157595e-06
"Potamophylax cingulatus","Epithemia","plant",6.33581313845921e-06,7.72111620586606e-06,6.33132569305685e-06,7.7163229607787e-06
"Potamophylax cingulatus","Eukiefferiella minor","invertebrate",1.16661896503394e-05,1.42169606333826e-05,1.16579268768066e-05,1.42081347881426e-05
"Potamophylax cingulatus","FPOM","detritus",2.15286741786278e-07,2.62358424181425e-07,2.15134261358193e-07,2.62195552882211e-07
"Potamophylax cingulatus","Fragilaria","plant",5.39361232742023e-07,6.57290652980507e-07,5.38979221146797e-07,6.56882608973739e-07
"Potamophylax cingulatus","Gomphonema","plant",2.09344805362561e-08,2.55117304436764e-08,2.09196533410121e-08,2.54958928402317e-08
