"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS11","Hengill","August 2008",12.8,4.9,"mg","m^-2","mg m^-2",0.401308154674434,0.683178528985614,-0.996733642907911,-0.751722121957367,-0.453665936147091
