"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS3","Hengill","August 2008",23.7,16.1,"mg","m^-2","mg m^-2",1.89144435087395,2.15306155646373,0.493402553291604,0.864303997601978,1.13980127690515
