"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Chaetocladius sp.","Achnanthes","plant",0.000589587202547108,0.000708361948254862,0.000771542232548323,0.00103143730098791
"Chaetocladius sp.","Cocconeis","plant",0.000777761736161586,0.00093444500885598,0.00101779011436535,0.00136063412247161
"Chaetocladius sp.","Cymbella","plant",8.6167204264294e-07,1.03525938868141e-06,1.1275963396646e-06,1.50742872667655e-06
"Chaetocladius sp.","Diatoma","plant",0.000180508430660317,0.000216872589952041,0.000236215910019396,0.000315785566107102
"Chaetocladius sp.","Epithemia","plant",9.0884704490733e-05,0.000109193798748505,0.0001189330221286,0.000158995775172911
"Chaetocladius sp.","FPOM","detritus",5.78753701699621e-05,6.95345994493326e-05,7.57365358637094e-05,0.00010124849274864
"Chaetocladius sp.","Gomphonema","plant",1.08204719990155e-05,1.30003001984212e-05,1.41598241740669e-05,1.89295805367961e-05
"Chaetocladius sp.","Melosira","plant",4.95410498188065e-05,5.9521296284305e-05,6.48301252382351e-05,8.66682426152808e-05
"Chaetocladius sp.","Meridion","plant",2.28969127918259e-05,2.75095892247483e-05,2.99632270469067e-05,4.00563815308889e-05
"Chaetocladius sp.","Navicula","plant",0.000160003808984544,0.000192237228642076,0.000209383269288832,0.000279914313224288
"Chaetocladius sp.","Pinnularia","plant",4.48298006305313e-05,5.3860946739228e-05,5.86649172739002e-05,7.84262758187783e-05
"Chaetocladius sp.","Rhoicosphenia","plant",1.07369010195164e-05,1.28998935043821e-05,1.40504619969022e-05,1.87833795589542e-05
"Chaetocladius sp.","Rhopalodia","plant",8.82583720034064e-05,0.000106038380874015,0.000115496165931702,0.000154401209211299
"Eukiefferiella claripennis","Achnanthes","plant",0.00996060926864664,0.0119672146153481,0.0124178790606781,0.01639724989567
"Eukiefferiella claripennis","Cocconeis","plant",0.0131396691185657,0.0157867090331015,0.0163812089813905,0.0216306485148187
"Eukiefferiella claripennis","Cymbella","plant",1.4557267351469e-05,1.74898882095894e-05,1.81485269172757e-05,2.39643122345415e-05
"Eukiefferiella claripennis","Diatoma","plant",0.00304954710641019,0.00366389080403946,0.00380186654610013,0.00502019350661865
"Eukiefferiella claripennis","Epithemia","plant",0.00153542516869042,0.00184474282887135,0.00191421262869289,0.00252763154422369
"Eukiefferiella claripennis","FPOM","detritus",0.000977758584397394,0.00117473203755862,0.00121897039870899,0.00160959549898889
"Eukiefferiella claripennis","Gomphonema","plant",0.000182803312587019,0.00021962978519914,0.000227900660127527,0.000300932555168174
"Eukiefferiella claripennis","Melosira","plant",0.000836956836701797,0.00100556520373921,0.00104343303676069,0.00137780632019045
"Eukiefferiella claripennis","Meridion","plant",0.000386825224143891,0.000464752742639112,0.000482254520931649,0.000636795370158895
"Eukiefferiella claripennis","Navicula","plant",0.00270313774774118,0.00324769586775115,0.00336999843387738,0.00444993111933937
"Eukiefferiella claripennis","Pinnularia","plant",0.00075736400950184,0.000909938076998834,0.000944204759091202,0.00124677984959003
"Eukiefferiella claripennis","Rhoicosphenia","plant",0.000181391447014984,0.000217933493551425,0.000226140489092744,0.000298608328609402
"Eukiefferiella claripennis","Rhopalodia","plant",0.00149105535943608,0.00179143454064644,0.00185889684324189,0.00245458954141603
"Limnophora riparia","Chaetocladius sp.","invertebrate",6.24971407188346e-07,7.50874445182937e-07,7.04639896306922e-07,9.0796156657375e-07
"Limnophora riparia","Diatoma","plant",1.11970094929058e-06,1.3452692705604e-06,1.26243529180384e-06,1.62670710422694e-06
