Prey,Predator,PreyMass,PredatorMass
Nereis diversicolor,Calanoid copepods,0.125,6.82e-06
Corophium volutator,Acarina,0.009090909,4.35e-05
Nereis diversicolor,Acarina,0.125,4.35e-05
Fucus ceranoides,Aricia spp.,0.25,0.000125
Capitellidae,Nematodes,0.000416667,0.000130435
Littorina saxatilis,Nematodes,0.016,0.000130435
Cerastoderma edule,Manayunkia aestuarina,0.5,0.000208333
Harpacticoid copepods,Pygospio elegans,6.82e-06,0.000416667
Carcinus maenas,Bathyporeia pilosa,10,0.009090909
Clupea harengus,Corophium volutator,5,0.009090909
Corophium volutator,Bathyporeia pilosa,0.009090909,0.009090909
Salmo trutta,Bathyporeia pilosa,480,0.009090909
Cerastoderma edule,Diptera larvae/pupae,0.5,0.010526316
Ostracods,Jaera marina,6.82e-06,0.013636364
Littorina littorea,Littorina saxatilis,0.09,0.016
Fucus ceranoides,Idotea emarginata,0.25,0.022727273
Pollachius virens,Gammarus spp.,125,0.029545455
Cerastoderma edule,Nereis diversicolor,0.5,0.125
Carcinus maenas,Neomysis integer,10,0.15625
Nematodes,Fucus ceranoides,0.000130435,0.25
Diatoms,Mya arenaria,6.67e-06,0.666666667
Calanoid copepods,Nereis virens,6.82e-06,1.25
Ammodytes tobianus,Zoarces viviparus,2,1.5
Anguilla anguilla,Zoarces viviparus,90,1.5
Acarina,Gasterosteus aculeatus,4.35e-05,2
Corophium volutator,Syngnathus rostellatus,0.009090909,2
Enteromorpha,Gasterosteus aculeatus,0.0025,2
Phyllodoce,Syngnathus rostellatus,1.25,2
Retusa obtusa,Ammodytes tobianus,0.0008,2
Tubificoides benedeni,Gasterosteus aculeatus,0.011111111,2
Nematodes,Sprattus sprattus,0.000130435,3
Salmo trutta,Clupea harengus,480,5
Cerastoderma edule,Ciliata mustela,0.5,10
Littorina littorea,Carcinus maenas,0.09,10
Nematodes,Ciliata mustela,0.000130435,10
Littorina saxatilis,Agonus cataphractus,0.016,15
Zoarces viviparus,Myoxocephalus scorpius,1.5,15
Calanoid copepods,Platichthys flesus (juvenile),6.82e-06,27
Clupea harengus,Platichthys flesus (juvenile),5,27
Pollachius virens,Charadrius hiaticula,125,63
Capitellidae,Pholis gunnellus,0.000416667,85
Foraminifera,Pholis gunnellus,1.25e-05,85
Carcinus maenas,Arenaria interpres,10,110
Nereis diversicolor,Sterna paradisaea,0.125,110
Retusa obtusa,Sterna paradisaea,0.0008,110
Diatoms,Tringa totanus,6.67e-06,117
Jaera marina,Tringa totanus,0.013636364,117
Phyllodoce,Tringa totanus,1.25,117
Calanoid copepods,Platichthys flesus,6.82e-06,125
Platichthys flesus,Pollachius virens,125,125
Gammarus spp.,Sterna hirundo,0.029545455,126
Jaera marina,Sterna hirundo,0.013636364,126
Littorina littorea,Sterna hirundo,0.09,126
Jaera marina,Pluvialis apricaria,0.013636364,180
Platichthys flesus,Pluvialis apricaria,125,180
Ammodytes tobianus,Pluvialis squatarola,2,227
Carcinus maenas,Pluvialis squatarola,10,227
Nematodes,Vanellus vanellus,0.000130435,243
Pygospio elegans,Vanellus vanellus,0.000416667,243
Nematodes,Limosa lapponica,0.000130435,301
Harpacticoid copepods,Larus canus,6.82e-06,386
Chironomid larvae,Salmo trutta,0.000105263,480
Foraminifera,Salmo trutta,1.25e-05,480
Pygospio elegans,Corvus corone,0.000416667,487
Littorina saxatilis,Haematopus ostralegus,0.016,540
Corophium volutator,Anas penelope,0.009090909,710
Calanoid copepods,Numenius arquata,6.82e-06,725
Harpacticoid copepods,Larus argentatus,6.82e-06,885
Clupea harengus,Ardea cinerea,5,1097
Mytilus edulis,Ardea cinerea,0.4,1097
Retusa obtusa,Ardea cinerea,0.0008,1097
Semibalanus balanoides,Ardea cinerea,3.92e-06,1097
Pholis gunnellus,Tadorna tadorna,85,1112
Diatoms,Larus marinus,6.67e-06,1330
Crangon crangon,Phalacrocorax carbo,2.263157895,2250
Alderia modesta,Pomatoschistus microps,0.001,6204
Littorina littorea,Pomatoschistus microps,0.09,6204
Macoma balthica,Pomatoschistus microps,0.07,6204
Pleuronectes platessa,Pomatoschistus microps,27,6204
Retusa obtusa,Pomatoschistus microps,0.0008,6204
Platichthys flesus,Cygnus olor,125,10250
Littorina littorea,Lutra lutra,0.09,12000
Nereis virens,Lutra lutra,1.25,12000
Pomatoschistus microps,Lutra lutra,6204,12000
Tubifex costatus,Lutra lutra,0.000555556,12000
