"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS13","Hengill","August 2008",6.1,5.6,"mg","m^-2","mg m^-2",-0.572376084708656,-0.276866954889384,-1.970417882291,-0.646915943687733,-0.350349523457534
