"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Capnia vidua","Achnanthes","plant",5.61863446252316e-07,6.91295676251902e-07,5.08650432890897e-07,6.8880208321196e-07
"Capnia vidua","Amphora","plant",5.54971721597721e-08,6.82816357144353e-08,5.02411410309331e-08,6.80353350106662e-08
"Capnia vidua","Cocconeis","plant",8.06108688692753e-09,9.91805846775342e-09,7.29763675134244e-09,9.88228274628642e-09
"Capnia vidua","CPOM","detritus",1.61576003444994e-08,1.98797044571265e-08,1.46273448905181e-08,1.98079957883567e-08
"Capnia vidua","Cymbella","plant",2.41260436935694e-09,2.96837777963212e-09,2.18411121964462e-09,2.95767045652062e-09
"Capnia vidua","Diatoma","plant",2.8878703696063e-06,3.5531272116042e-06,2.61436568516934e-06,3.54031062155561e-06
"Capnia vidua","Eunotia","plant",2.37169542813496e-08,2.91804495521467e-08,2.14707668607519e-08,2.90751918911988e-08
"Capnia vidua","Filamentous algae","plant",1.61576003444994e-08,1.98797044571265e-08,1.46273448905181e-08,1.98079957883567e-08
"Capnia vidua","FPOM","detritus",1.61576003444994e-08,1.98797044571265e-08,1.46273448905181e-08,1.98079957883567e-08
"Capnia vidua","Fragilaria","plant",1.53527883381555e-07,1.88894939995997e-07,1.38987550914253e-07,1.88213571482009e-07
"Capnia vidua","Frustulia","plant",1.11595176713595e-06,1.37302513034513e-06,1.01026210767973e-06,1.36807245086758e-06
"Capnia vidua","Macrophytes","plant",1.61576003444994e-08,1.98797044571265e-08,1.46273448905181e-08,1.98079957883567e-08
"Capnia vidua","Meridion","plant",9.52350689405428e-07,1.17173651045069e-06,8.62155375405004e-07,1.16750990509574e-06
"Capnia vidua","Navicula","plant",1.16845819162642e-07,1.4376270624833e-07,1.05779574903827e-07,1.43244135546937e-07
"Capnia vidua","Nitzschia","plant",4.06252922967163e-09,4.99838334358879e-09,3.67777484918717e-09,4.98035352748446e-09
"Capnia vidua","Pinnularia","plant",6.00207700923602e-10,7.38473006687201e-10,5.43363176472136e-10,7.35809238906033e-10
"Capnia vidua","Synedra","plant",4.64895526127536e-08,5.71989990209287e-08,4.2086615919061e-08,5.69926748231215e-08
"Clinocera stagnalis","Cricotopus sp. A","invertebrate",1.50205382307009e-08,1.84807059493189e-08,1.49676804853611e-08,1.87368654460299e-08
"Clinocera stagnalis","Diamesa bertrami","invertebrate",1.85742594054555e-06,2.28530709769762e-06,1.8508896003795e-06,2.31698354542541e-06
"Clinocera stagnalis","Diamesa zernyi","invertebrate",3.05316003368845e-07,3.75649340470908e-07,3.04241586772956e-07,3.80856184097918e-07
"Clinocera stagnalis","Eukiefferiella minor","invertebrate",2.61501482672832e-05,3.21741600225067e-05,2.60581250750061e-05,3.26201233239665e-05
"Clinocera stagnalis","Metriocnemus sp. A","invertebrate",3.2258186982924e-08,3.96892613921828e-08,3.21446694107519e-08,4.02393908759231e-08
"Clinocera stagnalis","Micropsectra atrofasciata","invertebrate",2.0921769591756e-07,2.5741359319226e-07,2.08481452280912e-07,2.60981581160877e-07
"Clinocera stagnalis","Orthocladius sp.","invertebrate",9.8268319112631e-09,1.20905648104037e-08,9.79225098142658e-09,1.22581511031178e-08
"Clinocera stagnalis","Rheocricotopus effesus","invertebrate",5.47748057134137e-09,6.73928631766101e-09,5.45820514534152e-09,6.83269899334872e-09
"Clinocera stagnalis","Thienemanniella sp.","invertebrate",7.67483293723862e-07,9.44282611879717e-07,7.6478249593159e-07,9.57371233021974e-07
"Cricotopus sp. A","Achnanthes","plant",1.43079301649771e-06,1.76039397564245e-06,1.44081393977996e-06,1.78815331016435e-06
"Cricotopus sp. A","Amphora","plant",1.41324314459699e-07,1.73880127256725e-07,1.42314115288183e-07,1.76622011565587e-07
"Cricotopus sp. A","Cocconeis","plant",2.05276689560931e-08,2.52564727026306e-08,2.06714397135685e-08,2.56547374571663e-08
