"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",1.29033e-07,269495799.4,34.7738514839802,"plant","basal",0.464025138133967,3.47456074152574,0.00279633190899761,0.00344050172857691,0.0972392305033977,0.00203896874784152,0.00329637214097218,0.070902796417918
"Capnia vidua",0.000410652,40,0.01642608,"invertebrate","scraper",0.874665072781184,NA,0.000168645929352118,0.000207495615805282,2.77019152721223e-06,0.000152673795639165,0.000206747152244516,2.50783198107258e-06
"Cocconeis",4.41e-07,1131300.948,0.498903718068,"plant","basal",0.464025138133967,3.08296417640952,0.00182284296642127,0.00224275750554403,0.000909423133401676,0.00137369200449043,0.00216167113593829,0.000685340048520557
"CPOM",1,1,1,"detritus","basal",0.119924161044385,0,1.11644798300071e-05,1.37363565570336e-05,1.11644798300071e-05,1.24587775462082e-05,1.42152206576433e-05,1.24587775462082e-05
"Cricotopus sp. A",0.019349696,8,0.154797568,"invertebrate","collector gatherer",0.874665072781184,NA,4.40953456924258e-05,5.42532567714291e-05,6.82585227330678e-06,4.42656990706728e-05,5.50788267848234e-05,6.85222256196001e-06
"Diamesa bertrami",0.031483758,608,19.142124864,"invertebrate","collector gatherer",0.874665072781184,NA,3.72204938649579e-05,4.57946973565018e-05,0.00071247934106277,3.78554262565478e-05,4.66016273893237e-05,0.000724633296182781
"Diamesa zernyi",0.046272109,68,3.146503412,"invertebrate","collector gatherer",0.874665072781184,NA,3.25502414057073e-05,4.00485941821106e-05,0.000102419445644482,3.34492569824014e-05,4.0830581690553e-05,0.000105248201223991
"Diatoma",7.65e-07,233635804,178.73139006,"plant","basal",0.464025138133967,2.92042952524169,0.00150471920798951,0.00185134998440387,0.268940555693947,0.00115083501174487,0.00178919614872928,0.205690341378878
"Dicranota exclusa",0.799562115,64,51.17197536,"invertebrate","predator",0.874665072781184,NA,1.20687944722272e-05,1.48489913196398e-05,0.000617584053357716,1.3387352661359e-05,1.53499536435336e-05,0.000685057280522696
"Eukiefferiella minor",0.014775016,18240,269.49629184,"invertebrate","collector gatherer",0.874665072781184,NA,4.84374519991707e-05,5.95956212475316e-05,0.0130537136999545,4.82739965149908e-05,6.04232572384927e-05,0.0130096630530871
"FPOM",1,1,1,"detritus","basal",0.119924161044385,0,1.11644798300071e-05,1.37363565570336e-05,1.11644798300071e-05,1.24587775462082e-05,1.42152206576433e-05,1.24587775462082e-05
"Fragilaria",1.04667e-07,90782472.65,9.50192906485755,"plant","basal",0.464025138133967,3.54546462828597,0.00300770752320409,0.00370057034336345,0.0285790235333236,0.0021808167501085,0.00354194308546796,0.0207219660629841
"Meridion",5.53e-07,106584709.9,58.9413445747,"plant","basal",0.464025138133967,3.0152533209895,0.00168471857111281,0.00207281443859682,0.0992995778113566,0.00127733305433822,0.00200007000682518,0.0752877276924028
"Metriocnemus sp. A",0.083111018,4,0.332444072,"invertebrate","collector gatherer",0.874665072781184,NA,2.65458782049495e-05,3.26610512710776e-05,8.82501984526946e-06,2.7711010725633e-05,3.33936590148277e-05,9.21236124486511e-06
"Micropsectra atrofasciata",0.06737939,32,2.15614048,"invertebrate","collector gatherer",0.874665072781184,NA,2.85579956203429e-05,3.51366849479977e-05,6.15750503846841e-05,2.9644099407118e-05,3.58882205064396e-05,6.39168427248312e-05
"Oligochaeta indet.",0.013164747,1720,22.64336484,"invertebrate","collector gatherer",0.874665072781184,NA,5.04232380850052e-05,6.20388578457746e-05,0.00114175177637296,5.00977568116382e-05,6.28651735914674e-05,0.00113438178515152
"Orthocladius sp.",0.025318162,4,0.101272648,"invertebrate","collector gatherer",0.874665072781184,NA,4.01549754522604e-05,4.94051732592749e-05,4.06660069442541e-06,4.06018794803114e-05,5.02225192606982e-05,4.111859848748e-06
"Potamophylax cingulatus",0.108350363,4,0.433401452,"invertebrate","predator",0.874665072781184,NA,2.42044947865339e-05,2.97803010738638e-05,1.04902631854102e-05,2.54472545981555e-05,3.048754308136e-05,1.10288770922543e-05
"Prionocera turcica",0.078518806,8,0.628150448,"invertebrate","predator",0.874665072781184,NA,2.70764680692396e-05,3.33138691069653e-05,1.70080955479506e-05,2.82218237115019e-05,3.40517163269804e-05,1.77275512077569e-05
"Rheocricotopus effesus",0.014112355,4,0.05644942,"invertebrate","collector gatherer",0.874665072781184,NA,4.9217560247809e-05,6.05554371296453e-05,2.77830272980388e-06,4.89911278692215e-05,6.13827179466611e-05,2.76552075336339e-06
"Synedra",2.31e-06,1245565.37,2.8772560047,"plant","basal",0.464025138133967,2.61664425138162,0.00102410364904543,0.00126001865638538,0.00294660837365116,0.000806820379149487,0.00122427212122696,0.00232142878062219
"Thienemanniella sp.",0.006160026,1284,7.909473384,"invertebrate","collector gatherer",0.874665072781184,NA,6.56859613707814e-05,8.08175391884796e-05,0.000519541363164648,6.39457902296509e-05,8.1592391676198e-05,0.000505777525840271
