Prey,Predator,PreyMass,PredatorMass
PhytoP,Spirorbis spirorbis,0.0001,0.001
Palmaria palmata,Stenothoidae,0.000228,0.0032
Polychaeta,Stenothoidae,0.0052,0.0032
Chorda filum,Polychaeta,0.000228,0.0052
Desmarestia aculeata,Polychaeta,0.000228,0.0052
Bivalvia,Nassariidae,0.0004,0.0095
Furcellaria lumbricalis,Nassariidae,0.000228,0.0095
Halurus equisetifolius,Nematoda,0.000228,0.01
Halurus equisetifolius,Nucella lapillus,0.000228,0.01
Jania rubens,Nucella lapillus,0.000228,0.01
PhytoP,Solecurtus strigilatus,0.0001,0.0369
Ampithoidae,Palaemon serratus,0.0019,0.2526
Nereis sp.,Palaemon serratus,0.0024,0.2526
