Prey,Predator,PreyMass,PredatorMass
Abra alba,Detritus,0.0017267,-999
Adalaria proximata,POM,0.015383,-999
Ampelisca brevicornis,Detritus,0.0074024,-999
Ardea cinera,POM,4009.7,-999
Arnoglossus laterna,POM,131.17,-999
Callopora craticula,POM,0.00793,-999
Cirratulus cirratus,POM,0.9319,-999
Conger conger,POM,10100,-999
Enteromorpha intestinalis,POM,0.31888,-999
Eutemora hirundoides,POM,6.96e-05,-999
Laurencia platycephala,POM,0.011836,-999
Lepadogaster candolii,POM,12.11,-999
Lipophrys pholis,POM,251.1,-999
Lumbrinereis,POM,3.0182,-999
Mullus surmuletus,POM,1000,-999
Ocenebra erinacea,POM,0.14823,-999
Oithona nana,POM,0.00037,-999
Orchomene nana,POM,0.0011774,-999
Asparagopsis armata,Bacteria,0.28161,6.8e-21
Ampelisca diadema,Skeletonema costatum,0.0061662,3.16e-20
Ardea cinera,Skeletonema costatum,4009.7,3.16e-20
Codium vermilara,Skeletonema costatum,0.62352,3.16e-20
Hyale prevostii,Skeletonema costatum,0.0029956,3.16e-20
Microphytobenthos,Skeletonema costatum,5.04e-17,3.16e-20
Mullus surmuletus,Skeletonema costatum,1000,3.16e-20
Paracentrotus lividus,Skeletonema costatum,0.26729,3.16e-20
Aphia minuta,Phaeocystis pouchetii,1.08,4.37e-19
Aphrodite aculeata,Phaeocystis pouchetii,0.63546,4.37e-19
Ardea cinera,Phaeocystis pouchetii,4009.7,4.37e-19
Carcinus maenas,Phaeocystis pouchetii,0.059727,4.37e-19
Ceramium diaphanum,Phaeocystis pouchetii,0.032716,4.37e-19
Chelon labrosus,Phaeocystis pouchetii,4500,4.37e-19
Gammaropsis maculata,Phaeocystis pouchetii,0.0050477,4.37e-19
Hyale prevostii,Phaeocystis pouchetii,0.0029956,4.37e-19
Labrus mixtus,Phaeocystis pouchetii,992.83,4.37e-19
Larus marinus,Phaeocystis pouchetii,2000,4.37e-19
Ceramium diaphanum,Thalassiosira,0.032716,3.03e-18
Crangon crangon,Thalassiosira,0.28272,3.03e-18
Detritus,Thalassiosira,-999,3.03e-18
Hyale perieri,Thalassiosira,0.0043342,3.03e-18
Larus argentatus,Thalassiosira,2367,3.03e-18
Platichthys flesus,Thalassiosira,14000,3.03e-18
Pollachius pollachius,Thalassiosira,18100,3.03e-18
Pollachius virens,Thalassiosira,32000,3.03e-18
Abra alba,Diatoms,0.0017267,1.8e-17
Acartia clausi,Diatoms,0.00017189,1.8e-17
Apherusa bispinosa,Diatoms,0.0014938,1.8e-17
Apherusa jurinei,Diatoms,0.0017267,1.8e-17
Botrylloides leachii,Diatoms,0.054319,1.8e-17
Cancer pagurus,Diatoms,0.53339,1.8e-17
Carcinus maenas,Diatoms,0.059727,1.8e-17
Codium fragile,Diatoms,0.83786,1.8e-17
Atherina presbyter,Microphytobenthos,60.92,5.04e-17
Ceramium rubrum,Microphytobenthos,0.5051,5.04e-17
Cerastoderma edule,Microphytobenthos,0.050704,5.04e-17
Chthamalus stellatus,Microphytobenthos,0.010232,5.04e-17
Coryphella pellucida,Microphytobenthos,0.034575,5.04e-17
Disporella hispida,Microphytobenthos,0.017345,5.04e-17
Gaidropsarus mediterraneus,Microphytobenthos,555.32,5.04e-17
Galathea squamifera,Microphytobenthos,0.25716,5.04e-17
Hyperoplus immaculatus,Microphytobenthos,132.91,5.04e-17
Limacia clavigeria,Microphytobenthos,0.02164,5.04e-17
Liocarcinus arcuatus,Microphytobenthos,0.050704,5.04e-17
Jassa falcata,Nitzschia closterium,0.0023867,9.76e-17
Chondrus crispus,Podosira stelliger,0.060571,5.8e-16
Corophium sextonae,Podosira stelliger,0.00094371,5.8e-16
Liocarcinus corrugatus,Podosira stelliger,0.10799,5.8e-16
Microphytobenthos,Podosira stelliger,5.04e-17,5.8e-16
Paracentrotus lividus,Podosira stelliger,0.26729,5.8e-16
Pecten maximus,Podosira stelliger,1.1025,5.8e-16
Akera bullata,Gelidium spp.,0.18107,5.35e-10
Antho involvens,Gelidium spp.,0.63546,5.35e-10
Callophora rylandi,Gelidium spp.,0.023975,5.35e-10
Cordylophora caspia,Gelidium spp.,0.63546,5.35e-10
Crisia denticula,Gelidium spp.,0.034575,5.35e-10
Crangon crangon,Jania rubens,0.28272,2.29e-05
Diatoms,Jania rubens,1.8e-17,2.29e-05
Iphimedia minuta,Jania rubens,0.0017267,2.29e-05
Acanthodoris pilosa,Lovenella producta,0.30047,3.21e-05
Apherusa bispinosa,Microcalanus pusillis,0.0014938,3.21e-05
Bacteria,Microcalanus pusillis,6.8e-21,3.21e-05
Balistes carolinensis,Microcalanus pusillis,6150,3.21e-05
Centropages typicus,Microcalanus pusillis,0.00010758,3.21e-05
Chondrus crispus,Microcalanus pusillis,0.060571,3.21e-05
Codium fragile,Microcalanus pusillis,0.83786,3.21e-05
Colomastix pusilla,Lovenella producta,0.0011774,3.21e-05
Corophium bonnellii,Microcalanus pusillis,0.0014383,3.21e-05
Dicata odhneri,Microcalanus pusillis,0.0087573,3.21e-05
Lepadogaster candolii,Microcalanus pusillis,12.11,3.21e-05
Lepsiella albomarginata,Microcalanus pusillis,0.02164,3.21e-05
Amphilochus neopolitanus,Oikopleura dioica,0.0012274,4.01e-05
Aphia minuta,Oikopleura dioica,1.08,4.01e-05
Bonnemaisonia hamifera,Cheirocratus sundevalli,0.5051,4.01e-05
Leucothoe incisa,Oikopleura dioica,0.0023867,4.01e-05
Iphimedia nexa,Tigriopus californicus,0.0087573,4.9e-05
Nephrops norvegicus,Tigriopus californicus,3.0182,4.9e-05
Antho involvens,Tigriopus brevicornis,0.63546,5.88e-05
Caprella acanthifera,Podon intermedius,0.0087573,5.88e-05
Cliona celata,Podon intermedius,18.661,5.88e-05
Colomastix pusilla,Podon intermedius,0.0011774,5.88e-05
Microstomus kitt,Podon intermedius,2950,5.88e-05
Antho involvens,Eutemora hirundoides,0.63546,6.96e-05
Caprella linearis,Eutemora hirundoides,0.026435,6.96e-05
Caprella penantis,Eutemora hirundoides,0.029021,6.96e-05
Chelon labrosus,Eutemora hirundoides,4500,6.96e-05
Cepola macrophthalma,Pseudocalanus elongatus,34.32,8.13e-05
Conger conger,Pseudocalanus elongatus,10100,8.13e-05
Coryphoblennius galerita,Pseudocalanus elongatus,3.92,8.13e-05
Fucus serratus,Pseudocalanus elongatus,27,8.13e-05
Gammarus insensiblis,Pseudocalanus elongatus,0.0074024,8.13e-05
Hyas araneus,Pseudocalanus elongatus,0.70402,8.13e-05
Polycera quadrilineata,Pseudocalanus elongatus,0.11881,8.13e-05
Solea solea,Zaus spinatus,4667.8,8.13e-05
Taurulus bubalis,Zaus spinatus,240.63,8.13e-05
Balistes carolinensis,Temora longicornis,6150,9.39e-05
Botryllus schlosseri,Temora longicornis,0.031735,9.39e-05
Enteromorpha clathrata,Temora longicornis,1.008,9.39e-05
Hyale prevostii,Temora longicornis,0.0029956,9.39e-05
Labrus bergylta,Temora longicornis,4350,9.39e-05
Bacteria,Centropages typicus,6.8e-21,0.00010758
Centrolabrus exoletus,Centropages typicus,47.15,0.00010758
Asterias rubens,Calanus elongatus,3.0182,0.00013777
Ceramium diaphanum,Liljeborgia kinahani,0.032716,0.00013777
Feldmannia globifera,Liljeborgia kinahani,0.020359,0.00013777
Gaidropsarus mediterraneus,Liljeborgia kinahani,555.32,0.00013777
Botryllus schlosseri,Paracalanus parvus,0.031735,0.00019044
Callionymus lyra,Paracalanus parvus,14.78,0.00019044
Cerithiopsis tubercularis,Paracalanus parvus,0.0023867,0.00019044
Dictyota dichotoma,Paracalanus parvus,0.28161,0.00019044
Haliclona simulans,Paracalanus parvus,6.3833,0.00019044
Labrus mixtus,Paracalanus parvus,992.83,0.00019044
Mullus surmuletus,Paracalanus parvus,1000,0.00019044
Diatoms,Thalestris rufovalescans,1.8e-17,0.00020998
Eumida sanguinea,Thalestris rufovalescans,0.30047,0.00020998
Iphimedia perplexa,Thalestris rufovalescans,0.0031592,0.00020998
Solea solea,Thalestris rufovalescans,4667.8,0.00020998
Anemonia sulcata,Calanus helgolandicus,0.092772,0.00020998
Anguilla anguilla,Calanus helgolandicus,6599,0.00020998
Acanthodoris pilosa,Fish eggs/larvae,0.30047,0.00023
Ampelisca brevicornis,Fish eggs/larvae,0.0074024,0.00023
Apherusa bispinosa,Fish eggs/larvae,0.0014938,0.00023
Cheirocratus sundevalli,Fish eggs/larvae,4.01e-05,0.00023
Cribrilina cryptooecium,Fish eggs/larvae,0.024944,0.00023
Acanthodoris pilosa,Janua pagenstecheri,0.30047,0.00023053
Apherusa bispinosa,Janua pagenstecheri,0.0014938,0.00023053
Balistes carolinensis,Janua pagenstecheri,6150,0.00023053
Caprella linearis,Janua pagenstecheri,0.026435,0.00023053
Dictyota dichotoma,Janua pagenstecheri,0.28161,0.00023053
Haliclona cinerea,Janua pagenstecheri,1.9366,0.00023053
Hyas araneus,Janua pagenstecheri,0.70402,0.00023053
Chaetomorpha linum,Tryphosella sarsi,0.28161,0.00034844
Fucus vesiculosus,Tryphosella sarsi,27,0.00034844
Gammarellus angulosus,Tryphosella sarsi,0.011827,0.00034844
Hyale prevostii,Tryphosella sarsi,0.0029956,0.00034844
Iphimedia nexa,Tryphosella sarsi,0.0087573,0.00034844
Pandalus montagui,Tryphosella sarsi,1.7051,0.00034844
Caprella penantis,Oithona nana,0.029021,0.00037
Ceramium rubrum,Oithona nana,0.5051,0.00037
Cladophora sericea,Oithona nana,0.008739,0.00037
Cliona celata,Oithona nana,18.661,0.00037
Corophium acutum,Oithona nana,0.017345,0.00037
Echinus esculentus,Oithona nana,0.63546,0.00037
Glycimeris glycimeris,Oithona nana,0.050704,0.00037
Carcinus maenas,Microjassa cumbrensis,0.059727,0.00037508
Ceramium diaphanum,Microjassa cumbrensis,0.032716,0.00037508
Chaetomorpha linum,Microjassa cumbrensis,0.28161,0.00037508
Crisia denticula,Microjassa cumbrensis,0.034575,0.00037508
Eumida sanguinea,Microjassa cumbrensis,0.30047,0.00037508
Gobius paganellus,Microjassa cumbrensis,23.06,0.00037508
Anthopleura ballii,Metaphoxus fultoni,0.63546,0.00069876
