Score,Label
0.00634771,1
0.00256637,1
0.001762402,1
0.1046566,1
3.896655e-06,1
4.355914e-08,0
0.9336533,0
0.000126724,0
2.713068e-07,0
0.000849733,0
0.9936143,0
7.88211e-07,0
9.887589e-12,0
1.133905e-08,0
0.0001312536,0
