Prey,Predator,PreyMass,PredatorMass
Ceramium ciliatum,Gammaridae,0.000228,0.0016
Ceramium virgatum,Gammaridae,0.000228,0.0016
Colpomenia peregrina,Gammaridae,0.000228,0.0016
Cystoseira sp.,Gammaridae,0.000228,0.0016
Sphacelaria cirrosa,Gammaridae,0.000228,0.0016
Ceramium ciliatum,Barleeia sp.,0.000228,0.0024
Codium sp.,Barleeia sp.,0.000228,0.0024
Ellisolandia elongata,Ophiuroidea,0.000228,0.0028
PhytoP,Ophiuroidea,0.0001,0.0028
Musculus costulatus,Turbonilla sp.,0.0059,0.005
PhytoP,Musculus costulatus,0.0001,0.0059
Codium sp.,Lophozozymus incisus,0.000228,0.01
Gibbula umbilicalis,Lophozozymus incisus,0.13,0.01
Sphaeromatidae,Lophozozymus incisus,0.055,0.01
Ceramium virgatum,Lepidochitona cinerea,0.000228,0.16
Sphacelaria cirrosa,Acanthochitona crinita,0.000228,0.19
Barleeia sp.,Lipophrys pholis,0.0024,0.22
Cardiidae,Gobius paganellus,0.001,0.31
Cystoseira sp.,Gobius paganellus,0.000228,0.31
Lipophrys pholis,Gobius paganellus,0.22,0.31
Polychaeta,Gobius paganellus,0.002,0.31
Gibbula umbilicalis,Actinia equina,0.13,7.59
Leptochiton algesirensis,Actinia equina,0.18,7.59
Mytilus galloprovincialis,Actinia equina,0.017,7.59
Aplysia punctata,Anemonia sulcata,0.12,21.55
Gibbula umbilicalis,Anemonia sulcata,0.13,21.55
Lipophrys pholis,Anemonia sulcata,0.22,21.55
