"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS14","Hengill","August 2008",9.7,3.6,"mg","m^-2","mg m^-2",-0.0434685472470864,0.244592283670053,-1.44151034482943,-0.947768780109154,-0.646915943687733
