"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",1.92e-07,39696494.58,7.62172695936,"plant","basal",0.485652016132365,3.5172322030939,0.00352886167283193,0.00431915128458743,0.0268960201476754,0.00188934129683877,0.00304949429980614,0.0144000434975483
"Cocconeis",1.2485e-06,541056.7873,0.67550939894405,"plant","basal",0.485652016132365,2.95607594653669,0.00183878044499383,0.00225057586762698,0.00124211347318785,0.00107929045309988,0.00167084157098418,0.000729070845259548
"Cricotopus sp. B",0.06159467,548,33.75387916,"invertebrate","collector gatherer",0.883869236708148,NA,4.27015984420314e-05,5.22646339993333e-05,0.00144134459375117,4.26132557341556e-05,5.18501436509261e-05,0.00143836268466486
"Diamesa bertrami",0.044076566,156,6.875944296,"invertebrate","collector gatherer",0.883869236708148,NA,4.79786167830473e-05,5.87234421532101e-05,0.000329898296399364,4.70988753255333e-05,5.77370685607243e-05,0.000323849243142615
"Diamesa zernyi",0.029048283,76,2.207669508,"invertebrate","collector gatherer",0.883869236708148,NA,5.54752908996152e-05,6.78989986478128e-05,0.00012247110816651,5.33542192530632e-05,6.60159193012682e-05,0.000117788482968134
"Diatoma",1.17e-06,4144288.438,4.84881747246,"plant","basal",0.485652016132365,2.97406676244464,0.00188083036065828,0.00230204287429861,0.00911980311549311,0.00110045676324421,0.00170607628334225,0.00533591398130529
"Epithemia",4.05e-06,4750460.965,19.23936690825,"plant","basal",0.485652016132365,2.64686475407022,0.00122063052503633,0.00149399109089658,0.0234841585305838,0.000759088463273255,0.00114472111869787,0.0146043814607338
"Eukiefferiella minor",0.044991154,2880,129.57452352,"invertebrate","collector gatherer",0.883869236708148,NA,4.7636750510101e-05,5.83050148276731e-05,0.00617250924938745,4.68104692543855e-05,5.73572618542383e-05,0.00606544424938461
"FPOM",1,1,1,"detritus","basal",0.129384966904604,0,1.6180102982789e-05,1.9803641814837e-05,1.6180102982789e-05,1.85152814357634e-05,2.11718745379689e-05,1.85152814357634e-05
"Fragilaria",2.67725e-07,23346000.28,6.250307924963,"plant","basal",0.485652016132365,3.41087894973642,0.00314312036714905,0.0038470230998004,0.0196454701399043,0.00171051947425553,0.00274048611388254,0.0106912734257429
"Gomphonema",8.569e-08,4405140.549,0.37747649364381,"plant","basal",0.485652016132365,3.78829870979854,0.00467335282317051,0.00571995156538076,0.00176408083725081,0.00240489868421461,0.0039520512393535,0.000907792722885943
"Limnophora riparia",0.06938213,60,4.1629278,"invertebrate","predator",0.883869236708148,NA,4.09676833023243e-05,5.01424080530208e-05,0.000170545507720841,4.112267164913e-05,4.99038765075835e-05,0.000171190713018435
"Meridion",6.2e-07,99217094.51,61.5145985962,"plant","basal",0.485652016132365,3.15539210269399,0.00234626468438096,0.00287171135200481,0.144329530260135,0.00133062428347747,0.00209231591475407,0.0818528186804725
"Micropsectra atrofasciata",0.01975738,136,2.68700368,"invertebrate","collector gatherer",0.883869236708148,NA,6.34428454552337e-05,7.76508893945825e-05,0.000170471159207884,5.98729770856518e-05,7.47207529456646e-05,0.000160878909761702
"Oligochaeta indet.",0.028759768,1688,48.546488384,"invertebrate","collector gatherer",0.883869236708148,NA,5.56684335409629e-05,6.81353956406187e-05,0.00270250696225183,5.35137364026317e-05,6.62280233401e-05,0.0025979039826548
"Orthocladius sp.",0.021709957,48,1.042077936,"invertebrate","collector gatherer",0.883869236708148,NA,6.13947986280975e-05,7.51441818768515e-05,6.39781650355035e-05,5.82089722151022e-05,7.24916791652912e-05,6.06582856225951e-05
"Potamophylax cingulatus",0.652527718,16,10.440443488,"invertebrate","predator",0.883869236708148,NA,1.8773062663834e-05,2.29772955807215e-05,0.000195999099838442,2.10367513996379e-05,2.42850788547243e-05,0.000219633014159025
"Rheocricotopus effesus",0.15853437,248,39.31652376,"invertebrate","collector gatherer",0.883869236708148,NA,3.07246013033022e-05,3.76053848211903e-05,0.00120798451715781,3.21182169641238e-05,3.82654194726943e-05,0.00126277664039881
"Rhopalodia",1.68e-06,1270021.889,2.13363677352,"plant","basal",0.485652016132365,2.87510217594419,0.00165821797356252,0.00202957637749821,0.00353803484690481,0.000987601372973974,0.00151881715149278,0.00210718260695611
"Simulium aureum",0.004872349,20,0.09744698,"invertebrate","filter feeder",0.883869236708148,NA,0.00010329420323776,0.000126426970498612,1.00657081570259e-05,9.10047895254923e-05,0.000117172130987222,8.86814190479486e-06
"Simulium vittatum",0.000846385,4,0.00338554,"invertebrate","filter feeder",0.883869236708148,NA,0.000190000981863165,0.000232551757753822,6.43255924137019e-07,0.000153606765409999,0.000205641890882879,5.20041848566168e-07
"Synedra",8.96e-06,13269820.6,118.897592576,"plant","basal",0.485652016132365,2.45520066291429,0.000925788134523406,0.00113311866012409,0.110073980430259,0.000598627047701738,0.000886907326864107,0.071175314822615
"Thienemanniella sp.",0.029898645,1104,33.00810408,"invertebrate","collector gatherer",0.883869236708148,NA,5.49207512171594e-05,6.72202696400216e-05,0.00181282987232779,5.2895786551134e-05,6.54066218072937e-05,0.0017459896278733
