"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Cricotopus sp. B","Achnanthes","plant",0.0001046643819564,0.000128104001145149,0.00010463055934673,0.000127206416917714
"Cricotopus sp. B","Cocconeis","plant",9.27634565279092e-06,1.13537859959174e-05,9.27334797380675e-06,1.12742336076976e-05
"Cricotopus sp. B","Diatoma","plant",6.65857602457378e-05,8.14976608787878e-05,6.65642428571449e-05,8.09266325399091e-05
"Cricotopus sp. B","Epithemia","plant",0.000264202123406097,0.000323370266815929,0.000264116745695676,0.00032110451361134
"Cricotopus sp. B","FPOM","detritus",1.37323709592962e-05,1.68077394832189e-05,1.37279333023386e-05,1.66899729675433e-05
"Cricotopus sp. B","Fragilaria","plant",8.58315470354209e-05,0.000105053547292677,8.58038103129704e-05,0.000104317470306454
"Cricotopus sp. B","Gomphonema","plant",5.18364723913122e-06,6.3445265662041e-06,5.18197212794286e-06,6.30007247479822e-06
"Cricotopus sp. B","Meridion","plant",0.000844741287335221,0.00103392134761971,0.000844468306648765,0.00102667698767986
"Cricotopus sp. B","Rhopalodia","plant",2.92998916663725e-05,3.58616110411399e-05,2.92904233182995e-05,3.56103400726051e-05
"Cricotopus sp. B","Synedra","plant",0.0016327458474209,0.00199839976119931,0.00163221822069196,0.00198439760599942
"Diamesa bertrami","Achnanthes","plant",2.39081072304491e-05,2.92623348915739e-05,2.35138002241777e-05,2.87994587965211e-05
"Diamesa bertrami","Cocconeis","plant",2.11896217632108e-06,2.59350438026797e-06,2.0840149668204e-06,2.55247993076697e-06
"Diamesa bertrami","Diatoma","plant",1.52099450282831e-05,1.86162167004673e-05,1.49590933890527e-05,1.83217425334913e-05
"Diamesa bertrami","Epithemia","plant",6.03507380336567e-05,7.3866303604551e-05,5.93553970553459e-05,7.26978751009764e-05
"Diamesa bertrami","FPOM","detritus",3.13683596354607e-06,3.8393313021582e-06,3.08510136213961e-06,3.77860017159936e-06
"Diamesa bertrami","Fragilaria","plant",1.96061906822609e-05,2.39970028644379e-05,1.92828334930954e-05,2.3617414597814e-05
"Diamesa bertrami","Gomphonema","plant",1.18408184065517e-06,1.4492573178756e-06,1.1645532447162e-06,1.42633274365722e-06
"Diamesa bertrami","Meridion","plant",0.000192961205159661,0.000236174923930088,0.000189778771920608,0.000232439072811467
"Diamesa bertrami","Rhopalodia","plant",6.69286856432193e-06,8.19173845201117e-06,6.58248571629772e-06,8.06216027855337e-06
"Diamesa bertrami","Synedra","plant",0.000372962244371445,0.00045648724892829,0.000366811124811338,0.000449266463710424
"Diamesa zernyi","Achnanthes","plant",8.8471102271594e-06,1.08284231701994e-05,8.52662718256485e-06,1.05397511479864e-05
"Diamesa zernyi","Cocconeis","plant",7.84114432832167e-07,9.5971709118106e-07,7.55710199778403e-07,9.34132251254771e-07
"Diamesa zernyi","Diatoma","plant",5.62838617533371e-06,6.88886491825504e-06,5.42450012765146e-06,6.70521652038136e-06
