Processing dataset: Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1_tax_mass
    "Processing with K …"    "10"    " using strategy: "    "high2low"

    "Experiment "    "1"    " (strategy: "    "high2low"    ") — Running WLNM..."

[sample_neg] Final link counts:
    Train Positive: 1690
    Train Negative: 3380
    Test  Positive: 423
    Test  Negative: 846
Encoding 3028 subgraphs (K = 10)...
[WARN] Link (9,6) triggered large expansion: 61 nodes
[WARN] Link (10,6) triggered large expansion: 53 nodes
[WARN] Link (16,6) triggered large expansion: 54 nodes
[WARN] Link (22,6) triggered large expansion: 47 nodes
[WARN] Link (23,6) triggered large expansion: 46 nodes
[WARN] Link (29,6) triggered large expansion: 52 nodes
[WARN] Link (30,6) triggered large expansion: 51 nodes
[WARN] Link (31,6) triggered large expansion: 48 nodes
[WARN] Link (33,6) triggered large expansion: 43 nodes
[WARN] Link (34,6) triggered large expansion: 50 nodes
[WARN] Link (39,6) triggered large expansion: 43 nodes
[WARN] Link (40,6) triggered large expansion: 40 nodes
[WARN] Link (45,6) triggered large expansion: 52 nodes
[WARN] Link (47,6) triggered large expansion: 50 nodes
[WARN] Link (52,6) triggered large expansion: 51 nodes
[WARN] Link (63,6) triggered large expansion: 52 nodes
[WARN] Link (64,6) triggered large expansion: 51 nodes
[WARN] Link (66,6) triggered large expansion: 73 nodes
[WARN] Link (70,6) triggered large expansion: 47 nodes
[WARN] Link (71,6) triggered large expansion: 50 nodes
[WARN] Link (76,6) triggered large expansion: 49 nodes
[WARN] Link (81,6) triggered large expansion: 52 nodes
[WARN] Link (83,6) triggered large expansion: 51 nodes
[WARN] Link (88,6) triggered large expansion: 53 nodes
[WARN] Link (91,6) triggered large expansion: 50 nodes
[WARN] Link (102,6) triggered large expansion: 58 nodes
[WARN] Link (104,6) triggered large expansion: 51 nodes
[WARN] Link (105,6) triggered large expansion: 49 nodes
[WARN] Link (114,6) triggered large expansion: 58 nodes
[WARN] Link (115,6) triggered large expansion: 60 nodes
[WARN] Link (120,6) triggered large expansion: 51 nodes
[WARN] Link (131,6) triggered large expansion: 48 nodes
[WARN] Link (136,6) triggered large expansion: 52 nodes
[WARN] Link (138,6) triggered large expansion: 49 nodes
[WARN] Link (140,6) triggered large expansion: 48 nodes
[WARN] Link (153,6) triggered large expansion: 46 nodes
[WARN] Link (163,6) triggered large expansion: 42 nodes
[WARN] Link (9,8) triggered large expansion: 40 nodes
[WARN] Link (36,8) triggered large expansion: 31 nodes
[WARN] Link (56,8) triggered large expansion: 32 nodes
[WARN] Link (5,12) triggered large expansion: 36 nodes
[WARN] Link (10,12) triggered large expansion: 36 nodes
[WARN] Link (16,12) triggered large expansion: 38 nodes
[WARN] Link (30,12) triggered large expansion: 35 nodes
[WARN] Link (32,12) triggered large expansion: 44 nodes
[WARN] Link (34,12) triggered large expansion: 36 nodes
[WARN] Link (47,12) triggered large expansion: 36 nodes
[WARN] Link (72,12) triggered large expansion: 46 nodes
[WARN] Link (102,12) triggered large expansion: 40 nodes
[WARN] Link (105,12) triggered large expansion: 34 nodes
[WARN] Link (120,12) triggered large expansion: 35 nodes
[WARN] Link (136,12) triggered large expansion: 35 nodes
[WARN] Link (152,12) triggered large expansion: 35 nodes
[WARN] Link (160,12) triggered large expansion: 36 nodes
[WARN] Link (9,13) triggered large expansion: 45 nodes
[WARN] Link (10,13) triggered large expansion: 34 nodes
[WARN] Link (16,13) triggered large expansion: 35 nodes
[WARN] Link (26,13) triggered large expansion: 35 nodes
[WARN] Link (52,13) triggered large expansion: 32 nodes
[WARN] Link (61,13) triggered large expansion: 33 nodes
[WARN] Link (66,13) triggered large expansion: 54 nodes
[WARN] Link (67,13) triggered large expansion: 31 nodes
[WARN] Link (88,13) triggered large expansion: 34 nodes
[WARN] Link (115,13) triggered large expansion: 43 nodes
[WARN] Link (136,13) triggered large expansion: 33 nodes
[WARN] Link (140,13) triggered large expansion: 31 nodes
[WARN] Link (5,14) triggered large expansion: 31 nodes
[WARN] Link (12,14) triggered large expansion: 32 nodes
[WARN] Link (28,14) triggered large expansion: 38 nodes
[WARN] Link (32,14) triggered large expansion: 40 nodes
[WARN] Link (43,14) triggered large expansion: 33 nodes
[WARN] Link (44,14) triggered large expansion: 33 nodes
[WARN] Link (66,14) triggered large expansion: 51 nodes
[WARN] Link (72,14) triggered large expansion: 42 nodes
[WARN] Link (103,14) triggered large expansion: 37 nodes
[WARN] Link (111,14) triggered large expansion: 35 nodes
[WARN] Link (10,15) triggered large expansion: 53 nodes
[WARN] Link (16,15) triggered large expansion: 52 nodes
[WARN] Link (26,15) triggered large expansion: 51 nodes
