Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,F1Score,F1,predictive,276,276,27600,27600,343,27257
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,PR_AUC,PR-AUC,predictive,276,276,27600,27600,553,27047
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,Precision,Precision,predictive,276,276,27600,27600,577,27023
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,ROC_AUC,ROC-AUC,predictive,276,276,27600,27600,207,27393
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,Recall,Recall,predictive,276,276,27600,27600,447,27153
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,TestMCC,MCC,predictive,276,276,27600,27600,1128,26472
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,TestTPR,TPR,predictive,276,276,27600,27600,447,27153
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,TestTSS,TSS,predictive,276,276,27600,27600,1409,26191
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,TrainConnectance,Training-graph connectance,train_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,TrainMeanGenerality,Training-graph mean generality,train_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,10,0.5,10,0,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,276,0,27600,0,0,0
result_wlnm_original_100x290_train10-90_thresh0p50_Apocrita_20260916_221905,20,0.5,10,0,F1Score,F1,predictive,285,285,28500,28500,285,28215
