Species,FP_as_Predator,FP_as_Prey,FP_total,Mass
Sphaeromatidae,1.0,0.0,1.0,0.0002
Austrominius modestus,1.0,0.0,1.0,0.001
Carcinus maenas,1.0,0.0,1.0,0.009999999999999998
Pagurus bernhardus,1.0,0.0,1.0,0.01
PhytoP,0.0,1.0,1.0,0.0001
Gibbula umbilicalis,0.0,1.0,1.0,0.079
Procerodes littoralis,0.0,1.0,1.0,0.01
Nematoda,0.0,1.0,1.0,0.01
