Species,FP_as_Predator,FP_as_Prey,FP_total,Mass
PhytoP,0.0,4.0,4.0,0.0001
Tanaidacea,2.0,0.0,2.0,0.0004
Pagurus sp.,0.0,2.0,2.0,0.0030000000000000005
Plocamium brasiliense,1.0,0.0,1.0,0.000228
Fissurella rosea,1.0,0.0,1.0,0.0008999999999999999
Zooplankton,1.0,0.0,1.0,0.001
Harparticoida,1.0,0.0,1.0,0.001
Bathygobius soporator,1.0,0.0,1.0,2.43
Lithophyllum sp.,0.0,1.0,1.0,0.000228
