Species,FP_as_Predator,FP_as_Prey,FP_total,Mass
Potamididae,2.0,1.0,3.0,0.01
Sebidae,1.0,2.0,3.0,0.01
Cumacea,2.0,0.0,2.0,0.01
Copepoda,1.0,1.0,2.0,0.001
Nodilittorina lineolata,1.0,1.0,2.0,0.21
Lottia subrugosa,1.0,1.0,2.0,0.4
Crassostrea virginica,1.0,1.0,2.0,8.94
Oedicerotidae,0.0,2.0,2.0,0.01
Stramonita haemastoma,1.0,0.0,1.0,0.01
Isopoda,0.0,1.0,1.0,0.01
