Species,FP_as_Predator,FP_as_Prey,FP_total,Mass
Ranunculus ficaria,1.0,0.0,1.0,-999.0
Alnus glutinosa,1.0,0.0,1.0,-999.0
Pterostichus melanarius,1.0,0.0,1.0,0.035866667
Detritus,0.0,1.0,1.0,-999.0
Vegetation,0.0,1.0,1.0,-999.0
Family Amaurobiidae,0.0,1.0,1.0,0.0085
