"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS6","Hengill","August 2008",21,12.8,"mg","m^-2","mg m^-2",1.53261787610876,1.79904352135622,0.134576078526412,0.401308154674434,0.683178528985614
