4.267984e-06,1
0.7547432,1
0.0001396861,1
0.999843,1
1.531221e-06,1
0.02096562,1
0.1031576,1
0.3137839,1
0.9999987,1
4.267984e-06,0
2.834414e-05,0
0.9999733,0
0.166557,0
0.166557,0
0.9526994,0
2.520225e-06,0
0.001135349,0
0.166557,0
3.968882e-05,0
0.166557,0
0.9526994,0
2.520225e-06,0
3.968882e-05,0
0.0001703538,0
0.9999973,0
0.9999849,0
0.01242006,0
0.0003230938,0
2.173663e-05,0
2.173663e-05,0
8.011826e-07,0
3.515187e-06,0
0.9997709,0
1.335979e-05,0
0.9995485,0
0.9999417,0
0.02315486,0
0.02210208,0
1.636401e-05,0
0.04203242,0
0.02677648,0
0.00160867,0
0.166557,0
1.843188e-06,0
0.9997388,0
0.166557,0
0.0001548906,0
0.166557,0
0.166557,0
0.0001548906,0
0.0001703538,0
0.166557,0
0.0001321766,0
0.9645438,0
0.166557,0
0.166557,0
0.9526994,0
0.9999394,0
0.03129782,0
0.01035425,0
0.03129782,0
1.36636e-05,0
0.02854264,0
0.9999865,0
0.9526994,0
0.9725668,0
0.9995468,0
0.9526994,0
0.9526994,0
0.9526994,0
5.171601e-06,0
0.4792468,0
0.002058785,0
