Prey,Predator,PreyMass,PredatorMass
Zooplankton,PhytoP,0.001,0.0001
Zooplankton,Fucus,0.001,0.000228
Balanus crenatus,Polychaeta,0.5012,0.0007
Gammarus oceanicus,Polychaeta,0.0881,0.0007
Mytilus sp.,Polychaeta,1.414,0.0007
Zooplankton,Nematoda,0.001,0.01
Zooplankton,Littorina saxatilis,0.001,0.0621
PhytoP,Gammarus oceanicus,0.0001,0.0881
Zooplankton,Littorina obtusata,0.001,0.1468
Zooplankton,Testudinalia testudinalis,0.001,0.5485
Zooplankton,Littorina littorea,0.001,0.6947
Fucus,Mytilus sp.,0.000228,1.414
