Scenario,Foodweb,Version,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,SourceColumn,ReferenceColumn,TotalRunUnits,ValidRunsBeforeTukey,InvalidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey,ExpectedRuns,MinimumRetainedRuns,MeetsMinimumRetainedRuns,Q1,Q3,IQR,LowerFence,UpperFence,MeanBeforeTukey,MeanAfterTukey,StdAfterTukey,SEAfterTukey,ReferenceValue,DeltaAfterTukey,RelativeDeltaAfterTukey
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW01,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,0,100,100,25,1,0.776648701617,0.808261442607,0.0316127409902,0.729229590131,0.855680554092,0.790274497634,0.790274497634,0.0253289467867,0.00253289467867,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW02,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,0,100,100,25,1,0.705595290259,0.739229429002,0.0336341387423,0.655144082146,0.789680637115,0.721403990468,0.721403990468,0.0223267826783,0.00223267826783,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW03,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,0,100,100,25,1,0.753246753247,0.787544594385,0.0342978411382,0.70179999154,0.838991356093,0.76963513302,0.76963513302,0.0247516331768,0.00247516331768,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW04,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,1,99,100,25,1,0.758675701457,0.800315457413,0.041639755956,0.696216067523,0.862775091347,0.77821464045,0.77913732685,0.0289029475918,0.00290485553022,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW05,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,1,99,100,25,1,0.673558501683,0.717105263158,0.0435467614745,0.608238359472,0.78242540537,0.692014977715,0.692900820452,0.0314894115279,0.00316480493658,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW06,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,0,100,100,25,1,0.694118531889,0.733323552426,0.0392050205365,0.635311001084,0.79213108323,0.712109892265,0.712109892265,0.0335051718423,0.00335051718423,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW07,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,2,98,100,25,1,0.702397707077,0.739196310936,0.0367986038588,0.647199801289,0.794394216724,0.717853519249,0.719972452362,0.0269839460043,0.00272579017183,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW08,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,0,100,100,25,1,0.724272234067,0.768940858137,0.04466862407,0.657269297962,0.835943794242,0.747651852197,0.747651852197,0.0308916429947,0.00308916429947,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW09,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,0,100,100,25,1,0.653184927995,0.700390754848,0.0472058268532,0.582376187715,0.771199495128,0.675582516262,0.675582516262,0.032771090182,0.0032771090182,,,
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW11,WLNM_dir_neg,90,0.5,10,0,F1Score,F1,predictive,F1Score,,100,100,0,0,100,100,25,1,0.768014375561,0.801232888606,0.0332185130443,0.718186605995,0.851060658172,0.784520032432,0.784520032432,0.0232496747197,0.00232496747197,,,
