Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,F1Score,F1,predictive,290,290,5800,5800,185,5615
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,PR_AUC,PR-AUC,predictive,290,290,5800,5800,179,5621
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,Precision,Precision,predictive,290,290,5800,5800,189,5611
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,5800,5800,191,5609
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,5800,5800,190,5610
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,5800,5800,194,5606
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,195,5605
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,Recall,Recall,predictive,290,290,5800,5800,212,5588
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,TestMCC,MCC,predictive,290,290,5800,5800,181,5619
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,TestTPR,TPR,predictive,290,290,5800,5800,212,5588
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,66.6666666667,0.5,10,3,TestTSS,TSS,predictive,290,290,5800,5800,177,5623
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,F1Score,F1,predictive,290,290,5800,5800,181,5619
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,PR_AUC,PR-AUC,predictive,290,290,5800,5800,138,5662
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,Precision,Precision,predictive,290,290,5800,5800,169,5631
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,290,5800,5800,196,5604
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,290,5800,5800,189,5611
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,290,5800,5800,235,5565
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,150,5650
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,Recall,Recall,predictive,290,290,5800,5800,208,5592
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,TestMCC,MCC,predictive,290,290,5800,5800,156,5644
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,TestTPR,TPR,predictive,290,290,5800,5800,208,5592
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,80,0.5,10,5,TestTSS,TSS,predictive,290,290,5800,5800,192,5608
