1,1
0.9999998,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.9999999,1
0.0002418447,1
1,1
0.9999994,1
0.9998744,1
0.9574708,1
0.9574708,1
0.9574708,1
0.9574708,1
0.9574708,1
0.9574708,1
0.9574708,1
0.9967052,1
0.9986405,1
0.9986405,1
0.9999232,1
0.9967052,1
0.9967052,1
0.9574708,1
0.9574708,1
0.9574708,1
0.9574708,1
0.9992917,1
0.9992917,1
0.9996325,1
1,1
0.9999933,1
1,1
1,1
0.9072217,1
1,1
1,1
1,1
0.9574708,1
0.9574708,1
0.9574708,1
4.291195e-09,0
4.291195e-09,0
2.668165e-09,0
0.001153248,0
3.127431e-10,0
0.9574708,0
0.7950149,0
8.706887e-07,0
1.871944e-05,0
0.0002792022,0
4.479e-10,0
9.543989e-10,0
5.098615e-07,0
0.0002418447,0
4.291195e-09,0
3.769072e-06,0
7.571496e-07,0
8.102528e-08,0
1.633417e-05,0
1.170116e-07,0
3.725447e-09,0
0.007018359,0
4.567781e-08,0
8.491288e-10,0
2.065121e-08,0
9.478571e-10,0
0.0008628055,0
1.186736e-09,0
3.060782e-07,0
7.571496e-07,0
2.984506e-07,0
4.922918e-10,0
4.866083e-10,0
3.030577e-07,0
6.260079e-07,0
2.830739e-06,0
0.01636733,0
0.0009019296,0
1.07135e-06,0
9.492069e-06,0
3.061111e-08,0
6.808985e-06,0
7.571496e-07,0
2.051686e-08,0
3.293013e-07,0
