0.417428,1
1,1
0.417428,1
0.417428,1
0.417428,1
0.9504963,1
0.9504963,1
0.9869373,1
0.9729729,1
0.6601564,1
0.9545907,1
0.9545907,1
0.6601564,1
0.9545907,1
0.9545907,1
0.9545907,1
1,1
0.9545907,1
0.9545907,1
0.9545907,1
1,1
0.9545907,1
0.9545907,1
0.9545907,1
1,1
0.9729729,1
0.9545907,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.9891182,1
9.392624e-09,1
1,1
1,1
0.9999753,1
0.999998,1
0.999997,1
0.9999753,1
1,1
1,1
1,1
1,1
1,1
0.9999993,1
1,1
0.9914612,1
1,1
0.9914612,1
0.9914612,1
1,1
0.9984301,1
1,1
0.7008336,1
1,1
0.7008336,1
1,1
0.7008336,1
0.7008336,1
0.7008336,1
0.7008336,1
1,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9729729,1
0.9545907,1
0.9545907,1
0.9997306,1
0.9997306,1
0.9999268,1
1,1
1,1
0.9352999,1
1,1
0.9901509,1
1,1
1,1
0.007418464,1
1,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.01131439,1
0.001897411,1
0.008273589,1
1,1
0.008273589,1
0.9999999,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9794132,1
0.9989138,1
0.9794132,1
0.9741444,1
1,1
1,1
1,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9992422,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9729729,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
0.9545907,1
