"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Chaetocladius sp.","Achnanthes","plant",4.41895439355742e-05,5.32711027386852e-05,5.05528801954952e-05,6.62098595504772e-05
"Chaetocladius sp.","Amphora","plant",5.95456635920063e-06,7.17831161027061e-06,6.81202956544801e-06,8.92181650259765e-06
"Chaetocladius sp.","Cocconeis","plant",0.00147476710806512,0.00177785202408764,0.00168713497109107,0.00220966578059765
"Chaetocladius sp.","CPOM","detritus",5.06537321467126e-05,6.1063770497823e-05,5.79479176431602e-05,7.58952501530892e-05
"Chaetocladius sp.","Cymbella","plant",2.77459766981183e-05,3.34481563653508e-05,3.17414236718972e-05,4.15722149780851e-05
"Chaetocladius sp.","Diatoma","plant",1.26169009497847e-05,1.52098475539757e-05,1.44337466592278e-05,1.89040928113094e-05
"Chaetocladius sp.","Diploneis","plant",2.88680349337992e-05,3.48008129946858e-05,3.30250593582813e-05,4.32534117403825e-05
"Chaetocladius sp.","Epithemia","plant",0.0023628672014506,0.00284846889639457,0.00270312232067721,0.00354031953288681
"Chaetocladius sp.","Filamentous algae","plant",5.06537321467126e-05,6.1063770497823e-05,5.79479176431602e-05,7.58952501530892e-05
"Chaetocladius sp.","FPOM","detritus",5.06537321467126e-05,6.1063770497823e-05,5.79479176431602e-05,7.58952501530892e-05
"Chaetocladius sp.","Fragilaria","plant",0.000560205778720366,0.000675335768038856,0.000640875942457421,0.00083936475973859
"Chaetocladius sp.","Gomphonema","plant",0.000165665614094876,0.000199712175386606,0.000189521619731163,0.000248219285936895
"Chaetocladius sp.","Macrophytes","plant",5.06537321467126e-05,6.1063770497823e-05,5.79479176431602e-05,7.58952501530892e-05
"Chaetocladius sp.","Melosira","plant",7.67486162132861e-06,9.25215119963821e-06,8.78004897777833e-06,1.14993608161779e-05
"Chaetocladius sp.","Meridion","plant",5.57375876049237e-06,6.71924281462891e-06,6.37638531116243e-06,8.35124673923943e-06
"Chaetocladius sp.","Navicula","plant",1.90047209122059e-05,2.2910452339363e-05,2.17414187578915e-05,2.84750597161106e-05
"Chaetocladius sp.","Nitzschia","plant",0.000101258764770456,0.000122068833051178,0.000115840122985831,0.000151717533077083
"Chaetocladius sp.","Pinnularia","plant",4.51847503450228e-06,5.44708377475196e-06,5.16913972722949e-06,6.77009923100592e-06
"Chaetocladius sp.","Rhoicosphenia","plant",7.67583380192698e-06,9.25332317671523e-06,8.78116115330541e-06,1.15008174490178e-05
"Chaetocladius sp.","Rhopalodia","plant",0.000220853414367192,0.000266241827344879,0.000252656515612569,0.000330907998684352
"Chaetocladius sp.","Synedra","plant",0.000722469730681327,0.000870947192956476,0.000826506057479415,0.00108248728404217
"Eukiefferiella minor","Achnanthes","plant",3.59828749529413e-05,4.33778504536288e-05,4.17513974578274e-05,5.50271370431106e-05
"Eukiefferiella minor","Cocconeis","plant",0.00120088047325371,0.00144767792038875,0.00139339722030913,0.00183645732756342
"Eukiefferiella minor","Diatoma","plant",1.0273750954109e-05,1.23851480202179e-05,1.19207667544274e-05,1.57112265887008e-05
"Eukiefferiella minor","Epithemia","plant",0.00192404690041973,0.00231946499053581,0.0022324966243521,0.0029423661284773
"Eukiefferiella minor","FPOM","detritus",4.12465653049573e-05,4.97233015389733e-05,4.78589257826032e-05,6.30766831322345e-05
"Eukiefferiella minor","Fragilaria","plant",0.000456167063253672,0.000549915666204192,0.000529296572049399,0.000697597608224501
"Eukiefferiella minor","Gomphonema","plant",0.00013489899521636,0.000162622593344552,0.000156525057358693,0.000206295508806802
"Eukiefferiella minor","Meridion","plant",4.53862716458586e-06,5.47137744462217e-06,5.26622808514714e-06,6.94073665041699e-06
"Eukiefferiella minor","Rhoicosphenia","plant",6.25031496720082e-06,7.53484062321021e-06,7.25232168840023e-06,9.55835070745651e-06
"Eukiefferiella minor","Rhopalodia","plant",0.000179837583381511,0.000216796679199963,0.0002086678852492,0.000275018251298104
"Eukiefferiella minor","Synedra","plant",0.000588296136622111,0.000709199080679782,0.000682607653088775,0.000899657188987099
"Limnophora riparia","Chaetocladius sp.","invertebrate",1.18322395608251e-05,1.42639274619447e-05,1.25196029985321e-05,1.58585823960805e-05
"Limnophora riparia","Diatoma","plant",5.29735956811015e-07,6.38603978823539e-07,5.60509600843392e-07,7.09997568597927e-07
"Limnophora riparia","Eukiefferiella minor","invertebrate",8.6310767371954e-06,1.04048816680017e-05,9.13247687760789e-06,1.15681093929915e-05
"Limnophora riparia","Micropsectra atrofasciata","invertebrate",2.40000443847364e-05,2.89323834619404e-05,2.53942650585666e-05,3.21669181416058e-05
"Limnophora riparia","Oligochaeta indet.","invertebrate",0.00225087279319274,0.00271345809752412,0.00238163144230703,0.00301681279105659
"Limnophora riparia","Procladius islandicus","invertebrate",4.54879451154369e-06,5.48363432116201e-06,4.81304499572333e-06,6.09668458733639e-06
"Limnophora riparia","Simulium aureum","invertebrate",0.000450726999019533,0.000543357593979134,0.000476910821441384,0.000604102986196716
"Limnophora riparia","Simulium vittatum","invertebrate",0.000294344320610321,0.000354836125184761,0.000311443494696866,0.000394505506520661
"Limnophora riparia","Synedra","plant",3.03337717853765e-05,3.65677789204281e-05,3.20959340155979e-05,4.06559228934974e-05
