TRAINRATIO,Metric,median,q25,q75,mean,sd,n_webs,MetricLabel
10,F1Score,0.522987231191,0.36740718240075,0.611340887471,0.4751594477888072,0.21400209125898934,290,F1
10,Precision,0.7049792338365,0.6311893304055001,0.81394660808025,0.6729152599892275,0.22983620706299399,290,Precision
10,ROC_AUC,0.7414467733279999,0.6565320017262499,0.805578936735,0.7274639673278103,0.11505095458981711,290,ROC-AUC
10,TestMCC,0.3810948125505,0.271121761629,0.50127162004525,0.3812832540945648,0.19758795675610236,290,MCC
20,F1Score,0.594845519723,0.48456016351325,0.740896502385,0.5913794389829069,0.17625332716875722,290,F1
20,Precision,0.7879739912,0.69303399620025,0.8885529941925,0.7756265010323655,0.14127787207096054,290,Precision
20,ROC_AUC,0.7913714645125001,0.7011490941880001,0.8787444408635,0.781755677012231,0.11801721637356645,290,ROC-AUC
20,TestMCC,0.496532966966,0.36395305891575,0.64808904702975,0.49429938745249374,0.190551194961173,290,MCC
30,F1Score,0.6607935122499999,0.517623632387,0.77209242173775,0.634890176712893,0.16990802328674512,290,F1
30,Precision,0.8502547234040001,0.7637844098835,0.93007729795475,0.8268346300832379,0.12578033138062863,290,Precision
30,ROC_AUC,0.844487767184,0.72514447476525,0.9181905473905,0.8182251200836759,0.11497823611879363,290,ROC-AUC
30,TestMCC,0.5532783936095,0.41883304648675,0.70297606377875,0.5512640640614621,0.18428240739104154,290,MCC
40,F1Score,0.6553497612915,0.55338540355925,0.807015080612,0.654370345438762,0.1724068893453563,290,F1
40,Precision,0.8923547776925,0.8068550943735,0.9502747244655001,0.8601877255512482,0.11300035709360363,290,Precision
40,ROC_AUC,0.8849222496069999,0.75634184449525,0.930549195897,0.8443150437914448,0.10921561954341706,290,ROC-AUC
40,TestMCC,0.580274199569,0.46298121227475003,0.7378904514417499,0.5824240476193172,0.17978897280206554,290,MCC
50,F1Score,0.6760329097669999,0.5720289661887501,0.8098159731145,0.6668821962605883,0.18170225661704573,290,F1
50,Precision,0.9108171172049999,0.836271248215,0.9629232800265,0.8838434338964551,0.09978855436057464,290,Precision
50,ROC_AUC,0.8952121801774999,0.7926646831422499,0.93901016025525,0.8632021893980931,0.09971060527987004,290,ROC-AUC
50,TestMCC,0.5917184770185,0.49856657521750003,0.7527999087602499,0.6043682393186137,0.18096929652595709,290,MCC
60,F1Score,0.6918292621825,0.58022833600275,0.8180492034492499,0.6697818790527207,0.19749789282084443,290,F1
60,Precision,0.9271073102295,0.8598446712335,0.97168419732375,0.8998435677408793,0.09643925839301372,290,Precision
60,ROC_AUC,0.9012323252309999,0.81626038981225,0.94272901183725,0.8758180526237654,0.09339623802069179,290,ROC-AUC
60,TestMCC,0.609338423794,0.506286883025,0.75727281098775,0.6157894760880572,0.18903792188592647,290,MCC
70,F1Score,0.71432671375,0.5758919524649999,0.81740644967725,0.6741009991075373,0.20471628985074025,290,F1
70,Precision,0.9421635823415,0.8802393896715,0.976155187393,0.9146348088462034,0.0878363737583602,290,Precision
70,ROC_AUC,0.905937817704,0.8258822786910001,0.94760391103625,0.8820560541650552,0.09123422886291387,290,ROC-AUC
70,TestMCC,0.6321586410544999,0.519088969814,0.766117011845,0.6276653297830618,0.19117976334455278,290,MCC
80,F1Score,0.719306231914,0.5367547257677501,0.8190477849135,0.6749148752244836,0.21360489623078543,290,F1
80,Precision,0.954106927591,0.90084285642075,0.984446086374,0.9262495445547482,0.09030949041997795,290,Precision
80,ROC_AUC,0.909963870883,0.8393565079627501,0.9560341032174999,0.8881965622731035,0.09357583422851355,290,ROC-AUC
80,TestMCC,0.6510653503185,0.5054356746627501,0.767993053404,0.6352311650353828,0.19738394496780437,290,MCC
90,F1Score,0.7301046036100001,0.515652451065,0.83116953456,0.6754679658815896,0.22711999553247303,290,F1
90,Precision,0.9722814148045,0.92144215553575,1.0,0.9376078894737345,0.11733979614303054,290,Precision
90,ROC_AUC,0.9130097834340001,0.8534167454249999,0.975529173746,0.8953114114208345,0.09878278348707438,290,ROC-AUC
90,TestMCC,0.6647036650845,0.501802741219,0.78521437688275,0.6440715783977711,0.20891391036436155,290,MCC
