"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",2.354e-07,4850775.116,1.1418724623064,"plant","basal",0.551729832015487,3.98296867545429,0.0102153298523496,0.0123100495053809,0.0116646038517746,0.0274241296985657,0.0468318448150881,0.0313148585055112
"Amphora",1.69e-08,5966660.164,0.1008365567716,"plant","basal",0.551729832015487,4.9254420699167,0.0255592452090114,0.0308003342418482,0.00257730628055772,0.0813069653046048,0.146624347952703,0.0081987144228643
"Cocconeis",2.01033e-06,20526099.38,41.2642333665954,"plant","basal",0.551729832015487,3.35841791755335,0.0048409627334652,0.00583363354526957,0.1997586159527,0.0113188162319741,0.0184899475239359,0.467062274429787
"CPOM",1,1,1,"detritus","basal",0.162283135594272,0,5.02823109233729e-05,6.05930249593755e-05,5.02823109233729e-05,5.04965090498905e-05,6.28810114284574e-05,5.04965090498905e-05
"Cricotopus sp. A",0.028153403,656,18.468632368,"invertebrate","collector gatherer",0.908434014413912,NA,0.000174287090336216,0.000210025788809367,0.00321884419790797,0.000220294345729378,0.00029535460232854,0.00406853528402498
"Cymbella",1.71e-07,10441729.86,1.78553580606,"plant","basal",0.551729832015487,4.08629313182195,0.0114178430045018,0.0137591457800802,0.0203869675125096,0.0312901507133998,0.053788362558507,0.0558696844757892
"Diatoma",1.91e-06,216954.0082,0.414382155662,"plant","basal",0.551729832015487,3.37202440683468,0.00492802926923046,0.00593855363899379,0.00204208739174915,0.0115604573606715,0.0189046982801355,0.00479044724155368
"Epithemia",1.2505e-06,4722693.786,5.905728579393,"plant","basal",0.551729832015487,3.48692149680818,0.00571112655102893,0.0068822300983742,0.0337283632929417,0.0137681262166771,0.0227130705672043,0.0813108164825197
"Eukiefferiella minor",0.043053618,52,2.238788136,"invertebrate","collector gatherer",0.908434014413912,NA,0.000150325443943134,0.000181150651384272,0.000336546820438821,0.000184877994382299,0.000245701828357978,0.000413902660430566
"FPOM",1,1,1,"detritus","basal",0.162283135594272,0,5.02823109233729e-05,6.05930249593755e-05,5.02823109233729e-05,5.04965090498905e-05,6.28810114284574e-05,5.04965090498905e-05
"Fragilaria",1.96333e-07,41428200.77,8.13372294177641,"plant","basal",0.551729832015487,4.04128542056029,0.010881629838736,0.0131129786262612,0.0885081622632454,0.0295564384060291,0.0506630474261529,0.240403881140321
"Gomphonema",2.4125e-07,5685958.948,1.371737596205,"plant","basal",0.551729832015487,3.97514989859338,0.0101283906214503,0.0122052828212111,0.0138934942044934,0.027147763371392,0.046336355571038,0.0372396076694154
"Hydrellia indet.",0.282817012,4,1.131268048,"invertebrate","collector gatherer",0.908434014413912,NA,7.80535648793488e-05,9.40589546910457e-05,8.82995039805022e-05,8.50308848057293e-05,0.000108688671811735,9.61927230738903e-05
"Limnophora riparia",0.124705808,60,7.48234848,"invertebrate","predator",0.908434014413912,NA,0.000103803947737677,0.000125089620597112,0.000776697310573005,0.000119209060557777,0.000154979871437719,0.000891963733066712
"Melosira",2.93e-06,7255482.531,21.25856381583,"plant","basal",0.551729832015487,3.26011918404539,0.00424588855241302,0.00511653554314863,0.0902614927463743,0.00968941579411182,0.0157053295574714,0.205983063997237
"Meridion",2.63e-07,216954.0082,0.0570589041566,"plant","basal",0.551729832015487,3.94778611991106,0.00982850667456148,0.0118439057256667,0.000560803820346307,0.0261978640674296,0.0446352522528764,0.0014948214149311
"Metriocnemus sp. B",0.021087091,8,0.168696728,"invertebrate","collector gatherer",0.908434014413912,NA,0.000192738015185092,0.000232260195489586,3.25142725229393e-05,0.000248194419536521,0.000334756901063687,4.18695864836704e-05
"Micropsectra atrofasciata",0.008102976,128,1.037180928,"invertebrate","collector gatherer",0.908434014413912,NA,0.000268901793299399,0.000324041850380379,0.000278899811515135,0.000368281149462393,0.000506654466251383,0.000381974184364311
"Navicula",3.52e-07,3832772.916,1.349136066432,"plant","basal",0.551729832015487,3.85687241625235,0.00887997779159575,0.0107008748421455,0.011980298307757,0.0232292194842795,0.0393393696256554,0.0313393778013065
"Nitzschia",1.253e-07,5765899.581,0.7224672174993,"plant","basal",0.551729832015487,4.1895749842362,0.0127234449760016,0.0153324699052712,0.00919227188881731,0.0355736841404011,0.0615465705308508,0.0257008205971145
"Oligochaeta indet.",0.015376087,6408,98.529965496,"invertebrate","collector gatherer",0.908434014413912,NA,0.000215143487590687,0.000259260055356165,0.0211980804089995,0.000282742005824064,0.000383854108380392,0.0278585600781149
"Orthocladius sp.",0.036263986,200,7.2527972,"invertebrate","collector gatherer",0.908434014413912,NA,0.000159582090992004,0.000192305433958349,0.00115741654271695,0.000198444416280072,0.000264669749755661,0.00143927710675174
"Radix balthica",0.246312038,4956,1220.722460328,"invertebrate","scraper",0.908434014413912,NA,8.19012943817457e-05,9.86956860881162e-05,0.0999787495817324,9.00205412076971e-05,0.00011539610006623,0.109890096543118
"Rhoicosphenia",4.03e-08,36554841.73,1.473160121719,"plant","basal",0.551729832015487,4.59063091071132,0.0188858546185688,0.0227585216205753,0.0278218878886582,0.0568068168748743,0.100616516016184,0.0836855372618588
"Rhopalodia",9.28e-06,5055610.382,46.91606434496,"plant","basal",0.551729832015487,2.97831622565378,0.00284209919226551,0.00342489006832649,0.133340108579088,0.00602158640220398,0.00953016304250695,0.282509135104538
