"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Cricotopus sp. A","Achnanthes","plant",6.84242773647957e-05,8.24551193064812e-05,8.07239674554591e-05,0.000106129725290999
"Cricotopus sp. A","Amphora","plant",6.04241608131498e-06,7.28145269591938e-06,7.12857801186469e-06,9.3721115297275e-06
"Cricotopus sp. A","Cocconeis","plant",0.00247267137296455,0.00297970867820098,0.00291714945523023,0.00383524596319175
"Cricotopus sp. A","CPOM","detritus",5.9922871969948e-05,7.22104455868346e-05,7.06943814832084e-05,9.29435894063283e-05
"Cricotopus sp. A","Cymbella","plant",0.000106994433504291,0.000128934336166841,0.000126227349425534,0.000165954106828738
"Cricotopus sp. A","Diatoma","plant",2.48309688603651e-05,2.99227201035861e-05,2.92944901922037e-05,3.85141649331581e-05
"Cricotopus sp. A","Epithemia","plant",0.00035388821755223,0.000426455292232872,0.000417501829127895,0.000548899612228321
"Cricotopus sp. A","FPOM","detritus",5.9922871969948e-05,7.22104455868346e-05,7.06943814832084e-05,9.29435894063283e-05
"Cricotopus sp. A","Fragilaria","plant",0.000487396038479097,0.000587339757905534,0.000575008512524665,0.000755977405445299
"Cricotopus sp. A","Gomphonema","plant",8.21984563537565e-05,9.90537830501765e-05,9.69741409209755e-05,0.000127494215914901
"Cricotopus sp. A","Melosira","plant",0.00127387419780095,0.00153509036567724,0.00150286102018142,0.00197584722666673
"Cricotopus sp. A","Meridion","plant",3.41913340852148e-06,4.12024889384458e-06,4.0337439374605e-06,5.30325935990607e-06
"Cricotopus sp. A","Navicula","plant",8.0844107778844e-05,9.7421716514324e-05,9.53763397530989e-05,0.000125393548611725
"Cricotopus sp. A","Nitzschia","plant",4.32923105766951e-05,5.2169679697505e-05,5.10743730830076e-05,6.71486964227874e-05
"Cricotopus sp. A","Rhoicosphenia","plant",8.82759853650007e-05,0.000106377548810084,0.000104144143630653,0.000136920789482827
"Cricotopus sp. A","Rhopalodia","plant",0.00281134531707688,0.00338782991153017,0.00331670215049335,0.00436054742103884
"Cricotopus sp. A","Synedra","plant",0.00979773012530662,0.0118068182453398,0.0115589331481862,0.0151968050920057
"Eukiefferiella minor","Achnanthes","plant",7.91936783420158e-06,9.54328558151444e-06,9.23103631766422e-06,1.20878914827006e-05
"Eukiefferiella minor","Amphora","plant",6.99344112910546e-07,8.42749159905526e-07,8.15175029115537e-07,1.06745840361392e-06
"Eukiefferiella minor","Cocconeis","plant",0.000286184887729358,0.000344868955438571,0.000333585097637115,0.000436824243965695
"Eukiefferiella minor","CPOM","detritus",6.93542238351708e-06,8.3575757333166e-06,8.08412202096459e-06,1.05860259194665e-05
"Eukiefferiella minor","Cymbella","plant",1.23834449959197e-05,1.4922750723695e-05,1.44344893289904e-05,1.89017283230867e-05
"Eukiefferiella minor","Diatoma","plant",2.8739152777083e-06,3.46323024848015e-06,3.34991590968195e-06,4.38666024040235e-06
"Eukiefferiella minor","Epithemia","plant",4.09587221804988e-05,4.93575738626893e-05,4.77426304585108e-05,6.25181958147886e-05
"Eukiefferiella minor","FPOM","detritus",6.93542238351708e-06,8.3575757333166e-06,8.08412202096459e-06,1.05860259194665e-05
"Eukiefferiella minor","Fragilaria","plant",5.64108041517226e-05,6.7978205479711e-05,6.57540087460395e-05,8.61038018834047e-05
"Eukiefferiella minor","Gomphonema","plant",9.51357962903208e-06,1.1464400846521e-05,1.10892941084659e-05,1.45212497481328e-05
"Eukiefferiella minor","Melosira","plant",0.000147437119329734,0.000177670057072343,0.000171856823877632,0.00022504370756501
"Eukiefferiella minor","Meridion","plant",3.9572760106664e-07,4.76874112748838e-07,4.61271143584478e-07,6.04027038338124e-07
"Eukiefferiella minor","Navicula","plant",9.35682847354269e-06,1.12755068497543e-05,1.09065805839205e-05,1.42819893681363e-05
"Eukiefferiella minor","Nitzschia","plant",5.01061531160195e-06,6.03807448508892e-06,5.8405131424111e-06,7.64805669041246e-06
"Eukiefferiella minor","Rhoicosphenia","plant",1.02169876826747e-05,1.23120472845684e-05,1.19092061803954e-05,1.55949112320418e-05
"Eukiefferiella minor","Rhopalodia","plant",0.000325382722804563,0.000392104560872158,0.000379275188908083,0.000496654673195106
"Eukiefferiella minor","Synedra","plant",0.00113398097562463,0.00136651113080685,0.00132179989472437,0.00173087540113982
"Hydrellia indet.","Achnanthes","plant",6.18025531494354e-07,7.44755675856608e-07,6.73271718680975e-07,8.60593289591509e-07
"Hydrellia indet.","Amphora","plant",5.45766437584046e-08,6.57679385995516e-08,5.94553280901083e-08,7.59973350507743e-08
"Hydrellia indet.","Cocconeis","plant",2.23337987384217e-05,2.69134890490049e-05,2.43302489865333e-05,3.10995522772325e-05
"Hydrellia indet.","Cymbella","plant",9.66401022854623e-07,1.16456782163082e-06,1.05278899403904e-06,1.34570206721412e-06
"Hydrellia indet.","Diatoma","plant",2.24279646325392e-07,2.70269642705649e-07,2.44328325047583e-07,3.12306771781567e-07
"Hydrellia indet.","Epithemia","plant",3.19640867489576e-06,3.85185300877438e-06,3.48214022315598e-06,4.45096151570965e-06
"Hydrellia indet.","FPOM","detritus",5.4123866884927e-07,6.52223168910055e-07,5.89620768435972e-07,7.53668485754747e-07
"Hydrellia indet.","Fragilaria","plant",4.40228537779583e-06,5.30500255212183e-06,4.7958119711755e-06,6.13013065307727e-06
