"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",5.08e-07,20053517.1745667,10.1871867246799,"plant","basal",0.564616138886632,3.85037586666723,0.00977274548962722,0.0117415049121222,0.0995567831156056,0.035038922618876,0.0595019534375511,0.3569480473501
"Amphora",4.749e-07,1178036.809695,0.559449680924155,"plant","basal",0.564616138886632,3.87054359804224,0.010004721807797,0.0120202138053577,0.00559713842310698,0.036076955683475,0.0613490052947959,0.020183241345835
"Caloneis",3.04e-07,2723982.904,0.828090802816,"plant","basal",0.564616138886632,4.00705193270039,0.0116857984894028,0.0140399502382443,0.00967690225263553,0.0437696651473718,0.075111154066965,0.0362452571508746
"Chaetocladius sp.",0.01673896,104,1.74085184,"invertebrate","collector gatherer",0.912688943313394,NA,0.000261194556741944,0.00031381326509119,0.000454701024702198,0.000386315890276458,0.000530546572992653,0.00067251872840901
"Cocconeis",2.415e-06,5564621.8445,13.4385617544675,"plant","basal",0.564616138886632,3.4149006049526,0.00567906427202075,0.0068231349232377,0.0763184559271408,0.0178312131934135,0.029332171986807,0.239625859656763
"CPOM",1,1,1,"detritus","basal",0.169513094941641,0,6.28771904616222e-05,7.55440568312335e-05,6.28771904616222e-05,6.56564336901458e-05,8.29484914621541e-05,6.56564336901458e-05
"Cymbella",7.05e-08,211183.0722,0.0148884065901,"plant","basal",0.564616138886632,4.49275476943903,0.0194377488072929,0.0233535625524749,0.000289397107439208,0.0824488199000022,0.145769998186229,0.00122753155354516
"Diatoma",2.93e-06,1064476.525,3.11891621825,"plant","basal",0.564616138886632,3.36485667512813,0.00530941275940438,0.00637901560633078,0.0165596135646898,0.016398526442998,0.0268692109288157,0.0511456300784678
"Epithemia",1.8575e-06,845411.58575,1.57035202053062,"plant","basal",0.564616138886632,3.48419469279616,0.00622251278346307,0.00747606335295668,0.00977153552228887,0.0199789411078183,0.0330416741566262,0.0313739705367248
"Eukiefferiella claripennis",0.041748468,772,32.229817296,"invertebrate","collector gatherer",0.912688943313394,NA,0.000190005125519122,0.0002282824327083,0.00612383048078485,0.000259991437629734,0.000350461162395225,0.00837947653333069
"Filamentous algae",1,1,1,"plant","basal",0.564616138886632,1.37667681696619,6.28771904616222e-05,7.55440568312335e-05,6.28771904616222e-05,6.56564336901458e-05,8.29484914621541e-05,6.56564336901458e-05
"FPOM",1,1,1,"detritus","basal",0.169513094941641,0,6.28771904616222e-05,7.55440568312335e-05,6.28771904616222e-05,6.56564336901458e-05,8.29484914621541e-05,6.56564336901458e-05
"Fragilaria",1.322e-07,5964213.90533333,0.788469078285066,"plant","basal",0.564616138886632,4.27631032424274,0.0156162493732593,0.0187622064771528,0.0123129297496035,0.0627876384666798,0.109593719964919,0.049506111429519
"Gomphonema",1.05233333333333e-07,1776644.24033333,0.186962195557743,"plant","basal",0.564616138886632,4.3535027860625,0.0169072995621616,0.0203133439902377,0.00316102584709421,0.0693114656929435,0.121545410818,0.0129586238032779
"Green algae",1,1,1,"plant","basal",0.564616138886632,1.37667681696619,6.28771904616222e-05,7.55440568312335e-05,6.28771904616222e-05,6.56564336901458e-05,8.29484914621541e-05,6.56564336901458e-05
"Hemiptera indet.",1.44419651,4,5.77678604,"invertebrate","detritivore",0.912688943313394,NA,5.53240107989556e-05,6.64692583311117e-05,0.000319594973260216,5.59900175214072e-05,7.02076101519911e-05,0.000323442351597021
"Limnophora riparia",0.352268507,12,4.227222084,"invertebrate","predator",0.912688943313394,NA,9.04200701805049e-05,0.000108635561962162,0.00038222571750386,0.000103185484039334,0.000133167149333487,0.000436187956879301
"Macropelopia sp.",1.645575217,24,39.493805208,"invertebrate","predator",0.912688943313394,NA,5.28657684475916e-05,6.35157930357797e-05,0.00208787036124041,5.29110014418251e-05,6.61702266400689e-05,0.00208965678430365
"Macrophytes",1,1,1,"plant","basal",0.564616138886632,1.37667681696619,6.28771904616222e-05,7.55440568312335e-05,6.28771904616222e-05,6.56564336901458e-05,8.29484914621541e-05,6.56564336901458e-05
"Melosira",1.52e-06,563154.8591,0.855995385832,"plant","basal",0.564616138886632,3.53819729297015,0.00667248436113235,0.00801668353948736,0.00571161582516547,0.0217924889107311,0.0361887536637586,0.0186542699533809
"Meridion",4.86e-07,814042.1244,0.3956244724584,"plant","basal",0.564616138886632,3.86361470725454,0.00992456075572298,0.0119239039825257,0.00392639911336424,0.0357175835216013,0.0607092598297168,0.0141307501382223
"Metriocnemus sp. B",0.019668314,4,0.078673256,"invertebrate","collector gatherer",0.912688943313394,NA,0.000246932193892947,0.000296677691098425,1.94269597047815e-05,0.000360242170755831,0.000493112667798431,2.83414245218692e-05
"Micropsectra atrofasciata",0.03816863,3312,126.41450256,"invertebrate","collector gatherer",0.912688943313394,NA,0.00019602954818441,0.000235520499881159,0.0247809778207938,0.000270289568493618,0.000365009940540794,0.0341685213482777
"Navicula",2.89183333333333e-07,9560129.62429833,2.76463015185334,"plant","basal",0.564616138886632,4.0226711857308,0.0118908833613783,0.014286350293813,0.0328738946730376,0.0447276476512581,0.0768334127647385,0.12365540331814
"Nitzschia",1.1322e-07,705892.7728,0.079921179736416,"plant","basal",0.564616138886632,4.32858570145849,0.016482097295621,0.0198024829935474,0.00131726866039642,0.0671489299102121,0.117577501705094,0.00536662169646206
"Oligochaeta indet.",0.128800564,3284,422.981052176,"invertebrate","basal",0.912688943313394,NA,0.000128353098408428,0.000154210353380046,0.0542909286148467,0.000159570771243612,0.000210207951214887,0.0674954127171589
"Paracladopelma sp.",0.285807485,12,3.42968982,"invertebrate","collector gatherer",0.912688943313394,NA,9.72478725013036e-05,0.000116838852897523,0.000333530038334379,0.000112969885976987,0.000146417914793887,0.000387451667901834
"Pinnularia",2.152e-06,359940.5357,0.7745920328264,"plant","basal",0.564616138886632,3.44514901300524,0.00591169607698866,0.00710263135375927,0.0045791526817265,0.0187447013507414,0.0309074924613216,0.0145194963239946
"Radix balthica",0.664195491,3032,2013.840728712,"invertebrate","scraper",0.912688943313394,NA,7.25048421123645e-05,8.7111238159078e-05,0.146013204074713,7.83929755097222e-05,9.98699645437752e-05,0.157870966926401
"Rhoicosphenia",6.53e-08,2841004.924,0.1855176215372,"plant","basal",0.564616138886632,4.51994132222617,0.0199632913541204,0.0239849777880046,0.00370354233007056,0.0852320697424883,0.150926613304702,0.0158120508573192
"Rhopalodia",2.32e-06,657315.912,1.52497291584,"plant","basal",0.564616138886632,3.42539493939927,0.00575897709702918,0.0069191465126497,0.00878228409591236,0.01814399887741,0.0298711560492163,0.0276691068730816
"Salmo trutta",24968.60153,0.114285714,2853.55445343754,"fish","predator",0.912688943313394,NA,1.85091591295794e-06,2.2237904698314e-06,0.00528168934635956,8.16336971566498e-07,8.38802401950721e-07,0.0023294620007193
"Simulium aureum",0.170855745,1600,273.369192,"invertebrate","filter feeder",0.912688943313394,NA,0.000116326844816336,0.000139761361970636,0.0318001755753513,0.000141182815974433,0.000184915518990055,0.0385950323272154
"Simulium vittatum",0.171932495,1676,288.15886162,"invertebrate","filter feeder",0.912688943313394,NA,0.000116072668303558,0.000139455980563078,0.0334473679635492,0.000140799017009983,0.000184389192964408,0.0405724844588117
"Sperchon glandulosus",0.195787137,92,18.012416604,"invertebrate","collector gatherer",0.912688943313394,NA,0.000110938737336262,0.000133287798271317,0.00199827475442248,0.000133091382876345,0.000173833808701863,0.00239729743477119
"Terrestrial",1,1,1,"detritus","basal",0.169513094941641,0,6.28771904616222e-05,7.55440568312335e-05,6.28771904616222e-05,6.56564336901458e-05,8.29484914621541e-05,6.56564336901458e-05
