Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,F1Score,F1,predictive,290,290,5800,5800,202,5598
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,PR_AUC,PR-AUC,predictive,290,290,5800,5800,213,5587
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,Precision,Precision,predictive,290,290,5800,5800,164,5636
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,185,5615
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,Recall,Recall,predictive,290,290,5800,5800,264,5536
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,TestMCC,MCC,predictive,290,290,5800,5800,169,5631
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,TestTPR,TPR,predictive,290,290,5800,5800,264,5536
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,TestTSS,TSS,predictive,290,290,5800,5800,222,5578
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,TrainConnectance,Training-graph connectance,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,66.6666666667,0.5,10,3,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,F1Score,F1,predictive,290,290,5800,5800,209,5591
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,PR_AUC,PR-AUC,predictive,290,290,5800,5800,180,5620
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,Precision,Precision,predictive,290,290,5800,5800,163,5637
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,138,5662
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,Recall,Recall,predictive,290,290,5800,5800,270,5530
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,TestMCC,MCC,predictive,290,290,5800,5800,192,5608
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,TestTPR,TPR,predictive,290,290,5800,5800,270,5530
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,TestTSS,TSS,predictive,290,290,5800,5800,202,5598
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,TrainConnectance,Training-graph connectance,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,80,0.5,10,5,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,F1Score,F1,predictive,290,290,5800,5800,170,5630
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,PR_AUC,PR-AUC,predictive,290,290,5800,5800,176,5624
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,Precision,Precision,predictive,290,290,5800,5800,153,5647
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,PseudoConnectance,Pseudo connectance,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,ROC_AUC,ROC-AUC,predictive,290,290,5800,5800,157,5643
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,Recall,Recall,predictive,290,290,5800,5800,226,5574
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,TestMCC,MCC,predictive,290,290,5800,5800,170,5630
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,TestTPR,TPR,predictive,290,290,5800,5800,226,5574
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,TestTSS,TSS,predictive,290,290,5800,5800,181,5619
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,TrainConnectance,Training-graph connectance,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,TrainMeanGenerality,Training-graph mean generality,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,TrainMeanTrophicHeight,Training-graph average trophic height,train_ecological,290,0,5800,0,0,0
kfold_cvK3-5-10_roleonly_thresh0p50_trophicv2,90,0.5,10,10,TrainMeanVulnerability,Training-graph mean vulnerability,train_ecological,290,0,5800,0,0,0
