"node","mass","abundance","biomass","group","mode","efficiency","growth","mte","mte.2","mte.3","new","new.2","new.3"
"Achnanthes",1.48e-07,290864211.9,43.0479033612,"plant","basal",0.457939251625411,3.37969206992343,0.00240075929235763,0.00295820089257379,0.103347654010914,0.00130878240526775,0.00208824773466101,0.056340338502805
"Amphora",5.61e-08,935348.3262,0.05247304109982,"plant","basal",0.457939251625411,3.71538025107906,0.00336541428972525,0.00414684287068576,0.000176593522342674,0.00174550053470839,0.00284601486456395,9.1591721297511e-05
"Capnia vidua",0.078610328,4,0.314441312,"invertebrate","scraper",0.871955268793289,NA,2.43732798194653e-05,3.00326060785907e-05,7.66396608417579e-06,2.61500649353416e-05,3.10893132257566e-05,8.22266072715402e-06
"Cocconeis",5.41333e-07,4954337.662,2.68194646958345,"plant","basal",0.457939251625411,2.97248500023156,0.00152844526277187,0.00188334088926579,0.00409920837644255,0.000890623405581117,0.00138050834623959,0.00238860429832666
"CPOM",1,1,1,"detritus","basal",0.117363080963621,0,1.00539474065883e-05,1.23884124021664e-05,1.00539474065883e-05,1.22919894833981e-05,1.38073297248672e-05,1.22919894833981e-05
"Cymbella",3.02e-07,980228.4871,0.2960290031042,"plant","basal",0.457939251625411,3.15013694712275,0.00187283706268591,0.00230769835531577,0.000554414088643509,0.00105907556658938,0.00166313913310502,0.000313517084189469
"Diamesa bertrami",0.018188631,708,12.877550748,"invertebrate","collector gatherer",0.871955268793289,NA,4.05740197225902e-05,4.99950585386688e-05,0.000522493998028008,4.03793320934191e-05,4.96003423500181e-05,0.000519986898203349
"Diamesa zernyi",0.031696207,240,7.60708968,"invertebrate","collector gatherer",0.871955268793289,NA,3.34397708794912e-05,4.12042808198525e-05,0.000254379335958942,3.42422654709661e-05,4.15436580630205e-05,0.000260483984284007
"Diatoma",1.19e-06,27617933.3,32.865340627,"plant","basal",0.457939251625411,2.74641209925091,0.00116182824458015,0.00143159764540962,0.0381838810081962,0.000704944729069257,0.00107365649545889,0.0231682486440694
"Dicranota exclusa",0.70773935,48,33.9714888,"invertebrate","predator",0.871955268793289,NA,1.13398797706831e-05,1.39729303833585e-05,0.000385232598623106,1.36202069142506e-05,1.54177773309119e-05,0.000462698706641145
"Eukiefferiella minor",0.008746389,3680,32.18671152,"invertebrate","collector gatherer",0.871955268793289,NA,5.23553210485862e-05,6.45119058582586e-05,0.00168514561512783,5.01812322131074e-05,6.26561045665544e-05,0.00161516884496142
"FPOM",1,1,1,"detritus","basal",0.117363080963621,0,1.00539474065883e-05,1.23884124021664e-05,1.00539474065883e-05,1.22919894833981e-05,1.38073297248672e-05,1.22919894833981e-05
"Fragilaria",8.184e-07,30975906.41,25.350681805944,"plant","basal",0.457939251625411,2.85195107574884,0.00132358032998878,0.0016309075741287,0.0335536637901519,0.000787795452086947,0.00120990778365323,0.019971151834026
"Gomphonema",9.58333e-08,772882.7774,0.0740679070714074,"plant","basal",0.457939251625411,3.52662897244956,0.00279297391500954,0.00344148534783043,0.000206869732389792,0.00148899071620178,0.00239893789253646,0.000110286425997822
"Limoniinae indet.",0.092152392,4,0.368609568,"invertebrate","collector gatherer",0.871955268793289,NA,2.30610889626935e-05,2.84157325435861e-05,8.50053804014802e-06,2.49450137800726e-05,2.95516374896955e-05,9.19497075322663e-06
"Melosira",6.88e-07,89760.32185,0.0617551014328,"plant","basal",0.457939251625411,2.90204557949539,0.00140603296849257,0.00173250521017386,8.68297085871195e-05,0.000829444615180232,0.00127881720886233,5.1222436343345e-05
"Meridion",5.06e-07,109906330.9,55.6126034354,"plant","basal",0.457939251625411,2.99257895865798,0.00156479186135255,0.00192812694537131,0.0870221492443406,0.000908647138554648,0.0014105693059461,0.0505322329791506
"Micropsectra atrofasciata",0.083722887,496,41.526551952,"invertebrate","collector gatherer",0.871955268793289,NA,2.38443801593769e-05,2.93808991575612e-05,0.000990174891451601,2.56655304833321e-05,3.04703803414716e-05,0.00106580098499173
"Navicula",1.48625e-07,9979171.822,1.48315441204475,"plant","basal",0.457939251625411,3.37829399751346,0.00239723929021403,0.0029538635674966,0.00355547603000797,0.00130714633860402,0.0020854411376227,0.0019386998592887
"Nitzschia",8.485e-08,11443016.95,0.9709399882075,"plant","basal",0.457939251625411,3.5687768810069,0.00291389256937534,0.00359048057297124,0.00282921481694721,0.00154377352005716,0.00249396549903114,0.00149891144335935
"Oligochaeta indet.",0.066199915,1520,100.6238708,"invertebrate","collector gatherer",0.871955268793289,NA,2.58759493562654e-05,3.18841862762208e-05,0.0026037381848522,2.75183625935592e-05,3.28417562739694e-05,0.00276900416224186
"Paracricotopus sp.",0.215372083,8,1.722976664,"invertebrate","collector gatherer",0.871955268793289,NA,1.71597127806379e-05,2.11440929649148e-05,2.95657846819816e-05,1.93887153452794e-05,2.25381633818431e-05,3.34063040848551e-05
"Rheocricotopus effesus",0.043401935,8,0.34721548,"invertebrate","collector gatherer",0.871955268793289,NA,2.99733595216963e-05,3.69329899806168e-05,1.04072144135384e-05,3.11921406066908e-05,3.75786313610309e-05,1.08303940729796e-05
"Simulium aureum",0.468924587,36,16.881285132,"invertebrate","filter feeder",0.871955268793289,NA,1.30874064224731e-05,1.61262220180418e-05,0.000220932239456137,1.5390312052698e-05,1.75822848154162e-05,0.000259808246032052
"Simulium vittatum",0.000626218,4,0.002504872,"invertebrate","filter feeder",0.871955268793289,NA,0.000131119875989443,0.000161565107931009,3.28438506009427e-07,0.000109758450234347,0.000145350526736793,2.7493086875541e-07
"Thienemanniella sp.",0.008746389,372,3.253656708,"invertebrate","collector gatherer",0.871955268793289,NA,5.23553210485862e-05,6.45119058582586e-05,0.000170346241529226,5.01812322131074e-05,6.26561045665544e-05,0.000163272502805883
