"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Cricotopus sp. A","Achnanthes","plant",9.35537440957131e-06,1.12276488761678e-05,1.23854418830287e-05,1.64371827346342e-05
"Cricotopus sp. A","Amphora","plant",4.71495328975456e-06,5.65854851845768e-06,6.24205696051089e-06,8.28406704168579e-06
"Cricotopus sp. A","Cocconeis","plant",0.000892210721422201,0.00107076726864424,0.00118118458479698,0.00156759420027194
"Cricotopus sp. A","CPOM","detritus",7.19642248362702e-05,8.63662973531664e-05,9.52723734343496e-05,0.000126439526864888
"Cricotopus sp. A","Cymbella","plant",1.3473883403117e-05,1.61703877606279e-05,1.78378750568528e-05,2.36733105428261e-05
"Cricotopus sp. A","Diatoma","plant",3.08562655373985e-05,3.70314751624765e-05,4.08501538056842e-05,5.42137655792501e-05
"Cricotopus sp. A","Filamentous algae","plant",7.19642248362702e-05,8.63662973531664e-05,9.52723734343496e-05,0.000126439526864888
"Cricotopus sp. A","FPOM","detritus",7.19642248362702e-05,8.63662973531664e-05,9.52723734343496e-05,0.000126439526864888
"Cricotopus sp. A","Fragilaria","plant",0.000155330799332703,0.000186416876354816,0.00020564014902614,0.000272912726008731
"Cricotopus sp. A","Gomphonema","plant",2.27900662497672e-05,2.73510017359865e-05,3.01714318090877e-05,4.00416345815718e-05
"Cricotopus sp. A","Macrophytes","plant",7.19642248362702e-05,8.63662973531664e-05,9.52723734343496e-05,0.000126439526864888
"Cricotopus sp. A","Melosira","plant",2.01652422642077e-06,2.42008763875607e-06,2.66964661366218e-06,3.54298777872364e-06
"Cricotopus sp. A","Meridion","plant",7.32541876498544e-06,8.79144181338183e-06,9.69801361341053e-06,1.28705962558372e-05
"Cricotopus sp. A","Navicula","plant",4.91182363747688e-05,5.89481817925221e-05,6.50269070358287e-05,8.62996382131996e-05
"Cricotopus sp. A","Nitzschia","plant",9.5963597267629e-07,1.15168621569288e-06,1.27044787820422e-06,1.6860588524892e-06
"Cricotopus sp. A","Rhoicosphenia","plant",0.000172764264492351,0.000207339269937181,0.000228720055837109,0.000303542932773502
"Cricotopus sp. A","Rhopalodia","plant",0.000573094912468467,0.000687787379554907,0.000758711882720135,0.00100691489064253
"Cricotopus sp. A","Synedra","plant",0.0102498532511492,0.0123011381798267,0.0135696291985709,0.0180087619710823
"Eukiefferiella minor","Achnanthes","plant",2.99085232561816e-06,3.58940629015931e-06,3.96071040150657e-06,5.2567118021774e-06
"Eukiefferiella minor","Amphora","plant",1.50733988769238e-06,1.80900114256655e-06,1.99613224653445e-06,2.64929542313247e-06
"Eukiefferiella minor","Cocconeis","plant",0.000285233962242813,0.000342317328566134,0.000377728151751707,0.000501326234953349
"Eukiefferiella minor","CPOM","detritus",2.30064944266329e-05,2.76107432995387e-05,3.04669210837531e-05,4.04361357942385e-05
"Eukiefferiella minor","Cymbella","plant",4.30751285272901e-06,5.16956775033417e-06,5.70433077363685e-06,7.5708698343344e-06
"Eukiefferiella minor","Diatoma","plant",9.86454731817073e-06,1.1838721654737e-05,1.30633715461552e-05,1.73378945748677e-05
