Score,Label
0.03786956,1
0.03109973,1
0.01526119,1
0.03109973,1
0.9858234,1
0.02251209,1
0.02136785,1
0.0003667103,1
0.0003667103,1
0.2729386,1
0.2729386,1
0.0003422861,1
3.237984e-05,1
0.9858234,1
0.8315493,1
0.02634109,1
0.0003422861,1
0.001895992,1
0.001895992,1
0.001895992,1
0.001895992,1
0.001895992,1
0.001895992,1
0.02251209,1
0.9858234,1
0.9858234,1
0.0003422861,1
0.00739859,1
0.006764037,1
0.02251209,1
0.001226314,1
0.001226314,1
0.0001512522,1
0.9858234,1
0.0008151419,1
0.4008949,1
0.0007876487,1
0.9410647,1
0.9410647,1
0.02001456,1
0.05988094,1
0.006781281,1
0.006781281,1
0.1177082,1
0.05988094,1
0.00268344,1
0.8315493,1
0.006421227,1
0.006421227,1
0.002354464,1
1.156079e-05,1
0.0001056794,1
0.002354464,1
0.02251209,1
0.0002705019,1
0.0003912059,1
0.0002705019,1
0.0003912059,1
0.0004139168,1
0.0004139168,1
0.0004139168,1
0.001392427,1
0.0002705019,1
1.481346e-06,0
1.807959e-09,0
5.172145e-07,0
2.611373e-06,0
0.007764613,0
1.903434e-11,0
1.281192e-06,0
2.745282e-06,0
6.016997e-11,0
8.634787e-09,0
7.098824e-10,0
7.923636e-09,0
0.03109973,0
1.152517e-06,0
4.623459e-06,0
1.728357e-10,0
3.598911e-09,0
8.331268e-12,0
1.634124e-10,0
5.248313e-06,0
1.152517e-06,0
5.64932e-11,0
3.721288e-11,0
1.124291e-05,0
1.979862e-11,0
1.439937e-11,0
3.521634e-10,0
1.152517e-06,0
2.689346e-11,0
1.439937e-11,0
4.013646e-11,0
0.0003667103,0
4.22508e-11,0
1.221113e-11,0
1.776431e-07,0
1.345196e-07,0
4.308985e-12,0
0.0001150016,0
8.331268e-12,0
2.689346e-11,0
4.623459e-06,0
4.786828e-12,0
1.372732e-08,0
8.112615e-06,0
9.41851e-09,0
8.331268e-12,0
2.651835e-12,0
2.439525e-08,0
4.623459e-06,0
1.152517e-06,0
2.006194e-08,0
0.0001757573,0
2.689346e-11,0
7.783008e-11,0
1.556142e-10,0
2.30919e-05,0
2.257817e-06,0
5.872915e-07,0
1.2615e-08,0
4.623459e-06,0
1.546019e-09,0
1.152517e-06,0
5.121578e-12,0
2.295676e-09,0
1.009835e-10,0
1.152517e-06,0
1.152517e-06,0
7.128585e-12,0
8.241796e-08,0
2.743354e-09,0
1.78939e-08,0
3.695849e-09,0
4.564976e-07,0
2.195336e-11,0
1.481346e-06,0
8.157328e-08,0
7.029552e-11,0
8.207359e-05,0
1.152517e-06,0
4.623459e-06,0
1.783006e-07,0
1.152517e-06,0
9.361618e-11,0
1.354241e-05,0
1.152517e-06,0
4.623459e-06,0
4.52767e-09,0
5.081887e-07,0
1.152517e-06,0
1.37327e-09,0
1.776431e-07,0
2.506848e-10,0
1.152517e-06,0
1.480763e-10,0
4.623459e-06,0
7.341178e-12,0
1.152517e-06,0
8.881421e-08,0
9.013903e-08,0
0.0001382727,0
2.926342e-05,0
1.776431e-07,0
0.0003667103,0
0.0003464294,0
1.481346e-06,0
8.331268e-12,0
0.0001487786,0
5.298528e-11,0
1.546019e-09,0
7.64042e-12,0
9.567293e-05,0
1.475496e-11,0
9.306753e-05,0
5.727021e-11,0
7.058823e-06,0
1.152517e-06,0
8.151154e-08,0
3.521634e-10,0
7.923636e-09,0
0.0001757573,0
1.152517e-06,0
2.139722e-06,0
5.837666e-09,0
6.016997e-11,0
5.75031e-12,0
9.904206e-07,0
