Scenario,Foodweb,Version,TrainRatio,Threshold,K,Metric,MetricLabel,MetricFamily,Formula,ReferenceFormula,TotalRunUnits,ValidRunsBeforeTukey,InvalidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey,ExpectedRuns,MinimumRetainedRuns,MeetsMinimumRetainedRuns,Q1,Q3,IQR,LowerFence,UpperFence,MeanBeforeTukey,MeanAfterTukey,StdAfterTukey,SEAfterTukey,ReferenceValue,DeltaAfterTukey,RelativeDeltaAfterTukey
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW01,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,0,100,100,25,1,0.762351190477,0.846640701071,0.0842895105945,0.635916924585,0.973074966963,0.802132145764,0.802132145764,0.0578233586075,0.00578233586075,0.982905982905,-0.180773837142,-0.183917729961
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW02,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,3,97,100,25,1,0.682363189178,0.729904256786,0.0475410676079,0.611051587766,0.801215858198,0.705634596133,0.704563898462,0.0356937797835,0.00362415424223,0.967105263157,-0.262541364695,-0.271471343087
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW03,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,1,99,100,25,1,0.741473892929,0.814814814814,0.0733409218851,0.631462510102,0.924826197642,0.781715600073,0.780035434942,0.0579901650063,0.00582823087444,0.97478991597,-0.194754481028,-0.199791234847
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW04,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,3,97,100,25,1,0.780487804879,0.843569081521,0.0630812766419,0.685865889916,0.938190996483,0.816122068176,0.811550392276,0.0500469327454,0.00508149612397,1.02608695652,-0.214536564246,-0.209082244816
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW05,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,0,100,100,25,1,0.693181818183,0.793545534924,0.100363716741,0.542636243072,0.944091110036,0.742259193362,0.742259193362,0.0621424071368,0.00621424071368,0.975409836066,-0.233150642704,-0.239028389999
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW06,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,0,100,100,25,1,0.712193601995,0.800617283953,0.0884236819573,0.579558079059,0.933252806889,0.754161562775,0.754161562775,0.0613872290001,0.00613872290001,0.96581196581,-0.211650403035,-0.219142452701
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW07,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,0,100,100,25,1,0.691452991452,0.770768025078,0.0793150336255,0.572480441014,0.889740575516,0.725070087548,0.725070087548,0.0562641481709,0.00562641481709,1.00826446281,-0.283194375262,-0.280873109891
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW08,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,2,98,100,25,1,0.751856435644,0.818423597679,0.0665671620347,0.652005692592,0.918274340731,0.787435248178,0.78437936633,0.046657230615,0.00471309202275,0.98484848485,-0.20046911852,-0.203553258804
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW09,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,0,100,100,25,1,0.729791666667,0.8,0.0702083333335,0.624479166667,0.905312500001,0.763205071974,0.763205071974,0.046247233399,0.0046247233399,0.969465648855,-0.206260576881,-0.212756973003
result_wlnm_dir_neg_roleonly_trophicv2_100x290_train10-90_Apocrita_20260910_011848,AEW11,WLNM_dir_neg,10,0.5,10,ConsumerToResourceRatio,Consumer-to-resource ratio,training_ratio,TrainMeanVulnerability/TrainMeanGenerality,EmpiricalMeanVulnerability/EmpiricalMeanGenerality,100,100,0,2,98,100,25,1,0.746352074966,0.824999999999,0.0786479250332,0.628380187416,0.942971887549,0.785652196174,0.78559417048,0.0551072067167,0.0055666685088,0.966101694917,-0.180507524437,-0.186841121785
