"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Cricotopus sp. B","Achnanthes","plant",5.58971625445819e-05,6.85627980110912e-05,5.74407530216583e-05,6.96787317826547e-05
"Cricotopus sp. B","Cocconeis","plant",0.000268706673610586,0.00032959242559586,0.000276126961933474,0.000334956899176918
"Cricotopus sp. B","Diatoma","plant",0.000347463644535365,0.000426194794010792,0.000357058792990482,0.000433131575730585
"Cricotopus sp. B","FPOM","detritus",2.45423819975097e-06,3.01033952888794e-06,2.52201156321268e-06,3.05933606405874e-06
"Cricotopus sp. B","Fragilaria","plant",2.29186813487368e-05,2.8111783290265e-05,2.35515767707333e-05,2.85693330003484e-05
"Cricotopus sp. B","Gomphonema","plant",4.48824968552143e-05,5.50523394396478e-05,4.61219192441032e-05,5.59483758699923e-05
"Cricotopus sp. B","Meridion","plant",6.21929575991424e-05,7.62851457116704e-05,6.39104053678852e-05,7.75267690531584e-05
"Cricotopus sp. B","Synedra","plant",0.000287725968701077,0.000352921267852614,0.000295671471568782,0.000358665443599876
"Diamesa bertrami","Achnanthes","plant",4.53733595125423e-05,5.56544257655633e-05,4.60773501611396e-05,5.64171282314264e-05
"Diamesa bertrami","Cocconeis","plant",0.000218117055502207,0.000267539798773226,0.000221501252066508,0.000271206232510238
"Diamesa bertrami","Diatoma","plant",0.000282046389178827,0.000345954762830801,0.000286422481727091,0.000350695815263893
"Diamesa bertrami","FPOM","detritus",1.9921768314787e-06,2.44358052325304e-06,2.02308646379997e-06,2.47706797487946e-06
"Diamesa bertrami","Fragilaria","plant",1.86037630722354e-05,2.28191556011551e-05,1.889240987671e-05,2.31318751379486e-05
"Diamesa bertrami","Gomphonema","plant",3.64324336500616e-05,4.46875919222088e-05,3.69977013064756e-05,4.530000209595e-05
"Diamesa bertrami","Meridion","plant",5.0483840249378e-05,6.19228809527076e-05,5.12671225944073e-05,6.27714879295351e-05
"Diamesa bertrami","Synedra","plant",0.000233555572853204,0.000286476501434705,0.000237179305831825,0.000290402448581775
"Diamesa zernyi","Achnanthes","plant",2.20640524375716e-05,2.70635055827172e-05,2.25631812796934e-05,2.74751878287605e-05
"Diamesa zernyi","Cocconeis","plant",0.000106065457833227,0.000130098635249569,0.000108464850660415,0.000132077658188893
"Diamesa zernyi","Diatoma","plant",0.000137152866517392,0.000168230082809196,0.000140255512853654,0.000170789150337653
"Diamesa zernyi","FPOM","detritus",9.68751147080278e-07,1.18825869143721e-06,9.90666053225216e-07,1.20633414014345e-06
"Diamesa zernyi","Fragilaria","plant",9.04659492644565e-06,1.10964462665767e-05,9.25124529443937e-06,1.12652422087048e-05
"Diamesa zernyi","Gomphonema","plant",1.77162796654081e-05,2.17305789580748e-05,1.81170540100631e-05,2.20611382614858e-05
"Diamesa zernyi","Meridion","plant",2.45491652035234e-05,3.01117154890938e-05,2.51045117989759e-05,3.05697662256061e-05
"Diamesa zernyi","Synedra","plant",0.000113572864383024,0.000139307131270281,0.000116142088348401,0.000141426231196782
"Dicranota exclusa","Achnanthes","plant",2.54858970720556e-06,3.12606997124254e-06,2.7166816108812e-06,3.20183537994572e-06
"Dicranota exclusa","Cocconeis","plant",1.22514816753925e-05,1.50275224216715e-05,1.30595265607036e-05,1.53917389582648e-05
"Dicranota exclusa","Cricotopus sp. B","invertebrate",1.74331388589077e-06,2.13832817959102e-06,1.85829392718774e-06,2.19015405359851e-06
"Dicranota exclusa","Diamesa bertrami","invertebrate",1.18352475883763e-06,1.45169746168404e-06,1.26158398084492e-06,1.48688171939729e-06
"Dicranota exclusa","Diamesa zernyi","invertebrate",6.26783250050379e-07,7.68804916272173e-07,6.68122658035546e-07,7.87438158403736e-07
"Dicranota exclusa","Diatoma","plant",1.58423474068953e-05,1.94320358285482e-05,1.68872273759177e-05,1.99030029374192e-05
"Dicranota exclusa","Eukiefferiella minor","invertebrate",1.26994686037286e-05,1.55770178858575e-05,1.35370604088098e-05,1.59545523420135e-05
"Dicranota exclusa","FPOM","detritus",1.11899172161509e-07,1.37254200200212e-07,1.19279467552005e-07,1.40580779793779e-07
"Dicranota exclusa","Fragilaria","plant",1.04496029367373e-06,1.2817359286819e-06,1.11388051434812e-06,1.31280089120016e-06
"Dicranota exclusa","Gomphonema","plant",2.04638418681187e-06,2.51007062373818e-06,2.18135319050846e-06,2.57090628270642e-06
"Dicranota exclusa","Meridion","plant",2.83564181762228e-06,3.47816469249895e-06,3.02266620601981e-06,3.56246369152596e-06
"Dicranota exclusa","Metriocnemus sp. A","invertebrate",4.94320195143621e-07,6.06327300878716e-07,5.26923019518247e-07,6.21022632775177e-07
