"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS7","Hengill","August 2008",8.2,5.5,"mg","m^-2","mg m^-2",-0.262201782594733,0.0289278950387324,-1.66024358017708,-0.6618560159073,-0.365077456762217
