"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Cricotopus sp. B","Achnanthes","plant",3.24584752381077e-05,3.95554057074988e-05,3.22623771379148e-05,3.9454330550953e-05
"Cricotopus sp. B","Cocconeis","plant",0.000210742669896522,0.000256820807092367,0.000209469466614694,0.000256164557894139
"Cricotopus sp. B","CPOM","detritus",1.69506074130824e-06,2.06567975942945e-06,1.68482002024406e-06,2.06040136823807e-06
"Cricotopus sp. B","Diatoma","plant",3.94597110147987e-06,4.80874368509622e-06,3.92213149007669e-06,4.79645599616808e-06
"Cricotopus sp. B","Epithemia","plant",4.98850418138621e-05,6.0792229246992e-05,4.95836609924901e-05,6.06368880495499e-05
"Cricotopus sp. B","FPOM","detritus",1.69506074130824e-06,2.06567975942945e-06,1.68482002024406e-06,2.06040136823807e-06
"Cricotopus sp. B","Fragilaria","plant",4.24666211871156e-06,5.17517972659073e-06,4.2210058804708e-06,5.1619556907943e-06
"Cricotopus sp. B","Gomphonema","plant",1.64827688868386e-07,2.00866678338723e-07,1.63831881258535e-07,2.00353407634131e-07
"Cricotopus sp. B","Macrophytes","plant",1.69506074130824e-06,2.06567975942945e-06,1.68482002024406e-06,2.06040136823807e-06
"Cricotopus sp. B","Melosira","plant",1.12968075047332e-05,1.37668143919656e-05,1.12285577649142e-05,1.37316363197169e-05
"Cricotopus sp. B","Meridion","plant",3.7854472271591e-05,4.61312183508882e-05,3.76257742184073e-05,4.60133401485776e-05
"Cricotopus sp. B","Rhopalodia","plant",1.29810626629711e-05,1.58193259659175e-05,1.29026374840919e-05,1.57789031508848e-05
"Cricotopus sp. B","Synedra","plant",0.00029292719279175,0.000356974684381751,0.000291157471152642,0.000356062513934718
"Dicranota exclusa","Achnanthes","plant",2.32889353467998e-05,2.83809784464811e-05,2.37597118361707e-05,2.85767403890731e-05
"Dicranota exclusa","Cocconeis","plant",0.000151207731664175,0.000184268765806504,0.000154264335326755,0.000185539786522767
"Dicranota exclusa","CPOM","detritus",1.21620500419808e-06,1.48212391406683e-06,1.2407901006701e-06,1.49234708016122e-06
"Dicranota exclusa","Cricotopus sp. B","invertebrate",8.04140520150188e-06,9.79962992316894e-06,8.20395898311527e-06,9.8672243013564e-06
"Dicranota exclusa","Diatoma","plant",2.83123175653099e-06,3.45027053673969e-06,2.88846397118945e-06,3.4740692815227e-06
"Dicranota exclusa","Epithemia","plant",3.57924857853911e-05,4.36183858340589e-05,3.6516016533061e-05,4.39192500188404e-05
"Dicranota exclusa","Eukiefferiella minor","invertebrate",6.59050256181224e-05,8.03149256816388e-05,6.7237269283639e-05,8.08689096078877e-05
"Dicranota exclusa","FPOM","detritus",1.21620500419808e-06,1.48212391406683e-06,1.2407901006701e-06,1.49234708016122e-06
"Dicranota exclusa","Fragilaria","plant",3.04697737022052e-06,3.71318816353824e-06,3.10857079594756e-06,3.73880042103931e-06
"Dicranota exclusa","Gomphonema","plant",1.18263761968446e-07,1.44121714000441e-07,1.20654416493878e-07,1.45115814565213e-07
"Dicranota exclusa","Macrophytes","plant",1.21620500419808e-06,1.48212391406683e-06,1.2407901006701e-06,1.49234708016122e-06
"Dicranota exclusa","Melosira","plant",8.1054522023294e-06,9.87768057353057e-06,8.26930066838222e-06,9.94581331747467e-06
"Dicranota exclusa","Meridion","plant",2.71605597876416e-05,3.3099119837324e-05,2.77095996125957e-05,3.33274258490303e-05
"Dicranota exclusa","Micropsectra atrofasciata","invertebrate",6.77373357338878e-06,8.25478639043796e-06,6.91066188136539e-06,8.31172498480394e-06
"Dicranota exclusa","Oligochaeta indet.","invertebrate",1.34055489388848e-05,1.63366246602603e-05,1.36765367351734e-05,1.64493089140791e-05
"Dicranota exclusa","Rheocricotopus effesus","invertebrate",1.31784373071887e-05,1.60598558759372e-05,1.34448341329124e-05,1.61706310766566e-05
