Prey,Predator,PreyMass,PredatorMass
Enchytraeidae,roots,-999,-999
algae,saphrophytes,-999,-999
amoebae,roots,2.8e-08,-999
bacteria,algae,9.5e-16,-999
bacterivorous nematodes,dead organic matter,8.52e-07,-999
mykorrhiza,leaf litter,-999,-999
Leptogamasus sp. (juv),bacterivorous nematodes,6.45e-05,8.52e-07
bacteria,predacious nematodes,9.5e-16,3.56e-06
roots,predacious nematodes,-999,3.56e-06
Uropoda athiasae (juv),Microppia minus,1.6e-05,3.83e-06
Uropoda athiasae (juv),Leitneria granulata (juv),1.6e-05,4.8e-06
Oribatida sp. (juv),Oppiella falcata,7.36e-07,6.68e-06
ciliates,Oppiella falcata,2.63e-09,6.68e-06
bacteria,Chamobates voigtsi,9.5e-16,1.17e-05
mykorrhiza,Mesaphorura sp.,-999,1.46e-05
amoebae,Oppiella subpectinata,2.8e-08,1.52e-05
Enchytraeidae,Chamobates borealis,-999,1.99e-05
bacteria,Hypochthonius rufulus,9.5e-16,2.51e-05
Enchytraeidae,Trachytes aegrota,-999,3.7e-05
amoebae,Veigaia nemorensis,2.8e-08,4.83e-05
mykorrhiza,Lithobius sp2 {l},-999,0.000157031
omnivorous nematodes,Lithobius sp3 {m},6.02e-05,0.000204057
bacteria,Phthiracarus lentulus,9.5e-16,0.000228193
plants,Lithobius aeruginosus (juv),-999,0.000229612
omnivorous nematodes,Trimium brevicorne,6.02e-05,0.000392886
Enchytraeidae,Trichoniscus pusillus {m},-999,0.000404192
roots,Trichoniscus pusillus {m},-999,0.000404192
amoebae,Scydmaenidae sp1 {m},2.8e-08,0.00043222
flagellates,Scydmaenidae sp1 {m},3.63e-07,0.00043222
bacteria,Acrotrichis sp.,9.5e-16,0.000456894
Arrhophalites sp.,Linyphiidae (juv),5.1e-06,0.000519895
Protaphorura armata,Linyphiidae (juv),8.73e-06,0.000519895
Folsomia quadrioculata,Malthinus seriepunctatus (juv),5.41e-06,0.0006095
Sminthurinus aureus,Malthinus seriepunctatus (juv),5.1e-06,0.0006095
Entomobryidae (juv),Atheta sp.,6.75e-06,0.000743498
fungivorous nematodes,Atheta sp.,5.35e-07,0.000743498
Folsomia quadrioculata,Hahnia pusilla,5.41e-06,0.001021355
Lepidocyrtus cyaneus,Hahnia pusilla,8.99e-06,0.001021355
Ceratophysella sp.,Monocephalus fuscipes,5.96e-06,0.001036461
Gamasina sp. (juv),Monocephalus fuscipes,5.62e-06,0.001036461
fungivorous nematodes,Monocephalus fuscipes,5.35e-07,0.001036461
Uropoda athiasae,Ozyptila sp. (juv),2.17e-05,0.00130243
algae,Nargus anisotomoides,-999,0.001385543
Lepidocyrtus curvicolis,Diplostyla concolor,1.26e-05,0.001495787
Mesaphorura sp.,Diplostyla concolor,1.46e-05,0.001495787
Gamasina sp. (juv),Neobisium carcinoides,5.62e-06,0.001549189
Gamasina sp. (juv),Diplocephalus picinus,5.62e-06,0.001612679
saphrophytes,Diplocephalus picinus,-999,0.001612679
Lithobius crassipes,Lithobius aeruginosus {l},0.003348347,0.002201557
Lepidocyrtus curvicolis,Harpactea lepida (juv) small,1.26e-05,0.002996785
Lepidocyrtus sp. (juv),Lithobius lapidicola,8.99e-06,0.003398146
Dicyrtomina ornata,Theridiidae sp. (juv),2.68e-05,0.003831577
Veigaia nemorensis (juv),Theridiidae sp. (juv),1.79e-05,0.003831577
Trachytes aegrota,Malthodes sp. (juv),3.7e-05,0.004000437
Dicyrtomina ornata,Staphylinidae spec,2.68e-05,0.004003596
Trachytes aegrota,Staphylinidae spec,3.7e-05,0.004003596
Veigaia nemorensis (juv),Staphylinidae spec,1.79e-05,0.004003596
Dicyrtomina ornata,Metellina segmentata,2.68e-05,0.004189325
Enchytraeidae,Julidae sp.,-999,0.00617
Epicrius canestrinii,Agelenidae sp. (juv),2.2e-05,0.009143081
Geholaspis mandibularis,Agelenidae sp. (juv),7.64e-05,0.009143081
Megalothorax minimus,Agelenidae sp. (juv),1.52e-05,0.009143081
roots,Aegopinella nitens (juv),-999,0.009240836
Lepidocyrtus cyaneus,Harpactea lepida small,8.99e-06,0.009772251
Mesaphorura sp.,Harpactea lepida small,1.46e-05,0.009772251
Uroseius cylindricus (juv),Harpactea lepida small,2.39e-05,0.009772251
Sminthurinus aureus,Staphylinidae sp. (juv) {s},5.1e-06,0.010186866
Amaurobius sp. (juv),Coelotes sp. (juv) {xl},0.012068147,0.018715775
Helicodonta obvoluta,Arion silvaticus,0.071694192,0.192352467
roots,Octolasion tyrtaeum{xxl},-999,0.495
roots,Aporrectodea caliginosa,-999,0.607275641
Dalopius marginatus (juv) {m},Carabidae sp. (juv),0.000184087,0.623319917
Lithobius crassipes,Carabidae sp. (juv),0.003348347,0.623319917
Malthodes sp. (juv),Carabidae sp. (juv),0.004000437,0.623319917
