"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS1","Hengill","August 2008",22.7,10.3,"mg","m^-2","mg m^-2",1.75930931303297,2.02269212977357,0.361267515450629,0.0433765340936264,0.330223398777689
