Scenario,Foodweb,Version,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,SourceColumn,ReferenceColumn,TotalRunUnits,ValidRunsBeforeTukey,InvalidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey,ExpectedRuns,MinimumRetainedRuns,MeetsMinimumRetainedRuns,Q1,Q3,IQR,LowerFence,UpperFence,MeanBeforeTukey,MeanAfterTukey,StdAfterTukey,SEAfterTukey,ReferenceValue,DeltaAfterTukey,RelativeDeltaAfterTukey
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW01,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.787625054965,0.792677719548,0.00505266458305,0.78004605809,0.800256716422,0.790620139186,0.790620139186,0.00425903550215,0.00095234929014,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW02,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,1,19,20,10,1,0.721027081679,0.723947593475,0.00292051179567,0.716646313986,0.728328361169,0.722634500454,0.722971468396,0.00212726679821,0.00048802847365,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW03,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.763776317026,0.767728849714,0.0039525326881,0.757847517993,0.773657648746,0.765733299345,0.765733299345,0.00341085656396,0.000762690713851,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW04,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.751575746643,0.755990510959,0.0044147643163,0.744953600169,0.762612657434,0.753135377448,0.753135377448,0.00362781750206,0.000811204654458,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW05,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,1,19,20,10,1,0.687001751271,0.692113029909,0.0051112786378,0.679334833314,0.699779947866,0.688814165705,0.689321959688,0.00343183748753,0.000787317515727,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW06,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.684546779807,0.691026904114,0.00648012430715,0.674826593346,0.700747090575,0.688002883545,0.688002883545,0.00441974473939,0.000988284968046,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW07,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.69609957312,0.699696268684,0.00359669556415,0.690704529774,0.705091312031,0.697695978059,0.697695978059,0.00336782177926,0.000753067843454,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW08,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.74391670128,0.747971703048,0.00405500176835,0.737834198627,0.754054205701,0.746251248019,0.746251248019,0.00315843067318,0.000706246568744,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW09,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.666932196338,0.673049810433,0.00611761409467,0.657755775196,0.682226231575,0.670226842066,0.670226842066,0.00381912875839,0.000853983151859,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW11,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.778644328043,0.783298057028,0.00465372898497,0.771663734565,0.790278650505,0.781623746228,0.781623746228,0.00399980725102,0.000894384091017,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW17,WLNM_dir_neg_kfold,90,0.5,10,10,F1Score,F1,predictive,F1Score,,20,20,0,1,19,20,10,1,0.711551078136,0.714538175893,0.0029870977574,0.7070704315,0.71901882253,0.712807251154,0.713109874135,0.00245061979826,0.000562210739455,,,
