Scenario,Foodweb,Version,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,SourceColumn,ReferenceColumn,TotalRunUnits,ValidRunsBeforeTukey,InvalidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey,ExpectedRuns,MinimumRetainedRuns,MeetsMinimumRetainedRuns,Q1,Q3,IQR,LowerFence,UpperFence,MeanBeforeTukey,MeanAfterTukey,StdAfterTukey,SEAfterTukey,ReferenceValue,DeltaAfterTukey,RelativeDeltaAfterTukey
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW01,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,1,19,20,10,1,0.718189290804,0.726008256793,0.00781896598917,0.70646084182,0.737736705776,0.721439599601,0.722300663644,0.00522126109687,0.00119783944627,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW02,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.660994149503,0.667412845446,0.00641869594275,0.651366105589,0.67704088936,0.664158119167,0.664158119167,0.00427335713026,0.000955551703539,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW03,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.689050403812,0.695333848637,0.00628344482517,0.679625236574,0.704759015875,0.692534509864,0.692534509864,0.00494713769069,0.00110621361704,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW04,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.672314165142,0.681338535217,0.00902437007542,0.658777610028,0.69487509033,0.676792418702,0.676792418702,0.00640940159511,0.00143318576618,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW05,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,1,19,20,10,1,0.63534483347,0.642167649563,0.00682281609317,0.62511060933,0.652401873703,0.638778796064,0.638049394121,0.00509568982109,0.00116903141988,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW06,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.617704375899,0.625848967566,0.00814459166717,0.605487488398,0.638065855067,0.622205084943,0.622205084943,0.00657077263852,0.00146926942844,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW07,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.610843494295,0.616423066719,0.005579572424,0.602474135659,0.624792425355,0.613438107814,0.613438107814,0.00400104198993,0.00089466018703,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW08,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.649575564287,0.657136008957,0.00756044466958,0.638234897283,0.668476675961,0.65312203615,0.65312203615,0.00563277240039,0.00125952619891,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW09,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.599590725795,0.605840812803,0.00625008700825,0.590215595283,0.615215943316,0.602476451132,0.602476451132,0.0045708824365,0.00102208038452,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW11,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.682623157601,0.69217153242,0.00954837481975,0.668300595371,0.70649409465,0.688800412996,0.688800412996,0.00643753656821,0.00143947693742,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW17,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.65174794771,0.656744181703,0.00499623399358,0.64425359672,0.664238532694,0.653941124681,0.653941124681,0.00362687649665,0.00081099423925,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW18,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.61923770996,0.629180673571,0.00994296361083,0.604323264544,0.644095118987,0.62417462094,0.62417462094,0.00754979720389,0.00168818597642,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW25,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.664235793771,0.672243951045,0.0080081572745,0.652223557859,0.684256186957,0.668197297102,0.668197297102,0.00543700943193,0.00121575226841,,,
kfold_cvK3-5-10_roleonly_5_role_constraints_thresh0p50,AEW27,WLNM_dir_neg_kfold,66.6666666667,0.5,10,3,F1Score,F1,predictive,F1Score,,20,20,0,0,20,20,10,1,0.562810433538,0.570363508084,0.007553074546,0.551480821719,0.581693119903,0.567058783088,0.567058783088,0.00621457933833,0.00138962218521,,,
