Scenario,TrainRatio,Threshold,K,CvK,Metric,MetricLabel,MetricFamily,FoodwebGroups,RetainedFoodwebGroups,TotalRunUnits,ValidRunsBeforeTukey,OutlierRunsExcluded,RetainedRunsAfterTukey
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,F1Score,F1,predictive,269,269,5380,5380,181,5199
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,PR_AUC,PR-AUC,predictive,269,269,5380,5380,212,5168
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,Precision,Precision,predictive,269,269,5380,5380,169,5211
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,269,0,5380,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,269,0,5380,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,269,0,5380,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,269,0,5380,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,ROC_AUC,ROC-AUC,predictive,269,269,5380,5380,98,5282
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,Recall,Recall,predictive,269,269,5380,5380,238,5142
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,TestMCC,MCC,predictive,269,269,5380,5380,292,5088
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,TestTPR,TPR,predictive,269,269,5380,5380,238,5142
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,10,0.5,10,0,TestTSS,TSS,predictive,269,269,5380,5380,332,5048
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,F1Score,F1,predictive,278,278,5560,5560,163,5397
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,PR_AUC,PR-AUC,predictive,278,278,5560,5560,178,5382
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,Precision,Precision,predictive,278,278,5560,5560,185,5375
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,278,0,5560,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,278,0,5560,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,278,0,5560,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,278,0,5560,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,ROC_AUC,ROC-AUC,predictive,278,278,5560,5560,106,5454
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,Recall,Recall,predictive,278,278,5560,5560,203,5357
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,TestMCC,MCC,predictive,278,278,5560,5560,261,5299
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,TestTPR,TPR,predictive,278,278,5560,5560,203,5357
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,20,0.5,10,0,TestTSS,TSS,predictive,278,278,5560,5560,261,5299
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,F1Score,F1,predictive,281,281,5620,5620,176,5444
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,PR_AUC,PR-AUC,predictive,281,281,5620,5620,179,5441
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,Precision,Precision,predictive,281,281,5620,5620,207,5413
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,PseudoConnectance,Pseudo connectance,pseudo_ecological,281,0,5620,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,PseudoMeanGenerality,Pseudo mean generality,pseudo_ecological,281,0,5620,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,PseudoMeanTrophicHeight,Pseudo average trophic height,pseudo_ecological,281,0,5620,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,PseudoMeanVulnerability,Pseudo mean vulnerability,pseudo_ecological,281,0,5620,0,0,0
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,ROC_AUC,ROC-AUC,predictive,281,281,5620,5620,121,5499
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,Recall,Recall,predictive,281,281,5620,5620,203,5417
original_legacy_uppertriangular_sweep_train10-90_threshold0p50,30,0.5,10,0,TestMCC,MCC,predictive,281,281,5620,5620,229,5391
