"consumer","resource","res_group","flux.mte","flux.mte.2","flux.new","flux.new.2"
"Chaetocladius sp.","Achnanthes","plant",1.41615284479689e-07,1.71356764365256e-07,1.49788363769557e-07,1.98936175943694e-07
"Chaetocladius sp.","Amphora","plant",9.19135452135631e-09,1.11216863116176e-08,9.72181752582885e-09,1.29116918907411e-08
"Chaetocladius sp.","Cocconeis","plant",1.13818187557168e-06,1.3772183149137e-06,1.20387005852111e-06,1.59887790845857e-06
"Chaetocladius sp.","CPOM","detritus",1.239530461486e-08,1.49985172852494e-08,1.3110678014077e-08,1.74124884103956e-08
"Chaetocladius sp.","Cymbella","plant",1.29868966551768e-08,1.57143531374697e-08,1.37364127577788e-08,1.82435361228778e-08
"Chaetocladius sp.","Diatoma","plant",1.8028222108919e-07,2.18144377507896e-07,1.90686895223971e-07,2.53254129918884e-07
"Chaetocladius sp.","Epithemia","plant",3.22531814706265e-06,3.90268666097596e-06,3.41146176177094e-06,4.53081361052145e-06
"Chaetocladius sp.","Eunotia","plant",4.4033542920986e-09,5.32812928081995e-09,4.65748620944728e-09,6.18567739643231e-09
"Chaetocladius sp.","Filamentous algae","plant",1.239530461486e-08,1.49985172852494e-08,1.3110678014077e-08,1.74124884103956e-08
"Chaetocladius sp.","FPOM","detritus",1.239530461486e-08,1.49985172852494e-08,1.3110678014077e-08,1.74124884103956e-08
"Chaetocladius sp.","Fragilaria","plant",5.70104770326673e-07,6.89835911083364e-07,6.03007373379241e-07,8.00863150561351e-07
"Chaetocladius sp.","Gomphonema","plant",1.95475015440691e-07,2.36527902219265e-07,2.0675651521845e-07,2.74596433620714e-07
"Chaetocladius sp.","Macrophytes","plant",1.239530461486e-08,1.49985172852494e-08,1.3110678014077e-08,1.74124884103956e-08
"Chaetocladius sp.","Melosira","plant",2.02174790547337e-06,2.44634737498153e-06,2.13842956166796e-06,2.84008042292023e-06
"Chaetocladius sp.","Meridion","plant",2.7716274391154e-08,3.35371363153172e-08,2.93158708545649e-08,3.89348484454946e-08
"Chaetocladius sp.","Navicula","plant",1.84870757003049e-08,2.23696579519575e-08,1.95540250489682e-08,2.59699943951156e-08
"Chaetocladius sp.","Nitzschia","plant",9.59529583140095e-09,1.16104617720986e-08,1.01490716044604e-08,1.34791344504988e-08
"Chaetocladius sp.","Pinnularia","plant",6.81913423701661e-09,8.25126174000728e-09,7.21268868286727e-09,9.57928018393637e-09
"Chaetocladius sp.","Rhoicosphenia","plant",2.4550589287223e-08,2.970660659247e-08,2.59674837530617e-08,3.44878052387405e-08
"Chaetocladius sp.","Rhopalodia","plant",8.04759478379817e-07,9.73771869428507e-07,8.51204768873967e-07,1.13049783977437e-06
"Chaetocladius sp.","Synedra","plant",6.37577108657126e-06,7.71478522069487e-06,6.74373760103367e-06,8.95645920788138e-06
"Eukiefferiella minor","Achnanthes","plant",4.31515810501663e-05,5.22141048063361e-05,4.49718013085933e-05,5.83455190089763e-05
"Eukiefferiella minor","Amphora","plant",2.80069683894893e-06,3.3888880713234e-06,2.91883585031078e-06,3.7868394779163e-06
"Eukiefferiella minor","Cocconeis","plant",0.000346815300580112,0.000419652073278116,0.000361444665731634,0.000468931107972064
"Eukiefferiella minor","CPOM","detritus",3.77697219403138e-06,4.57019690102437e-06,3.93629245845226e-06,5.10686740972574e-06
"Eukiefferiella minor","Cymbella","plant",3.95723615332193e-06,4.78831918146317e-06,4.12416031318719e-06,5.35060342141887e-06
"Eukiefferiella minor","Diatoma","plant",5.49337799504963e-05,6.64707543486954e-05,5.72509969957216e-05,7.42763028453219e-05
"Eukiefferiella minor","Epithemia","plant",0.000982786412828957,0.00118918731394887,0.00102424231536607,0.0013288315731656
"Eukiefferiella minor","Eunotia","plant",1.34174570440059e-06,1.62353381099934e-06,1.39834322999225e-06,1.81418264629298e-06
"Eukiefferiella minor","Filamentous algae","plant",3.77697219403138e-06,4.57019690102437e-06,3.93629245845226e-06,5.10686740972574e-06
