"title","location","time","TS","TL","M.units","N.units","B.units","TS.kT","TS.kT.2","TS.kT.e","TL.kT","TL.kT.2"
"IS9","Hengill","August 2008",18.1,9.3,"mg","m^-2","mg m^-2",1.13980127690515,1.41154070755628,-0.258240520677194,-0.101570248565368,0.187304179592072
