Version,K,TrainRatio,ExperimentID,Seed,Threshold,EmpiricalNetworkXMeanTrophicLevel,EmpiricalNetworkXTrophicLevelStatusCode,PseudoNetworkXMeanTrophicLevel,PseudoNetworkXTrophicLevelNumSpeciesFull,PseudoNetworkXTrophicLevelNumSpeciesLargest,PseudoNetworkXTrophicLevelStatusCode,Foodweb,SourceFile,FiniteValue,FiniteReference
WLNM_dir_neg,10,60,20,114049378,0.5,2.6979796311599999,0,,92,91,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,21,114049379,0.5,2.6979796311599999,0,2.9948628204399999,92,89,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,22,114049380,0.5,2.6979796311599999,0,22.212395405100001,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,23,114049381,0.5,2.6979796311599999,0,32.634034708800002,92,88,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,24,114049382,0.5,2.6979796311599999,0,,92,91,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,25,114049383,0.5,2.6979796311599999,0,3.1030853781599999,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,26,114049384,0.5,2.6979796311599999,0,,92,91,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,27,114049385,0.5,2.6979796311599999,0,,92,91,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,28,114049386,0.5,2.6979796311599999,0,66.958289243600007,92,92,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,29,114049387,0.5,2.6979796311599999,0,,92,91,3,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,30,114049388,0.5,2.6979796311599999,0,2.9851487213199999,92,92,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,31,114049389,0.5,2.6979796311599999,0,44.4878051958,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,32,114049390,0.5,2.6979796311599999,0,,92,91,3,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,33,114049391,0.5,2.6979796311599999,0,2.5247517510300002,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,34,114049392,0.5,2.6979796311599999,0,,92,91,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,35,114049393,0.5,2.6979796311599999,0,,92,92,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,36,114049394,0.5,2.6979796311599999,0,,92,92,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,37,114049395,0.5,2.6979796311599999,0,14.713746066300001,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,38,114049396,0.5,2.6979796311599999,0,,92,92,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,39,114049397,0.5,2.6979796311599999,0,3.1682679687999999,92,90,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,40,114049398,0.5,2.6979796311599999,0,3.05845840339,92,89,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,41,114049399,0.5,2.6979796311599999,0,,92,89,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,42,114049400,0.5,2.6979796311599999,0,2.6974931174400001,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,43,114049401,0.5,2.6979796311599999,0,,92,90,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,44,114049402,0.5,2.6979796311599999,0,,92,90,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,45,114049403,0.5,2.6979796311599999,0,,92,92,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,46,114049404,0.5,2.6979796311599999,0,15.5074236696,92,92,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,47,114049405,0.5,2.6979796311599999,0,,92,91,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,48,114049406,0.5,2.6979796311599999,0,,92,89,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,49,114049407,0.5,2.6979796311599999,0,,92,92,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,50,114049408,0.5,2.6979796311599999,0,2.7733048616499998,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
