Version,K,TrainRatio,ExperimentID,Seed,Threshold,EmpiricalNetworkXMeanTrophicLevel,EmpiricalNetworkXTrophicLevelStatusCode,PseudoNetworkXMeanTrophicLevel,PseudoNetworkXTrophicLevelNumSpeciesFull,PseudoNetworkXTrophicLevelNumSpeciesLargest,PseudoNetworkXTrophicLevelStatusCode,Foodweb,SourceFile,FiniteValue,FiniteReference
WLNM_dir_neg,10,60,10,114049368,0.5,2.6979796311599999,0,2.8280685373000001,92,90,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,11,114049369,0.5,2.6979796311599999,0,24.996949605099999,92,90,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,12,114049370,0.5,2.6979796311599999,0,,92,90,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,13,114049371,0.5,2.6979796311599999,0,,92,91,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,14,114049372,0.5,2.6979796311599999,0,2.8999224370799999,92,91,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,15,114049373,0.5,2.6979796311599999,0,7.6387309517100004,92,88,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,16,114049374,0.5,2.6979796311599999,0,,92,90,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,17,114049375,0.5,2.6979796311599999,0,,92,90,2,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
WLNM_dir_neg,10,60,18,114049376,0.5,2.6979796311599999,0,9.9225205191600008,92,90,0,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,True,True
WLNM_dir_neg,10,60,19,114049377,0.5,2.6979796311599999,0,,92,91,3,Ythan Estuary,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/prediction_scores_logs/Ythan Estuary_tax_mass_results_random_wlnm_dir_neg.csv,False,True
