Prey,Predator,PreyMass,PredatorMass
Bacteria,Family Sminthuridae,-999,2.76e-05
Bacteria,Family Isotomidae,-999,3.05e-05
Microfungi,Non-Oribatida,-999,0.000103122
Family Aphididae,Family Linyphiidae,0.000179706,0.000135357
Order Acari,Order Aranae,5.43e-05,0.000230769
Bacteria,Order Enchytraeidae,-999,0.000269758
Order Acari,Order Pseudoscorpionidae,5.43e-05,0.0004
Family Aphididae,Order Coleoptera larvae,0.000179706,0.000665019
Family Aphididae,Order Opiliones,0.000179706,0.001294792
Order Diptera,Order Opiliones,0.000184771,0.001294792
Order Diptera larvae,Order Opiliones,0.002035963,0.001294792
Detritus,Order Diptera larvae,-999,0.002035963
Order Diplopoda,Phalangium opilio,0.006822842,0.0025
Order Lepidoptera larvae,Phalangium opilio,0.022066667,0.0025
Order Oligochaeta,Phalangium opilio,0.009954127,0.0025
Order Opiliones,Phalangium opilio,0.001294792,0.0025
Deroceras reticulatum,Pterostichus strenuus,0.01240611,0.0038775
Detritus,Family Scarabaeidae,-999,0.0065
Detritus,Glomeris marginata,-999,0.006975
Detritus,Oniscus asellus,-999,0.007256173
Order Collembola,Platynus assimile,2.88e-05,0.010534874
Order Collembola,Order Gastropoda,2.88e-05,0.019680046
Order Coleoptera larvae,Pterostichus melanarius,0.000665019,0.035866667
