Prey,Predator,PreyMass,PredatorMass
Bifurcaria bifurcata,PhytoP,0.000228,0.0001
Dictyota dichotoma,PhytoP,0.000228,0.0001
Lithophyllum sp.,PhytoP,0.000228,0.0001
Bifurcaria bifurcata,Dictyota dichotoma,0.000228,0.000228
Colpomenia peregrina,Dictyota dichotoma,0.000228,0.000228
Colpomenia peregrina,Ellisolandia elongata,0.000228,0.000228
Dictyota dichotoma,Ellisolandia elongata,0.000228,0.000228
PhytoP,Sphacelaria cirrosa,0.0001,0.000228
PhytoP,Ulva lactuca,0.0001,0.000228
Actinia equina,Ocenebra erinaceus,0.96,0.0086
Actinia fragacea,Ocenebra erinaceus,0.13,0.0086
Anemonia sulcata,Ocenebra erinaceus,21.67,0.0086
Ocenebra erinaceus,Turridae,0.0086,0.01
