Score,Label
0.8294491,1
0.8294491,1
1,1
0.9999993,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8421364,1
0.9999987,1
0.8421364,1
0.8421364,1
0.8421364,1
1,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8294491,1
1,1
1,1
1,1
1,1
0.210552,1
1,1
1,1
1,1
0.9996044,1
0.8421364,1
1,1
0.004882282,1
0.9982491,1
0.5860041,1
2.413261e-12,1
1,1
0.9975455,1
0.5777347,1
0.5777347,1
0.5777347,1
0.5777347,1
0.5777347,1
0.5777347,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8294491,1
0.9999999,1
1,1
1,1
1,1
0.9999999,1
1,1
1,1
0.9999679,1
0.9999679,1
0.9999679,1
0.9999999,1
1,1
1,1
1,1
1,1
1,1
1,1
0.9999679,1
0.9999939,1
1,1
0.9999679,1
0.9999998,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.9991058,1
0.9996452,1
1,1
0.9991058,1
1,1
1,1
0.9983835,1
0.9983835,1
0.9983835,1
0.9983835,1
0.9983835,1
0.9983835,1
0.8421364,1
0.8421364,1
0.8421364,1
0.8421364,1
0.8421364,1
0.8421364,1
1,1
0.210552,1
0.210552,1
1,1
0.8421364,1
0.8421364,1
0.8421364,1
1,1
0.9992754,1
0.9992754,1
1,1
0.9992754,1
1,1
1,1
1,1
1,1
1,1
0.9999954,1
0.9999954,1
0.9992754,1
1,1
1,1
0.8294491,1
0.9999061,1
0.8294491,1
0.8294491,1
0.8294491,1
0.999998,1
0.8421364,1
0.8421364,1
0.8421364,1
1,1
0.9933709,1
0.9933709,1
0.9999999,1
1,1
0.9994099,1
0.9999999,1
0.9933709,1
0.9999999,1
0.5777347,1
0.5777347,1
0.5777347,1
1,1
0.5777347,1
1,1
0.5777347,1
0.9999948,1
0.9999894,1
0.9999999,1
1,1
1,1
0.9979959,1
0.9998468,1
0.9998468,1
0.9979959,1
0.9979959,1
0.9979959,1
0.9999712,1
0.996243,1
0.9999001,1
0.996243,1
0.8617963,1
0.996243,1
1,1
1,1
0.8294491,1
1,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8294491,1
0.8294491,1
1,1
0.999321,1
0.9994518,1
0.9994518,1
1,1
0.9999944,1
1,1
1,1
0.9999566,1
1,1
1,1
0.9975453,1
1,1
1,1
0.9975453,1
0.9975453,1
1,1
1,1
0.9975453,1
0.9975453,1
1,1
0.9999989,1
0.972753,1
0.972753,1
1,1
0.9997993,1
1,1
1,1
0.9991058,1
0.9991058,1
1,1
0.9999957,1
0.9442047,1
1,1
0.9991058,1
1,1
0.9991058,1
1,1
1,1
0.9862534,1
0.0002234756,1
1,1
0.999998,1
1,1
0.02754669,1
0.9998926,1
0.999998,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0.5777347,1
1,1
0.5777347,1
1,1
0.5777347,1
1,1
1,1
0.9999207,1
1,1
1,1
1,1
0.9999855,1
1,1
0.8421364,1
0.8421364,1
0.8421364,1
0.8421364,1
0.9999931,1
0.8421364,1
1,1
0.9999993,1
0.9987819,1
1,1
0.9987819,1
0.7476637,1
0.007428566,1
0.9997969,1
1,1
0.0004630322,1
1,1
9.578044e-12,0
6.683683e-07,0
3.621496e-13,0
2.657807e-05,0
0.1040348,0
7.827961e-13,0
0.0009965223,0
1.887961e-05,0
5.319214e-07,0
7.984932e-08,0
2.038501e-09,0
8.832388e-10,0
0.001670251,0
0.210552,0
2.193849e-08,0
2.25763e-08,0
4.11147e-06,0
0.0002565601,0
9.434414e-07,0
8.832388e-10,0
5.615787e-07,0
1.310317e-08,0
2.305957e-21,0
5.432719e-08,0
1.593043e-05,0
6.683683e-07,0
8.832388e-10,0
7.562956e-05,0
0.001014192,0
0.210552,0
2.26674e-06,0
4.766559e-11,0
2.193849e-08,0
6.399872e-14,0
1.064663e-05,0
7.430841e-06,0
4.241615e-08,0
1.629688e-21,0
5.977753e-05,0
2.401362e-05,0
1.855735e-10,0
2.25763e-08,0
2.467591e-11,0
1.064663e-05,0
0.03528774,0
5.843929e-12,0
3.363165e-06,0
9.051346e-11,0
1.629688e-21,0
3.464078e-16,0
2.390158e-10,0
0.5777347,0
8.100027e-19,0
1.202665e-08,0
1.596531e-18,0
4.778482e-08,0
2.657807e-05,0
2.947496e-05,0
2.657807e-05,0
2.25763e-08,0
1.445216e-24,0
1.629688e-21,0
2.947496e-05,0
6.683683e-07,0
1.229418e-12,0
0.001691059,0
4.751679e-08,0
4.790327e-08,0
3.146436e-08,0
2.390158e-10,0
2.281082e-07,0
5.010679e-09,0
1.024285e-10,0
7.036958e-22,0
5.013674e-07,0
6.072218e-07,0
9.065488e-06,0
0.05049309,0
2.137993e-05,0
7.036958e-22,0
0.0003167481,0
0.001014192,0
2.235338e-14,0
6.669969e-06,0
5.812111e-17,0
1.565419e-17,0
8.820183e-10,0
1.341965e-10,0
0.05049309,0
4.353464e-19,0
3.320181e-16,0
1.310317e-08,0
4.695546e-10,0
2.657807e-05,0
2.390158e-10,0
3.939725e-05,0
1.445216e-24,0
2.947496e-05,0
2.866311e-06,0
0.0004036345,0
4.790327e-08,0
8.039111e-07,0
0.210552,0
2.130772e-16,0
2.612202e-07,0
1.887961e-05,0
6.604849e-05,0
6.408432e-11,0
0.210552,0
2.390158e-10,0
2.390158e-10,0
0.05049309,0
0.8294491,0
3.995436e-07,0
4.54313e-12,0
1.586063e-10,0
0.0001349449,0
0.210552,0
1.303357e-06,0
0.0001079166,0
5.044904e-13,0
0.210552,0
0.8421364,0
1.026859e-14,0
0.05049309,0
1.820805e-20,0
2.947496e-05,0
1.303357e-06,0
2.25763e-08,0
5.044904e-13,0
2.806162e-09,0
0.0002150837,0
1.303357e-06,0
0.001014192,0
0.8421364,0
0.0004036345,0
2.25763e-08,0
2.390158e-10,0
5.615787e-07,0
3.816042e-05,0
4.269774e-08,0
0.001014192,0
0.001082144,0
1.401577e-06,0
1.543165e-20,0
0.0002148715,0
2.406029e-06,0
0.000162684,0
9.057054e-07,0
4.901999e-12,0
8.832388e-10,0
5.275967e-08,0
0.0001349449,0
1.445216e-24,0
3.134175e-12,0
0.0001349449,0
0.8294491,0
1.178902e-10,0
0.5777347,0
4.752844e-10,0
0.0001153933,0
0.01071972,0
8.820183e-10,0
2.806162e-09,0
1.120507e-15,0
2.137993e-05,0
1.512218e-05,0
2.25763e-08,0
8.832388e-10,0
4.778482e-08,0
1.310317e-08,0
8.617014e-10,0
1.980451e-12,0
2.381099e-21,0
0.0001799207,0
6.399872e-14,0
1.882036e-09,0
9.842667e-10,0
3.939725e-05,0
2.630097e-05,0
0.0002148715,0
1.763431e-06,0
3.563068e-08,0
0.004664833,0
2.610071e-06,0
1.303357e-06,0
9.434414e-07,0
2.26674e-06,0
4.778482e-08,0
1.058287e-05,0
4.353464e-19,0
0.0004255607,0
5.768173e-06,0
0.5777347,0
0.5777347,0
1.980451e-12,0
0.0001349449,0
3.676309e-05,0
1.445216e-24,0
9.692867e-07,0
1.445216e-24,0
0.04055497,0
1.064663e-05,0
4.144456e-12,0
4.778482e-08,0
3.836124e-17,0
2.879217e-14,0
1.629688e-21,0
0.0003167481,0
0.8421364,0
5.18547e-19,0
2.947496e-05,0
2.131159e-19,0
1.401577e-06,0
2.806162e-09,0
0.0004444212,0
2.26674e-06,0
3.50116e-14,0
2.412516e-19,0
4.404736e-17,0
3.235634e-07,0
0.001082144,0
1.133007e-13,0
0.001014192,0
7.79505e-24,0
1.310317e-08,0
5.044904e-13,0
1.310317e-08,0
6.399872e-14,0
4.54313e-12,0
2.222892e-11,0
5.054343e-13,0
2.26674e-06,0
7.145663e-14,0
3.50116e-14,0
2.26674e-06,0
4.607787e-12,0
1.470127e-16,0
3.718683e-07,0
1.966138e-06,0
2.726402e-12,0
1.303357e-06,0
8.832388e-10,0
4.778482e-08,0
1.463994e-08,0
3.50116e-14,0
0.0002565401,0
2.947496e-05,0
8.646163e-08,0
2.281439e-15,0
1.263833e-09,0
2.915855e-09,0
1.629688e-21,0
0.002000849,0
9.640362e-19,0
7.069135e-15,0
1.75232e-13,0
2.390158e-10,0
1.629688e-21,0
1.733536e-08,0
7.562956e-05,0
4.831571e-09,0
0.0006373522,0
1.342164e-10,0
0.0001709143,0
0.0001806744,0
0.0002148715,0
2.58598e-06,0
2.26674e-06,0
1.512218e-05,0
0.002000849,0
3.836124e-17,0
2.26674e-06,0
0.8563145,0
3.649998e-09,0
1.458117e-05,0
5.013674e-07,0
9.60984e-21,0
1.629688e-21,0
6.164268e-19,0
4.11147e-06,0
7.036958e-22,0
0.0009965223,0
3.621496e-13,0
2.131159e-19,0
8.646163e-08,0
0.05049309,0
2.712312e-18,0
1.293849e-08,0
5.135841e-08,0
3.853978e-15,0
4.353464e-19,0
0.0001709143,0
0.0001125472,0
1.319582e-19,0
0.04055497,0
2.604023e-08,0
3.50116e-14,0
1.747088e-09,0
1.762068e-12,0
0.0008635173,0
3.939725e-05,0
1.873705e-12,0
1.887961e-05,0
7.831247e-13,0
5.044904e-13,0
8.627506e-10,0
0.0004630322,0
2.137993e-05,0
5.138162e-16,0
2.25763e-08,0
4.43261e-12,0
2.25763e-08,0
5.939267e-15,0
6.632591e-13,0
0.0001167198,0
2.137993e-05,0
3.301264e-11,0
2.657807e-05,0
5.044904e-13,0
0.02942764,0
0.001082144,0
3.836124e-17,0
6.808857e-05,0
0.001691059,0
1.629688e-21,0
5.545321e-06,0
0.5777347,0
1.869144e-08,0
0.0009965223,0
1.978293e-25,0
0.210552,0
1.840231e-13,0
0.0002148715,0
2.137993e-05,0
6.699721e-10,0
5.939267e-15,0
4.141897e-07,0
2.947496e-05,0
7.36073e-14,0
2.193849e-08,0
1.887961e-05,0
0.210552,0
3.995436e-07,0
8.832388e-10,0
0.006500594,0
1.157283e-06,0
1.133007e-13,0
2.137993e-05,0
1.064663e-05,0
0.9995441,0
2.491631e-14,0
5.48392e-23,0
0.8910437,0
1.310317e-08,0
7.36073e-14,0
5.939267e-15,0
7.840264e-08,0
1.512218e-05,0
7.036958e-22,0
0.0002148715,0
1.401577e-06,0
0.210552,0
9.051346e-11,0
1.342164e-10,0
0.0002387208,0
3.553861e-10,0
3.836124e-17,0
0.9998291,0
1.303357e-06,0
1.864458e-08,0
2.657807e-05,0
