Score,Label
0.02628857,1
0.01532188,1
0.000552805,1
0.006700095,1
0.0001512172,1
0.8778144,1
0.8778144,1
0.8778144,1
0.8778144,1
0.9999996,1
0.9999996,1
0.001156625,1
0.8778144,1
0.8778144,1
0.8778144,1
0.2581841,1
0.9997056,1
0.9997056,1
0.3099338,1
0.9999933,1
0.9999933,1
0.9999933,1
0.9908385,1
0.8778144,1
0.0005463549,1
0.0005463549,1
0.0005463549,1
0.0005463549,1
0.0005463549,1
0.07567416,1
0.07567416,1
0.07567416,1
0.07567416,1
0.07567416,1
0.8778144,1
0.8778144,1
0.8778144,1
0.0005463549,1
0.0005463549,1
0.0005463549,1
0.0005463549,1
0.0005463549,1
0.0001103375,0
0.00673347,0
0.00673347,0
2.134962e-05,0
0.0007887415,0
0.0004359851,0
1.622333e-05,0
2.546558e-05,0
0.0001629041,0
0.0004359851,0
0.001959594,0
5.42525e-06,0
0.01803413,0
1.863512e-05,0
0.0004359851,0
1.501328e-05,0
4.032688e-05,0
0.0008271123,0
0.0008508931,0
0.000669102,0
0.001071965,0
0.0009751149,0
0.02047946,0
3.01761e-05,0
0.004961097,0
0.0002547054,0
0.0004558755,0
0.0009370664,0
0.4248433,0
0.8778144,0
8.295929e-05,0
0.0002697095,0
0.00102147,0
0.002982038,0
0.0004359851,0
1.622333e-05,0
0.0004359851,0
0.002000852,0
0.0002858118,0
4.032688e-05,0
0.0004359851,0
0.0001900946,0
