Score,Label
1,1
0.9982131,1
1,1
0.9982131,1
1,1
0.006749828,1
1.662618e-09,0
0.001580886,0
0.001580886,0
1.561051e-07,0
2.202053e-06,0
0.3374092,0
1.662618e-09,0
0.0001019232,0
1.086445e-10,0
0.3374092,0
0.001580886,0
8.359742e-09,0
